sp_id	sp_gq_id	age	sex
939530421	450028618	86	F
939530420	450028618	96	F
939530419	450028618	91	F
939530418	450028618	73	F
939530417	450028618	85	F
939530416	450028618	78	F
939530415	450028618	82	F
939530414	450028618	82	F
939530413	450028618	86	F
939530412	450028618	92	F
939530411	450028618	100	F
939530410	450028618	73	F
939530409	450028618	89	F
939530408	450028618	86	F
939530407	450028618	91	F
939530406	450028618	79	F
939530405	450028618	84	F
939530404	450028618	84	F
939530403	450028618	81	F
939530402	450028618	89	F
939530401	450028618	76	F
939530400	450028618	85	F
939530399	450028618	83	F
939530438	450028618	85	F
939530439	450028618	85	F
939530440	450028618	80	F
939530441	450028618	84	F
939530442	450028618	87	F
939530443	450028618	80	F
939530444	450028618	81	F
939530445	450028618	90	F
939530446	450028618	87	F
939530447	450028618	72	F
939530448	450028618	83	F
939530449	450028618	76	F
939530450	450028618	87	F
939530451	450028618	85	F
939530452	450028618	89	F
939530453	450028618	66	F
939530454	450028618	89	F
939530455	450028618	86	F
939530456	450028618	93	F
939530457	450028618	80	F
939530458	450028618	79	F
939530459	450028618	67	F
939530460	450028618	88	F
939530461	450028618	83	F
939530462	450028618	80	F
940481110	450028618	75	M
940481109	450028618	79	M
940481108	450028618	73	M
940481107	450028618	94	M
940481106	450028618	80	M
940481105	450028618	79	M
940481104	450028618	73	M
940481103	450028618	69	M
940481102	450028618	81	M
940481101	450028618	81	M
940481100	450028618	82	M
940481099	450028618	86	M
940481098	450028618	66	M
940481097	450028618	84	M
940481096	450028618	78	M
940481095	450028618	72	M
940481094	450028618	75	M
940481093	450028618	78	M
940481092	450028618	74	M
940481091	450028618	93	M
940481090	450028618	78	M
940481089	450028618	72	M
940481088	450028618	73	M
940481087	450028618	74	M
940481086	450028618	100	M
940481085	450028618	71	M
939381676	450028618	42	F
939381677	450028618	57	F
939381678	450028618	63	F
939381679	450028618	37	F
939381680	450028618	62	F
940306443	450028618	30	M
940306442	450028618	56	M
940306441	450028618	55	M
940306440	450028618	60	M
940306439	450028618	64	M
940306438	450028618	49	M
940306437	450028618	39	M
940306436	450028618	56	M
939530463	450028618	95	F
939530437	450028618	76	F
939530436	450028618	68	F
939530435	450028618	80	F
939530434	450028618	91	F
939530433	450028618	88	F
939530432	450028618	82	F
939530431	450028618	83	F
939530430	450028618	94	F
939530429	450028618	89	F
939530428	450028618	82	F
939530427	450028618	90	F
939530426	450028618	85	F
939530425	450028618	75	F
939530424	450028618	79	F
939530128	450028619	99	F
940480971	450028619	69	M
940480970	450028619	82	M
940480969	450028619	87	M
940480968	450028619	73	M
940480967	450028619	83	M
940480966	450028619	88	M
940480965	450028619	80	M
940480964	450028619	84	M
940480963	450028619	76	M
940480962	450028619	77	M
940480961	450028619	66	M
940480960	450028619	68	M
940480959	450028619	66	M
940480958	450028619	70	M
940480957	450028619	79	M
940480956	450028619	73	M
940480955	450028619	79	M
940480954	450028619	78	M
940480953	450028619	69	M
940480952	450028619	78	M
940480951	450028619	77	M
940480950	450028619	81	M
940480949	450028619	67	M
940480948	450028619	89	M
940480947	450028619	83	M
940306403	450028619	50	M
940306404	450028619	61	M
940306405	450028619	55	M
940306406	450028619	47	M
939381625	450028619	44	F
939381624	450028619	50	F
939530166	450028619	79	F
939530165	450028619	82	F
939530164	450028619	83	F
939530163	450028619	67	F
939530162	450028619	76	F
939530161	450028619	77	F
939530160	450028619	81	F
939530159	450028619	86	F
939530158	450028619	89	F
939530157	450028619	71	F
939530156	450028619	77	F
939530155	450028619	88	F
939530154	450028619	88	F
939530153	450028619	105	F
939530152	450028619	97	F
939530151	450028619	84	F
939530150	450028619	104	F
939530149	450028619	105	F
939530148	450028619	75	F
939530147	450028619	83	F
939530146	450028619	79	F
939530145	450028619	71	F
939530144	450028619	89	F
939530143	450028619	104	F
939530142	450028619	85	F
939530141	450028619	81	F
939530140	450028619	82	F
939530139	450028619	77	F
939530138	450028619	96	F
939530137	450028619	86	F
939530136	450028619	72	F
939530135	450028619	99	F
939530134	450028619	76	F
939530133	450028619	87	F
939530132	450028619	86	F
939530131	450028619	75	F
939530130	450028619	90	F
939530129	450028619	81	F
939530127	450028619	68	F
939530126	450028619	92	F
939530125	450028619	77	F
939530124	450028619	88	F
939530123	450028619	68	F
939530122	450028619	100	F
939530121	450028619	83	F
939530120	450028619	84	F
939530119	450028619	81	F
939530118	450028619	84	F
939530117	450028619	86	F
939530116	450028619	84	F
939530115	450028619	78	F
939530114	450028619	85	F
939530113	450028619	90	F
939530112	450028619	86	F
939530111	450028619	66	F
939530110	450028619	82	F
939530095	450028620	86	F
939530094	450028620	66	F
939381621	450028620	34	F
939381622	450028620	54	F
939381623	450028620	27	F
939381620	450028620	41	F
939530109	450028620	75	F
939530108	450028620	76	F
939530107	450028620	78	F
939530106	450028620	89	F
939530105	450028620	67	F
939530104	450028620	91	F
939530103	450028620	83	F
939530102	450028620	86	F
939530101	450028620	72	F
939530100	450028620	90	F
939530099	450028620	75	F
939530098	450028620	88	F
939530097	450028620	89	F
939530096	450028620	95	F
940480939	450028620	81	M
940480940	450028620	85	M
940480941	450028620	85	M
940480942	450028620	77	M
940480943	450028620	78	M
940480944	450028620	66	M
940480945	450028620	72	M
940480946	450028620	75	M
942056933	450007223	25	M
942056935	450007223	26	M
942056896	450007223	42	M
942056895	450007223	41	M
942056894	450007223	31	M
942056893	450007223	39	M
942056892	450007223	50	M
942056891	450007223	21	M
942056925	450007223	40	M
942056923	450007223	29	M
942056922	450007223	43	M
942056921	450007223	31	M
942056920	450007223	25	M
942056919	450007223	46	M
942056918	450007223	54	M
942056917	450007223	50	M
942056926	450007223	43	M
942056927	450007223	24	M
942056928	450007223	27	M
942056929	450007223	47	M
942056930	450007223	28	M
942056931	450007223	37	M
942056890	450007223	51	M
942056889	450007223	43	M
942056888	450007223	39	M
942056887	450007223	36	M
942056886	450007223	17	M
942056916	450007223	33	M
942056915	450007223	35	M
942056914	450007223	28	M
942056913	450007223	25	M
942056912	450007223	47	M
942056911	450007223	31	M
942056910	450007223	35	M
942056909	450007223	45	M
942056908	450007223	39	M
942056907	450007223	26	M
942056906	450007223	34	M
942056905	450007223	46	M
942056904	450007223	51	M
942056903	450007223	43	M
942056902	450007223	31	M
942056901	450007223	20	M
942056924	450007223	32	M
942056944	450007223	29	M
942056943	450007223	36	M
942056942	450007223	44	M
942056941	450007223	37	M
942056940	450007223	21	M
942056939	450007223	34	M
942056938	450007223	26	M
942056937	450007223	38	M
942056936	450007223	26	M
942056945	450007223	36	M
942056946	450007223	44	M
942056947	450007223	49	M
942056948	450007223	28	M
942056949	450007223	34	M
942056950	450007223	26	M
942056951	450007223	28	M
942056952	450007223	37	M
942056953	450007223	50	M
942056954	450007223	42	M
942056955	450007223	53	M
942056956	450007223	38	M
942056900	450007223	20	M
942056957	450007223	46	M
942056958	450007223	35	M
942056959	450007223	55	M
942056960	450007223	30	M
942056961	450007223	20	M
942056962	450007223	42	M
942056963	450007223	48	M
942056964	450007223	24	M
942056899	450007223	45	M
942056898	450007223	37	M
942056897	450007223	21	M
942056932	450007223	31	M
942056934	450007223	27	M
942056969	450018435	43	F
942056970	450018435	54	F
942056971	450018435	46	F
942056978	450018435	26	F
942056976	450018435	37	F
942056979	450018435	46	F
942056980	450018435	31	F
942056981	450018435	24	F
942056975	450018435	35	F
942056974	450018435	34	F
942056973	450018435	28	F
942056972	450018435	38	F
942056965	450018435	20	F
942056966	450018435	59	F
942056977	450018435	23	F
942056967	450018435	47	F
942056968	450018435	20	F
939530302	450028621	87	F
939530305	450028621	90	F
939530304	450028621	90	F
940481042	450028621	80	M
940481043	450028621	74	M
939530303	450028621	78	F
939530306	450028621	76	F
940481037	450028621	83	M
940481038	450028621	67	M
940481039	450028621	86	M
940481040	450028621	90	M
940481041	450028621	65	M
939530314	450028621	85	F
939530315	450028621	77	F
939530316	450028621	83	F
940481026	450028621	82	M
940481027	450028621	81	M
940481028	450028621	82	M
940481029	450028621	87	M
940481030	450028621	78	M
940481031	450028621	80	M
940481032	450028621	84	M
940306418	450028621	42	M
940306419	450028621	59	M
940306420	450028621	48	M
940306421	450028621	51	M
940306422	450028621	47	M
940306423	450028621	49	M
940306424	450028621	54	M
940306425	450028621	56	M
940481033	450028621	95	M
940481034	450028621	72	M
940481035	450028621	81	M
940481036	450028621	80	M
939530313	450028621	93	F
939530312	450028621	82	F
939530311	450028621	88	F
939530310	450028621	88	F
939530309	450028621	73	F
939530308	450028621	72	F
939530307	450028621	90	F
939381659	450028621	47	F
939381658	450028621	63	F
939381657	450028621	55	F
939381656	450028621	45	F
939381655	450028621	57	F
939381654	450028621	51	F
939381653	450028621	19	F
939381652	450028621	49	F
939381662	450028622	57	F
939381661	450028622	59	F
939381660	450028622	35	F
939381667	450028622	55	F
939381666	450028622	38	F
939381665	450028622	36	F
939381664	450028622	36	F
939381663	450028622	63	F
940306426	450028622	38	M
940306427	450028622	56	M
940481052	450028622	88	M
939530328	450028622	79	F
939530327	450028622	78	F
940481053	450028622	90	M
940481054	450028622	85	M
939530326	450028622	88	F
940481055	450028622	103	M
940306428	450028622	59	M
940306429	450028622	63	M
940306430	450028622	63	M
939530317	450028622	89	F
939530318	450028622	87	F
939530319	450028622	84	F
939530320	450028622	78	F
939530321	450028622	85	F
939530322	450028622	89	F
939530323	450028622	97	F
939530329	450028622	77	F
939530330	450028622	72	F
939530325	450028622	78	F
939530324	450028622	78	F
940481051	450028622	89	M
940481050	450028622	90	M
939530331	450028622	86	F
940481049	450028622	89	M
940481048	450028622	78	M
940481047	450028622	75	M
940481046	450028622	78	M
940306431	450028622	52	M
940306432	450028622	56	M
940481044	450028622	72	M
940481060	450028622	87	M
940481056	450028622	92	M
940481059	450028622	92	M
940481058	450028622	89	M
940481057	450028622	67	M
940481045	450028622	68	M
939530191	450028623	75	F
939530190	450028623	90	F
939530189	450028623	99	F
939530188	450028623	84	F
939530187	450028623	83	F
939530186	450028623	87	F
939530185	450028623	96	F
939530184	450028623	70	F
939530183	450028623	83	F
939530182	450028623	79	F
939530181	450028623	75	F
939530180	450028623	85	F
939530179	450028623	79	F
940306407	450028623	47	M
940306408	450028623	53	M
940306409	450028623	47	M
940306410	450028623	48	M
940306411	450028623	39	M
940306412	450028623	62	M
940306413	450028623	61	M
939381633	450028623	63	F
939381632	450028623	63	F
939381631	450028623	35	F
939381630	450028623	44	F
939381629	450028623	37	F
939381628	450028623	52	F
939381627	450028623	60	F
939381626	450028623	47	F
939530178	450028623	87	F
939530177	450028623	105	F
939530176	450028623	90	F
939530175	450028623	89	F
939530174	450028623	87	F
939530173	450028623	76	F
939530172	450028623	71	F
939530171	450028623	100	F
939530170	450028623	90	F
939530169	450028623	77	F
939530168	450028623	66	F
939530167	450028623	87	F
940480972	450028623	75	M
940480973	450028623	83	M
940480974	450028623	104	M
940480975	450028623	80	M
940480976	450028623	71	M
940480977	450028623	80	M
940480978	450028623	80	M
940480979	450028623	80	M
940480980	450028623	88	M
939530196	450028623	78	F
939530195	450028623	100	F
939530194	450028623	94	F
939530193	450028623	78	F
939530192	450028623	90	F
939360835	450035090	63	F
939791366	450035090	85	F
939791354	450035090	80	F
939791379	450035090	85	F
939791376	450035090	86	F
939791372	450035090	85	F
939791355	450035090	67	F
939360837	450035090	57	F
939360836	450035090	59	F
939791356	450035090	83	F
939360834	450035090	57	F
939360833	450035090	56	F
939791357	450035090	83	F
939791358	450035090	66	F
939791359	450035090	80	F
939360832	450035090	35	F
939791360	450035090	83	F
939791361	450035090	100	F
939791362	450035090	77	F
939791363	450035090	76	F
939791364	450035090	92	F
939791365	450035090	87	F
939791377	450035090	77	F
939791382	450035090	87	F
939791381	450035090	93	F
939791380	450035090	76	F
939360831	450035090	57	F
939360830	450035090	61	F
939791373	450035090	86	F
939791374	450035090	87	F
939791371	450035090	83	F
939791378	450035090	78	F
939791370	450035090	87	F
939791369	450035090	70	F
939791368	450035090	104	F
939791367	450035090	78	F
939791375	450035090	97	F
940344133	450035090	47	M
940344132	450035090	52	M
940344131	450035090	52	M
940344130	450035090	48	M
940344129	450035090	50	M
940344128	450035090	57	M
940584323	450035090	91	M
940584324	450035090	80	M
940584325	450035090	70	M
940584326	450035090	97	M
940584327	450035090	71	M
940584328	450035090	69	M
940584329	450035090	102	M
940584330	450035090	76	M
940742456	450045736	90	M
940742457	450045736	87	M
940742458	450045736	86	M
940742459	450045736	74	M
940742466	450045736	105	M
940742460	450045736	75	M
940742461	450045736	67	M
940742467	450045736	77	M
940742462	450045736	83	M
940742463	450045736	75	M
940742464	450045736	79	M
940742465	450045736	80	M
940404336	450045736	64	M
940404333	450045736	63	M
940742455	450045736	89	M
940404332	450045736	50	M
940404331	450045736	27	M
940404330	450045736	61	M
940404340	450045736	56	M
940404335	450045736	57	M
940742454	450045736	88	M
940404339	450045736	62	M
940404338	450045736	57	M
940404337	450045736	42	M
940404334	450045736	32	M
939381635	450028624	54	F
939530216	450028624	76	F
939530215	450028624	83	F
939530214	450028624	88	F
939530213	450028624	65	F
939530212	450028624	79	F
939530211	450028624	71	F
939530210	450028624	89	F
939530207	450028624	87	F
939530208	450028624	86	F
939530209	450028624	99	F
940480984	450028624	81	M
940480983	450028624	67	M
940480982	450028624	76	M
940480997	450028624	71	M
940480981	450028624	81	M
939530197	450028624	88	F
939530198	450028624	96	F
939530199	450028624	69	F
939530200	450028624	75	F
939530201	450028624	86	F
939530202	450028624	91	F
939530204	450028624	78	F
939530205	450028624	99	F
939530206	450028624	85	F
940480993	450028624	89	M
940480992	450028624	86	M
940480991	450028624	88	M
940480990	450028624	89	M
940480996	450028624	72	M
940480995	450028624	77	M
940480994	450028624	97	M
939381643	450028624	49	F
939381640	450028624	60	F
939381641	450028624	52	F
939381639	450028624	55	F
939381638	450028624	27	F
939381637	450028624	43	F
939381636	450028624	57	F
939530217	450028624	72	F
939381642	450028624	47	F
939530243	450028624	77	F
939530244	450028624	94	F
939381634	450028624	59	F
939530242	450028624	71	F
939530245	450028624	68	F
939530241	450028624	68	F
939530240	450028624	94	F
939530238	450028624	81	F
939530237	450028624	79	F
939530236	450028624	83	F
940480989	450028624	75	M
940480988	450028624	79	M
940480987	450028624	80	M
939530246	450028624	72	F
939530247	450028624	100	F
939530235	450028624	68	F
939530234	450028624	79	F
939530233	450028624	93	F
939530248	450028624	89	F
939530249	450028624	78	F
940480986	450028624	80	M
940480985	450028624	75	M
939530232	450028624	67	F
939530231	450028624	78	F
939530230	450028624	83	F
939530229	450028624	81	F
939530228	450028624	78	F
939530227	450028624	85	F
939530226	450028624	75	F
939530225	450028624	90	F
939530224	450028624	89	F
939530223	450028624	86	F
939530222	450028624	90	F
939530203	450028624	98	F
939530221	450028624	98	F
939530220	450028624	89	F
939530219	450028624	82	F
939530218	450028624	96	F
939530239	450028624	84	F
939530256	450028625	77	F
939530257	450028625	69	F
939530258	450028625	97	F
939530259	450028625	83	F
939381646	450028625	61	F
939530254	450028625	81	F
940306414	450028625	39	M
939530260	450028625	78	F
939530261	450028625	87	F
939530262	450028625	84	F
939530255	450028625	81	F
940481000	450028625	95	M
940481001	450028625	78	M
940480999	450028625	86	M
940480998	450028625	86	M
939530264	450028625	84	F
940481007	450028625	69	M
940481006	450028625	80	M
940481005	450028625	69	M
940481004	450028625	76	M
940481003	450028625	89	M
940481002	450028625	76	M
939381644	450028625	41	F
939381645	450028625	32	F
939530265	450028625	99	F
939530263	450028625	78	F
939530266	450028625	87	F
939530250	450028625	77	F
939530251	450028625	83	F
939530252	450028625	86	F
939530253	450028625	80	F
940481014	450028626	86	M
940306415	450028626	58	M
939530268	450028626	77	F
939530269	450028626	90	F
939530270	450028626	91	F
939530271	450028626	82	F
939530272	450028626	90	F
939530273	450028626	93	F
939530274	450028626	94	F
939530275	450028626	88	F
939530276	450028626	85	F
939530277	450028626	69	F
939530278	450028626	77	F
939530279	450028626	75	F
939530280	450028626	83	F
939381649	450028626	29	F
939381648	450028626	45	F
939381647	450028626	50	F
939530283	450028626	67	F
939530282	450028626	88	F
939530281	450028626	83	F
940481017	450028626	79	M
940481008	450028626	90	M
940481009	450028626	69	M
940481010	450028626	83	M
940481011	450028626	79	M
940481012	450028626	81	M
940481013	450028626	91	M
939530267	450028626	72	F
940481015	450028626	90	M
940481016	450028626	83	M
940344134	450035091	37	M
940584331	450035091	86	M
940584332	450035091	95	M
940584333	450035091	79	M
939791389	450035091	85	F
939791390	450035091	68	F
939791384	450035091	78	F
939791385	450035091	100	F
939791391	450035091	87	F
940584339	450035091	72	M
940584338	450035091	86	M
940584337	450035091	74	M
940584336	450035091	90	M
940584335	450035091	94	M
940584334	450035091	86	M
939791392	450035091	90	F
939791386	450035091	104	F
939791394	450035091	85	F
939791395	450035091	93	F
939791396	450035091	91	F
939791397	450035091	105	F
939791383	450035091	100	F
939791387	450035091	88	F
939791393	450035091	87	F
939791388	450035091	85	F
939360840	450035091	51	F
939360839	450035091	35	F
939360838	450035091	62	F
