sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
164622988	114043506	27	M	1	10	X	507938465
164622989	114043506	5	M	1	12	X	X
164622996	114033797	27	M	1	10	X	507976404
164622997	114033797	5	M	1	12	X	X
164622998	114033797	28	F	1	0	X	507903879
164652109	114046801	51	F	1	0	X	X
164652110	114037656	51	F	1	0	X	X
164652112	114043898	51	F	1	0	X	X
164652115	114036305	51	F	1	0	X	X
164652121	114030602	51	F	1	0	X	X
164652125	114010798	51	F	1	0	X	X
164660890	114024418	50	F	1	1	X	X
164660891	114024418	18	M	1	2	X	X
164759696	114022625	72	F	1	0	X	X
164759699	114011086	72	F	1	0	X	X
164759708	114020963	72	F	1	0	X	X
164759709	114035125	72	F	1	0	X	X
164759711	114013060	72	F	1	0	X	X
164759712	114046213	72	F	1	0	X	X
164759719	114029678	72	F	1	0	X	X
164818077	114020979	47	M	1	0	X	507977677
164818080	114016626	44	F	1	1	X	X
164818084	114016408	44	F	1	1	X	X
164818086	114027043	44	F	1	1	X	X
164818088	114036046	44	F	1	1	X	X
164818090	114012029	44	F	1	1	X	X
164818092	114010789	44	F	1	1	X	X
164818095	114011660	47	M	1	0	X	507970258
164818102	114026262	44	F	1	1	X	X
164929100	114032408	46	F	1	1	X	X
164929111	114019437	47	M	1	0	X	508191635
164929112	114019437	46	F	1	1	X	X
164929113	114019437	21	F	1	2	X	507976852
164929114	114011909	47	M	1	0	X	507973105
164929116	114011909	21	F	1	2	X	507927282
164929127	114036346	46	F	1	1	X	X
164929130	114031085	46	F	1	1	X	X
164929136	114037315	46	F	1	1	X	X
164929137	114037315	21	F	1	2	X	507969799
164929139	114031580	46	F	1	1	X	X
164929148	114048551	46	F	1	1	X	X
165078301	114022659	18	F	1	2	450143916	X
165078303	114032209	18	F	1	2	450101856	X
165078304	114038771	52	F	1	0	X	507975200
165078305	114038771	18	F	1	2	450101856	X
165078306	114039700	52	F	1	0	X	507950658
165078308	114033602	52	F	1	0	X	507976827
165078312	114032817	52	F	1	0	X	507972954
165078313	114032817	18	F	1	2	450101856	X
165078320	114032175	52	F	1	0	X	507976935
165078326	114030814	52	F	1	0	X	507969690
165078330	114015290	52	F	1	0	X	507976801
165078331	114015290	18	F	1	2	450101856	X
165078332	114026504	52	F	1	0	X	507973901
165078333	114026504	18	F	1	2	450143916	X
165078338	114027017	52	F	1	0	X	507976801
165078340	114046745	52	F	1	0	X	507977974
165078348	114048813	52	F	1	0	X	507977867
165078350	114041083	52	F	1	0	X	507973246
165078729	114019535	40	M	1	1	X	507978340
165078733	114019535	10	F	1	2	450066968	X
165078734	114040435	40	M	1	1	X	507977237
165078735	114040435	41	F	1	0	X	505794273
165078736	114040435	10	M	1	2	450056631	X
165078738	114040435	10	F	1	2	450066968	X
165078739	114014358	40	M	1	1	X	507934022
165078741	114014358	10	M	1	2	450058351	X
165078743	114014358	10	F	1	2	450058351	X
165078744	114040788	40	M	1	1	X	507956512
165078746	114040788	10	M	1	2	450055807	X
165078769	114027214	40	M	1	1	X	507979201
165078770	114027214	41	F	1	0	X	507977974
165078776	114035913	10	M	1	2	450055807	X
165078777	114035913	6	F	1	2	450055807	X
165078779	114021468	40	M	1	1	X	507905377
165078782	114021468	6	F	1	2	450058351	X
165078783	114021468	10	F	1	2	450058351	X
165078790	114011832	41	F	1	0	X	507976303
165078791	114011832	10	M	1	2	450069322	X
165078793	114011832	10	F	1	2	450055807	X
165078800	114012954	41	F	1	0	X	505806561
165078804	114024554	40	M	1	1	X	507906819
165078806	114024554	10	M	1	2	450058351	X
165078808	114024554	10	F	1	2	450058351	X
165078809	114028198	40	M	1	1	X	507977924
165078811	114028198	10	M	1	2	450068395	X
165078812	114028198	6	F	1	2	450068395	X
165256688	114039055	50	M	1	1	X	507951839
165256690	114046885	50	M	1	1	X	508780587
165256692	114037512	50	M	1	1	X	507969719
165256696	114018270	50	M	1	1	X	507976271
165256700	114039409	50	M	1	1	X	507917515
165256703	114041978	50	F	1	0	X	507976969
165256710	114021794	50	M	1	1	X	507978416
165256715	114016392	50	F	1	0	X	507976801
165256721	114017739	50	F	1	0	X	508189935
165256724	114025422	50	M	1	1	X	507976323
165387180	114040221	71	M	1	0	X	X
165387183	114039615	68	F	1	1	X	X
165387184	114039615	71	M	1	0	X	X
165468931	114044785	19	F	1	1	X	X
165468935	114035959	19	F	1	1	X	X
165468940	114029601	30	M	1	0	X	X
165468947	114020225	19	F	1	1	X	X
165468948	114020225	30	M	1	0	X	X
165468950	114036443	30	M	1	0	X	X
165468953	114026906	19	F	1	1	X	X
165468955	114014717	19	F	1	1	X	X
165468957	114018772	19	F	1	1	X	X
165468963	114018326	19	F	1	1	X	X
165468964	114018326	30	M	1	0	X	X
165468969	114046840	19	F	1	1	X	X
165468970	114046840	30	M	1	0	X	X
165468971	114047753	19	F	1	1	X	X
165468976	114032933	30	M	1	0	X	X
165468977	114029695	19	F	1	1	X	X
165468978	114029695	30	M	1	0	X	X
165468979	114029178	19	F	1	1	X	X
165468984	114029397	30	M	1	0	X	X
165485463	114043025	23	M	9	2	X	507975711
165485464	114043025	26	M	9	2	X	X
165485466	114043025	43	F	9	0	X	X
165485488	114014245	26	M	9	2	X	X
165485489	114014245	47	M	1	1	X	507976413
165584048	114014721	47	F	1	0	X	507930639
165584056	114019526	48	M	1	10	X	507978302
165584060	114014013	47	F	1	0	X	507975544
165584069	114040516	47	F	1	0	X	507951136
165584070	114040516	18	F	1	2	450101856	507972884
165669704	114035530	66	M	1	0	X	507956459
165669707	114028222	62	F	1	1	X	X
165669708	114028222	66	M	1	0	X	507956647
165669713	114026947	62	F	1	1	X	X
165669720	114033222	66	M	1	0	X	507976311
165669728	114018065	66	M	1	0	X	507979366
165669734	114038729	66	M	1	0	X	507945535
165710504	114045632	58	F	1	1	X	X
165710505	114031498	60	M	1	0	X	507972954
165710519	114016642	60	M	1	0	X	507979440
165710521	114013720	60	M	1	0	X	507973054
165710525	114024419	60	M	1	0	X	508193717
165710528	114037380	58	F	1	1	X	X
165710529	114040055	60	M	1	0	X	507906294
165710530	114040055	58	F	1	1	X	X
165710531	114023927	60	M	1	0	X	507976115
165710532	114023927	58	F	1	1	X	X
165724208	114033065	49	F	1	0	X	508189861
165724209	114033065	49	M	1	1	X	507973199
165724219	114017099	49	M	1	1	X	507976108
165724221	114024602	49	M	1	1	X	507950671
165724223	114011680	49	M	1	1	X	507974297
165724224	114039814	49	F	1	0	X	507959964
165724225	114039814	49	M	1	1	X	507976378
165724227	114013465	49	M	1	1	X	508203330
165724229	114044314	49	M	1	1	X	507976875
165726383	114010802	37	M	1	2	X	X
165726386	114045106	61	F	1	0	X	507905025
165726387	114042944	37	M	1	2	X	X
165726392	114023066	61	F	1	0	X	506375993
165726393	114027975	37	M	1	2	X	X
165726394	114027975	61	F	1	0	X	507979011
165726397	114041283	37	M	1	2	X	X
165726403	114018782	37	M	1	2	X	X
165883000	114035783	47	F	1	0	X	X
165883001	114017322	47	F	1	0	X	X
165883002	114042608	47	F	1	0	X	X
165883004	114034553	47	F	1	0	X	X
165883008	114038906	47	F	1	0	X	X
165918096	114025293	85	F	1	0	X	X
165918098	114012674	85	F	1	0	X	X
165918099	114043164	85	F	1	0	X	X
165918101	114015157	85	F	1	0	X	X
165918103	114016491	85	F	1	0	X	X
165918157	114044335	68	F	1	4	X	X
165918159	114044335	4	F	1	5	450113448	X
165918161	114044335	34	F	1	0	X	507975902
165918162	114049522	68	F	1	4	X	X
165918163	114049522	4	F	1	5	450125461	X
165918165	114049522	4	F	1	5	X	X
165918173	114039186	4	F	1	5	450137634	X
165918176	114039186	34	F	1	0	X	507976544
165918188	114036771	4	F	1	5	450137634	X
165918191	114036771	34	F	1	0	X	507960223
165918197	114020411	68	F	1	4	X	X
165918201	114020411	34	F	1	0	X	507977403
165918217	114029085	68	F	1	4	X	X
165918218	114029085	4	F	1	5	450115194	X
165918219	114029085	4	F	1	5	450115194	X
165918223	114037737	4	F	1	5	450137634	X
165918224	114037737	4	F	1	5	450137634	X
165918228	114038056	4	F	1	5	450137634	X
165918229	114038056	4	F	1	5	450137634	X
165918230	114038056	4	F	1	5	X	X
165963792	114013770	57	F	1	1	X	507903399
165963793	114038519	58	M	1	0	X	507972897
165963794	114038519	57	F	1	1	X	508195657
165963795	114037493	58	M	1	0	X	507970533
165963799	114016216	58	M	1	0	X	507976801
165963803	114014496	58	M	1	0	X	507976280
165963808	114034958	57	F	1	1	X	507963911
165963809	114025929	58	M	1	0	X	507979466
165963810	114025929	57	F	1	1	X	507976852
165983896	114040564	40	F	1	1	X	507945535
165983897	114040564	41	M	1	0	X	507973642
165983900	114020193	41	M	1	0	X	508168888
165983902	114027410	40	F	1	1	X	505797883
165983903	114027410	41	M	1	0	X	507979725
165983910	114010825	5	M	1	2	450134851	X
165983914	114040504	40	F	1	1	X	507958528
165983915	114040504	41	M	1	0	X	507973513
166228343	114037427	52	M	1	1	X	507972897
166228344	114037427	17	M	1	2	450101856	X
166228349	114033728	52	M	1	1	X	507975091
166228350	114033728	17	M	1	2	450107280	X
166228363	114023858	51	F	1	0	X	507979766
166228364	114016964	52	M	1	1	X	507976499
166228367	114042026	52	M	1	1	X	507958950
166228368	114042026	17	M	1	2	450101856	X
166228372	114038896	51	F	1	0	X	507977205
166228373	114017608	52	M	1	1	X	507905025
166228379	114043723	52	M	1	1	X	508167178
166228382	114017538	52	M	1	1	X	507975384
166228386	114044368	17	M	1	2	450101856	X
166228397	114040559	52	M	1	1	X	507957280
166228399	114040559	51	F	1	0	X	507973208
166228403	114049563	52	M	1	1	X	507975906
166228405	114049563	51	F	1	0	X	508189313
166228407	114042307	17	M	1	2	450101856	X
166228411	114037770	51	F	1	0	X	507971322
166228416	114026695	17	M	1	2	450101856	X
166228417	114026695	51	F	1	0	X	507979299
166228421	114011711	52	M	1	1	X	507975711
166228426	114041798	51	F	1	0	X	507977560
166548535	114011598	70	M	1	1	X	X
166548538	114041788	69	F	1	0	X	X
166548540	114012373	69	F	1	0	X	X
166548542	114021123	69	F	1	0	X	X
166548562	114012101	69	F	1	0	X	X
166549638	114022477	16	M	1	2	450101856	X
166549639	114022477	43	F	1	0	X	X
166549642	114015205	43	F	1	0	X	X
166549644	114039160	16	M	1	2	450101856	X
166549647	114040140	16	M	1	2	450101856	X
166549648	114040140	43	F	1	0	X	X
166549656	114028192	16	M	1	2	450101856	X
166549657	114028192	43	F	1	0	X	X
166549658	114028192	13	F	1	2	450120885	X
166549659	114019761	16	M	1	2	450101856	X
166549660	114019761	43	F	1	0	X	X
166686648	114040242	63	F	1	1	X	X
166686649	114040242	66	M	1	0	X	X
166686650	114025170	63	F	1	1	X	X
166686651	114025170	66	M	1	0	X	X
166686653	114039867	66	M	1	0	X	X
166686656	114013449	63	F	1	1	X	X
166686660	114012463	63	F	1	1	X	X
166686661	114012463	66	M	1	0	X	X
166686666	114031262	63	F	1	1	X	X
166686667	114031262	66	M	1	0	X	X
166686676	114032994	63	F	1	1	X	X
166686677	114032994	66	M	1	0	X	X
166686683	114021478	66	M	1	0	X	X
166686685	114044224	66	M	1	0	X	X
166765481	114036940	29	M	1	0	X	507903726
166765485	114014194	29	M	1	0	X	507978361
166765493	114042346	29	M	1	0	X	507976814
166765499	114016334	29	M	1	0	X	507977365
166765500	114015263	29	M	1	0	X	507976801
166765503	114015360	29	M	1	0	X	507909353
166765505	114033958	29	M	1	0	X	507975538
166849252	114038795	2	M	1	2	X	X
166849253	114038795	29	F	1	0	X	507959234
166849255	114038795	11	F	1	2	450120885	X
166849261	114035055	29	F	1	0	X	507970409
166849266	114030906	27	M	1	1	X	507976801
166849279	114043060	11	F	1	2	450120885	X
166849284	114043866	2	M	1	2	X	X
166849285	114043866	29	F	1	0	X	507952921
166849286	114043866	27	M	1	1	X	507966107
166849293	114048304	29	F	1	0	X	507979227
166849295	114048304	11	F	1	2	450108262	X
166849296	114041100	2	M	1	2	X	X
166849297	114041100	29	F	1	0	X	507973208
166849298	114041100	27	M	1	1	X	507931146
166849300	114037643	2	M	1	2	X	X
166849301	114037643	29	F	1	0	X	507964281
166849303	114037643	11	F	1	2	450141020	X
166849304	114046767	2	M	1	2	X	X
166849305	114046767	29	F	1	0	X	508191542
166849306	114046767	27	M	1	1	X	507976572
166849309	114035544	29	F	1	0	X	507945995
166849310	114035544	27	M	1	1	X	507906294
166849311	114035544	11	F	1	2	450152271	X
166849320	114026588	2	M	1	2	X	X
166849323	114026588	11	F	1	2	450125461	X
166849336	114029478	2	M	1	2	X	X
166849353	114043973	29	F	1	0	X	507911799
166849355	114043973	11	F	1	2	450120885	X
166849356	114036083	2	M	1	2	X	X
166849358	114036083	27	M	1	1	X	507977492
166849361	114015881	29	F	1	0	X	507975965
166849362	114015881	27	M	1	1	X	507974326
166849368	114043978	2	M	1	2	X	X
166849369	114043978	29	F	1	0	X	507975194
166849370	114043978	27	M	1	1	X	507967055
166865863	114022135	15	M	1	2	450101856	X
166865864	114022135	8	M	1	2	450112122	X
166865871	114040583	16	M	1	2	450101856	X
166865872	114040583	43	M	1	0	X	507943267
166865873	114040583	15	M	1	2	450101856	X
166865877	114013489	43	M	1	0	X	507977568
166865888	114042622	15	M	1	2	450101856	X
166865890	114042622	42	F	1	1	X	507959184
166865910	114044791	50	M	1	0	X	507975200
166865913	114018111	50	M	1	0	X	507976339
166865914	114012406	50	M	1	0	X	507956582
166865916	114045799	50	M	1	0	X	507976801
166865917	114038902	50	M	1	0	X	507953169
166865918	114021470	50	M	1	0	X	507976977
166922390	114046811	63	M	1	0	X	X
166922392	114032414	63	M	1	0	X	X
166922393	114036167	63	F	1	1	X	507972898
166922394	114036167	63	M	1	0	X	X
166922399	114019655	63	F	1	1	X	507977555
166922401	114039390	63	F	1	1	X	507972797
166922402	114039390	63	M	1	0	X	X
166922403	114027926	63	F	1	1	X	507974868
166922404	114027926	63	M	1	0	X	X
166922405	114044796	63	F	1	1	X	507976942
166922408	114036051	63	M	1	0	X	X
166922411	114018845	63	F	1	1	X	507977712
166922413	114028259	63	F	1	1	X	507977023
166922415	114044073	63	F	1	1	X	507976485
166922416	114044073	63	M	1	0	X	X
166922419	114021105	63	F	1	1	X	507977226
166922421	114045959	63	F	1	1	X	507978062
166922426	114017606	63	M	1	0	X	X
166922427	114040674	63	F	1	1	X	508188406
166922429	114042036	63	F	1	1	X	507969690
166922430	114042036	63	M	1	0	X	X
166922433	114035164	63	F	1	1	X	507972896
166922434	114035164	63	M	1	0	X	X
166922435	114025710	63	F	1	1	X	507977123
166922438	114042639	63	M	1	0	X	X
166922439	114027861	63	F	1	1	X	507906073
166922440	114027861	63	M	1	0	X	X
166922441	114028072	63	F	1	1	X	507974672
166922442	114028072	63	M	1	0	X	X
166922443	114011534	63	F	1	1	X	507915076
166922450	114037679	63	M	1	0	X	X
166922451	114029398	63	F	1	1	X	507975200
166922452	114029398	63	M	1	0	X	X
166922453	114011778	63	F	1	1	X	507917590
166922457	114043961	63	F	1	1	X	507977493
166922458	114043961	63	M	1	0	X	X
166928152	114042701	19	M	1	0	X	507976852
166928155	114020205	19	M	1	0	X	507979456
166928156	114046252	19	M	1	0	X	507979354
166928157	114042704	19	M	1	0	X	507974782
166928160	114036169	19	M	1	0	X	507906432
166928162	114033413	19	M	1	0	X	507976140
166928163	114035414	19	M	1	0	X	507964235
166928164	114021023	19	M	1	0	X	507976969
166928166	114036063	19	M	1	0	X	507973027
166928167	114045183	19	M	1	0	X	507973957
166928174	114021130	19	M	1	0	X	507977568
166928177	114020573	19	M	1	0	X	507978289
166928179	114036421	19	M	1	0	X	507973174
166928180	114030567	19	M	1	0	X	507976801
166928190	114047089	19	M	1	0	X	507977980
166928193	114018681	19	M	1	0	X	507976962
166928194	114020367	19	M	1	0	X	507977186
166928196	114019981	19	M	1	0	X	508198187
166928200	114026159	19	M	1	0	X	507977892
166928206	114036087	19	M	1	0	X	507953947
166928208	114015770	19	M	1	0	X	507977376
166928209	114044109	19	M	1	0	X	507950625
166928212	114020469	19	M	1	0	X	507949744
166928215	114033154	19	M	1	0	X	507975180
166928216	114021048	19	M	1	0	X	507978361
167193335	114011848	4	F	1	2	450123112	X
167193338	114042119	4	F	1	2	450122776	X
167193343	114020340	23	F	1	10	X	507978940
167193344	114020340	4	F	1	2	450123112	X
167193350	114013887	4	F	1	2	450123112	X
167193351	114013887	25	M	1	0	X	507977593
167193355	114027336	23	F	1	10	X	507979296
167193356	114027336	4	F	1	2	450125461	X
167193357	114027336	25	M	1	0	X	507975711
167193361	114019075	23	F	1	10	X	507976300
167193362	114019075	4	F	1	2	450122776	X
167193363	114019075	25	M	1	0	X	507907330
167193370	114041783	23	F	1	10	X	507975257
167193371	114041783	4	F	1	2	450113448	X
167193372	114041783	25	M	1	0	X	507919483
167193373	114016413	23	F	1	10	X	507975996
167193374	114016413	4	F	1	2	450123112	X
167193375	114016413	25	M	1	0	X	507911799
167193379	114031730	23	F	1	10	X	507977000
167193381	114031730	25	M	1	0	X	507975981
167193385	114029150	23	F	1	10	X	507975957
167193386	114029150	4	F	1	2	450113448	X
167193387	114029150	25	M	1	0	X	507954161
167193397	114014173	23	F	1	10	X	507977445
167193400	114030191	23	F	1	10	X	507976892
167193401	114030191	4	F	1	2	450113448	X
167193402	114030191	25	M	1	0	X	506505114
167193405	114030246	25	M	1	0	X	508194967
167266317	114023041	75	F	1	0	X	X
167266318	114047025	75	F	1	0	X	X
167266324	114029943	75	F	1	0	X	X
167266334	114028581	75	F	1	0	X	X
167266335	114032152	75	F	1	0	X	X
167266337	114043121	75	F	1	0	X	X
167357415	114026873	35	M	1	1	X	X
167357416	114026873	10	M	1	2	450125461	X
167357417	114026873	1	M	1	2	X	X
167357418	114026873	30	F	1	0	X	507913761
167357423	114021755	35	M	1	1	X	X
167357424	114021755	10	M	1	2	450143912	X
167357431	114020919	35	M	1	1	X	X
167357434	114020919	30	F	1	0	X	507977275
167357435	114042899	35	M	1	1	X	X
167357438	114042899	30	F	1	0	X	507976801
167357447	114016774	35	M	1	1	X	X
167357460	114023285	10	M	1	2	450124118	X
167357461	114023285	1	M	1	2	X	X
167519318	114031653	71	M	1	0	X	X
167519319	114029944	71	M	1	0	X	X
167519320	114028713	71	M	1	0	X	X
167519321	114023010	71	M	1	0	X	X
167519322	114019822	71	M	1	0	X	X
167559154	114029941	41	F	1	0	X	507976801
167559158	114026131	19	F	1	8	X	507975871
167559159	114026131	11	M	1	2	X	X
167559168	114015665	11	M	1	2	X	X
167559171	114026853	11	M	1	2	X	X
167559174	114037302	11	M	1	2	X	X
167559175	114037302	41	F	1	0	X	507977259
167699738	114031788	50	F	1	4	X	X
167699742	114038127	50	F	1	4	X	X
167699743	114020793	24	F	1	0	X	507909071
167699744	114020793	50	F	1	4	X	X
167699748	114047320	50	F	1	4	X	X
167699754	114023434	50	F	1	4	X	X
167699757	114021160	24	F	1	0	X	507927282
167699760	114033625	50	F	1	4	X	X
167699763	114025836	24	F	1	0	X	507976182
167699771	114032697	24	F	1	0	X	507977571
167699778	114042810	50	F	1	4	X	X
167699785	114036602	24	F	1	0	X	507973004
167699786	114036602	50	F	1	4	X	X
167729524	114032730	3	F	1	2	450066968	X
167729526	114032730	31	F	1	1	X	507977513
167729527	114032730	31	M	1	0	X	507976969
167729532	114036192	3	F	1	2	450053632	X
