sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
114010766	290718001001	1	114740	38.5210485	-90.8903100
114010767	290718001001	1	55000	38.5208511	-90.8847440
114010768	290718001001	1	118400	38.5206630	-90.8886825
114010769	290718001001	1	243200	38.5199896	-90.8889336
114010770	290718001001	1	110000	38.5189020	-90.8718068
114010771	290718001001	1	75600	38.5171320	-90.8840525
114010772	290718001001	1	90000	38.5159885	-90.8864323
114010773	290718001001	1	26800	38.5163477	-90.8843910
114010774	290718001001	1	179500	38.5293816	-90.8884322
114010775	290718001001	1	140000	38.5293130	-90.8833744
114010776	290718001001	1	10800	38.5289804	-90.8821431
114010777	290718001001	1	77390	38.5274998	-90.8839850
114010778	290718001001	1	56000	38.5277587	-90.8800496
114010779	290718001001	1	50700	38.5271245	-90.8891283
114010780	290718001001	1	37700	38.5253262	-90.8877972
114010781	290718001001	1	30100	38.5250650	-90.8800345
114010782	290718001001	1	30100	38.5235684	-90.8800387
114010783	290718001001	1	95700	38.5214824	-90.8747639
114010784	290718001001	1	30000	38.5213565	-90.8822409
114010785	290718001001	1	24000	38.5211100	-90.8782115
114010786	290718001001	1	32400	38.5780125	-90.7508182
114010787	290718001001	1	20100	38.5398359	-90.8550117
114010788	290718001001	1	29830	38.5490344	-90.8124339
114010789	290718001001	1	185000	38.5281409	-90.7574716
114010790	290718001001	1	27000	38.5790321	-90.7617361
114010791	290718001001	1	10000	38.5206535	-90.7613889
114010792	290718001001	1	83100	38.5840536	-90.7545120
114010793	290718001001	1	3250	38.5473946	-90.8126438
114010794	290718001001	1	124000	38.5503765	-90.8110975
114010795	290718001001	1	84904	38.5494946	-90.8143288
114010796	290718001001	1	29000	38.5330879	-90.7569476
114010797	290718001001	1	91800	38.5260891	-90.7572342
114010798	290718001001	1	12904	38.5345105	-90.7505230
114010799	290718001001	1	46700	38.5289472	-90.8568448
114010800	290718001001	1	105000	38.5391222	-90.7799771
114010801	290718001001	1	50000	38.5491127	-90.7644137
114010802	290718001001	1	27300	38.5492826	-90.7638703
114010803	290718001001	1	188900	38.5493602	-90.7629895
114010804	290718001001	1	51630	38.5491823	-90.7601772
114010805	290718001001	1	75000	38.5488947	-90.7672957
114010806	290718001001	1	27300	38.5418263	-90.8564000
114010807	290718001001	1	31500	38.5305404	-90.8692289
114010808	290718001001	1	110000	38.5432800	-90.7522137
114010809	290718001001	1	210400	38.5437005	-90.7751739
114010810	290718001001	1	32000	38.5433164	-90.7733067
114010811	290718001001	1	36500	38.5424733	-90.7783153
114010812	290718001001	1	108000	38.5844067	-90.7558071
114010813	290718001001	1	138000	38.5496410	-90.8110089
114010814	290718001001	1	112001	38.5471491	-90.7685489
114010815	290718001001	1	50800	38.5463099	-90.7657297
114010816	290718001001	1	73900	38.5437242	-90.7712420
114010817	290718001001	1	108000	38.5722121	-90.7716098
114010818	290718001001	1	60000	38.5227966	-90.8782762
114010819	290718001001	1	70500	38.5290635	-90.8465329
114010820	290718001001	1	135000	38.5207614	-90.8858276
114010821	290718001001	1	61520	38.5191464	-90.8849721
114010822	290718001001	1	85000	38.5177351	-90.8841817
114010823	290718001001	1	31000	38.5234773	-90.8745010
114010824	290718001001	1	73500	38.5224714	-90.8893792
114010825	290718001001	1	70900	38.5484695	-90.7666248
114010826	290718001001	1	30000	38.5783645	-90.7627167
114010827	290718001001	1	30000	38.5879401	-90.7515963
114010828	290718001001	1	41600	38.5864476	-90.7510121
114010829	290718001001	1	32000	38.5290155	-90.8537785
114010830	290718001001	1	88600	38.5264439	-90.8592283
114010831	290718001001	1	153000	38.5260259	-90.8595609
114010832	290718001001	1	124400	38.5240033	-90.8810990
114010833	290718001001	1	104900	38.5775753	-90.7524568
114010834	290718001001	1	25600	38.5769498	-90.7508804
114010835	290718001001	1	30000	38.5774382	-90.7539737
114010836	290718001001	1	31800	38.5771093	-90.7560255
114010837	290718001001	1	110100	38.5759487	-90.7600757
114010838	290718001001	1	32000	38.5762565	-90.7584319
114010839	290718001001	1	18000	38.5762537	-90.7566932
114010840	290718001001	1	344004	38.5717332	-90.7662127
114010841	290718001001	1	118000	38.5719007	-90.7658232
114010842	290718001001	1	37900	38.5716539	-90.7644095
114010843	290718001001	1	35300	38.5717683	-90.7634519
114010844	290718001001	1	152500	38.5719803	-90.7626661
114010845	290718001001	1	67700	38.5707518	-90.7673485
114010846	290718001001	1	133000	38.5711397	-90.7640818
114010847	290718001001	1	317000	38.5709087	-90.7627808
114010848	290718001001	1	30000	38.5706434	-90.7619247
114010849	290718001001	1	50000	38.5709427	-90.7657901
114010850	290718001001	1	49100	38.5700548	-90.7668761
114010851	290718001001	1	67900	38.5703585	-90.7662155
114010852	290718001001	1	29900	38.5695123	-90.7645484
114010853	290718001001	1	62500	38.5702095	-90.7623173
114010854	290718001001	1	61100	38.5696773	-90.7628719
114010855	290718001001	1	53600	38.5789524	-90.7576049
114010856	290718001001	1	10100	38.5770372	-90.7695025
114010857	290718001001	1	65000	38.5770850	-90.7685279
114010858	290718001001	1	29900	38.5766263	-90.7649840
114010859	290718001001	1	40500	38.5765832	-90.7693119
114010860	290718001001	1	54700	38.5758774	-90.7671231
114010861	290718001001	1	100000	38.5765122	-90.7669050
114010862	290718001001	1	25200	38.5757810	-90.7647485
114010863	290718001001	1	24400	38.5763411	-90.7641002
114010864	290718001001	1	55300	38.5764461	-90.7628998
114010865	290718001001	1	30000	38.5749028	-90.7655531
114010866	290718001001	1	31300	38.5751675	-90.7642237
114010867	290718001001	1	136400	38.5748019	-90.7636488
114010868	290718001001	1	21900	38.5750828	-90.7618977
114010869	290718001001	1	85000	38.5750503	-90.7601541
114010870	290718001001	1	24000	38.5754312	-90.7592266
114010871	290718001001	1	97000	38.5750789	-90.7584659
114010872	290718001001	1	27000	38.5740619	-90.7657783
114010873	290718001001	1	29800	38.5747278	-90.7637094
114010874	290718001001	1	96900	38.5746837	-90.7623558
114010875	290718001001	1	53000	38.5738027	-90.7605742
114010876	290718001001	1	36000	38.5744444	-90.7601463
114010877	290718001001	1	55240	38.5736712	-90.7580902
114010878	290718001001	1	88600	38.5741729	-90.7626698
114010879	290718001001	1	33100	38.5734307	-90.7651714
114010880	290718001001	1	95000	38.5731371	-90.7645911
114010881	290718001001	1	36000	38.5736550	-90.7631647
114010882	290718001001	1	66000	38.5733493	-90.7619584
114010883	290718001001	1	43250	38.5728863	-90.7605229
114010884	290718001001	1	121000	38.5735176	-90.7591863
114010885	290718001001	1	90000	38.5733889	-90.7585033
114010886	290718001001	1	30100	38.5730252	-90.7652129
114010887	290718001001	1	32000	38.5729518	-90.7634422
114010888	290718001001	1	95000	38.5723629	-90.7648908
114010889	290718001001	1	86100	38.5721849	-90.7616014
114010890	290718001001	1	49420	38.5725586	-90.7612414
114010891	290718001001	1	4000	38.5721648	-90.7600444
114010892	290718001001	1	26600	38.5719961	-90.7586944
114010893	290718001001	1	33000	38.5713369	-90.7600775
114010894	290718001001	1	86100	38.5710444	-90.7586839
114010895	290718001001	1	145000	38.5717872	-90.7606649
114010896	290718001001	1	40300	38.5704290	-90.7614146
114010897	290718001001	1	8310	38.5708030	-90.7597811
114010898	290718001001	1	48600	38.5696419	-90.7608397
114010899	290718001001	1	31600	38.5493443	-90.7610802
114010900	290718001001	1	63000	38.5456388	-90.7654981
114010901	290718001001	1	115800	38.5456233	-90.7722727
114010902	290718001001	1	101000	38.5809358	-90.7686833
114010903	290718001001	1	100000	38.5396634	-90.7756409
114010904	290718001001	1	123000	38.5291911	-90.8542614
114010905	290718001001	1	51630	38.5275605	-90.8619327
114010906	290718001001	1	33700	38.5270772	-90.8592218
114010907	290718001001	1	65000	38.5277240	-90.8538199
114010908	290718001001	1	98200	38.5277471	-90.8606865
114010909	290718001001	1	119500	38.5173566	-90.7657178
114010910	290718001001	1	44200	38.5234209	-90.8681522
114010911	290718001001	1	30000	38.5277522	-90.8544477
114010912	290718001001	1	72600	38.5526990	-90.8130691
114010913	290718001001	1	31900	38.5545082	-90.7389586
114010914	290718001001	1	90000	38.5548997	-90.7400717
114010915	290718001001	1	38400	38.5543336	-90.7373209
114010916	290718001001	1	64300	38.5287414	-90.8593601
114010917	290718001001	1	72100	38.5786840	-90.7563704
114010918	290718001001	1	33000	38.5326122	-90.8503293
114010919	290718001001	1	107000	38.5168061	-90.7652602
114010920	290718001001	1	32400	38.5322382	-90.8516095
114010921	290718001001	1	32000	38.5300140	-90.8571125
114010922	290718001001	1	109200	38.5314550	-90.8542292
114010923	290718001001	1	112001	38.5319694	-90.8490975
114010924	290718001001	1	106800	38.5328192	-90.8536379
114010925	290718001001	1	52000	38.5310225	-90.8554300
114010926	290718001001	1	64200	38.5320729	-90.8530803
114010927	290718001001	1	25600	38.5314664	-90.8521054
114010928	290718001001	1	110100	38.5285824	-90.8551490
114010929	290718001001	1	105000	38.5290796	-90.8594342
114010930	290718001001	1	201800	38.5273877	-90.8570441
114010931	290718001001	1	143000	38.5283492	-90.8568105
114010932	290718001001	1	95330	38.5301235	-90.8580013
114010933	290718001001	1	90000	38.5270314	-90.8558494
114010934	290718001001	1	100000	38.5283193	-90.8489886
114010935	290718001001	1	26600	38.5318298	-90.8554747
114010936	290718001001	1	60000	38.5390832	-90.7770706
114010937	290718001001	1	40000	38.5396973	-90.7746510
114010938	290718001001	1	30000	38.5413985	-90.7736559
114010939	290718001001	1	128150	38.5533302	-90.7363899
114010940	290718001001	1	75600	38.5506575	-90.8103192
114010941	290718001001	1	48000	38.5310907	-90.7559741
114010942	290718001001	1	44800	38.5775336	-90.7489183
114010943	290718001001	1	24000	38.5254957	-90.8625721
114010944	290718001001	1	121700	38.5268163	-90.8611006
114010945	290718001001	1	63100	38.5283034	-90.8599989
114010946	290718001001	1	100000	38.5429301	-90.7726055
114010947	290718001001	1	188900	38.5844080	-90.7618563
114010948	290718001001	1	55300	38.5336726	-90.8495046
114010949	290718001001	1	167000	38.5315018	-90.8507644
114010950	290718001001	1	96000	38.5494084	-90.7367294
114010951	290718001001	1	26600	38.5834138	-90.7659981
114010952	290718001001	1	47000	38.5433339	-90.7782388
114010953	290718001001	1	50800	38.5330115	-90.8485899
114010954	290718001001	1	26200	38.5574992	-90.7581588
114010955	290718001001	1	49520	38.5557730	-90.7983620
114010956	290718001001	1	113100	38.5489804	-90.8133516
114010957	290718001001	1	25000	38.5308505	-90.8567682
114010958	290718001001	1	50500	38.5315177	-90.7553641
114010959	290718001001	1	70400	38.5307000	-90.7560164
114010960	290718001001	1	70000	38.5330449	-90.8509870
114010961	290718001001	1	108000	38.5514760	-90.7343110
114010962	290718001001	1	95000	38.5527678	-90.7391749
114010963	290718001001	1	68500	38.5810542	-90.7641282
114010964	290718001001	1	25000	38.5386508	-90.7804971
114010965	290718001001	1	87700	38.5820505	-90.7635268
114010966	290718001001	1	70130	38.5308731	-90.7558165
114010967	290718001001	1	104000	38.5539849	-90.8066947
114010968	290718001001	1	122000	38.5391043	-90.7788559
114010969	290718001001	1	267000	38.5487170	-90.7361904
114010970	290718001001	1	45900	38.5773264	-90.7496289
114010971	290718001001	1	26000	38.5381708	-90.7783478
114010972	290718001001	1	31700	38.5306785	-90.7560910
114010973	290718001001	1	201000	38.5308819	-90.7561521
114010974	290718001001	1	55000	38.5309139	-90.7561659
114010975	290718001001	1	44100	38.5312288	-90.7562303
114010976	290718001001	1	184600	38.5306965	-90.7558889
114010977	290718001001	1	32000	38.5308342	-90.7555877
114010978	290718001001	1	52000	38.5307424	-90.7562695
114010979	290718001001	1	19200	38.5314222	-90.7559902
114010980	290718001001	1	79000	38.5310295	-90.7560635
114010981	290718001001	1	160000	38.5311312	-90.7555368
114010982	290718001001	1	152500	38.5773379	-90.7487976
114010983	290718001001	1	84500	38.5290282	-90.8510585
114010984	290718001001	1	68200	38.5306970	-90.8496840
114010985	290718001001	1	124000	38.5305727	-90.8491878
114010986	290718001001	1	24000	38.5280460	-90.8486704
114010987	290718001001	1	68000	38.5304132	-90.7563117
114010988	290718001001	1	36700	38.5278498	-90.8486258
114010989	290718001001	1	69000	38.5282834	-90.8488546
114010990	290718001001	1	25500	38.5276643	-90.8493228
114010991	290718001001	1	14400	38.5277411	-90.8491972
114010992	290718001001	1	29830	38.5279579	-90.8486454
114010993	290718001001	1	109200	38.5281055	-90.8490273
114010994	290718001001	1	28700	38.5279129	-90.8487464
114010995	290718001001	1	100100	38.5304431	-90.7561526
114010996	290718001001	1	12904	38.5304851	-90.7559075
114010997	290718001001	1	126300	38.5282487	-90.8485758
114010998	290718001001	1	113080	38.5306163	-90.7557683
114010999	290718001001	1	48450	38.5306334	-90.7558802
114011000	290718001001	1	106000	38.5306393	-90.7557872
114011001	290718001001	1	127800	38.5301480	-90.7561456
114011002	290718001001	1	45100	38.5285164	-90.8511754
114011003	290718001001	1	202500	38.5291528	-90.8509421
114011004	290718001001	1	72400	38.5304690	-90.8493606
114011005	290718001001	1	55200	38.5306028	-90.8493053
114011006	290718001001	1	72700	38.5308970	-90.8496232
114011007	290718001001	1	24000	38.5302081	-90.8498422
114011008	290718001001	1	43390	38.5285622	-90.8515212
114011009	290718001001	1	60000	38.5302245	-90.8499408
114011010	290718001001	1	152050	38.5302008	-90.8497452
114011011	290718001001	1	31400	38.5306474	-90.8492996
114011012	290718001001	1	55300	38.5306912	-90.8493850
114011013	290718001001	1	78000	38.5304957	-90.8501450
114011014	290718001001	1	42200	38.5287439	-90.8511922
114011015	290718001001	1	128000	38.5313695	-90.7550157
114011016	290718001001	1	53000	38.5305259	-90.8499389
114011017	290718001001	1	29200	38.5303002	-90.8494263
114011018	290718001001	1	57000	38.5290338	-90.8515494
114011019	290718001001	1	27300	38.5288208	-90.8511305
114011020	290718001001	1	79500	38.5286724	-90.8512371
114011021	290718001001	1	53600	38.5563707	-90.7566191
114011022	290718001001	1	40300	38.5295637	-90.8510112
114011023	290718001001	1	26800	38.5289162	-90.8486017
114011024	290718001001	1	48100	38.5773114	-90.7489322
114011025	290718001001	1	33900	38.5772273	-90.7493869
114011026	290718001001	1	62000	38.5284596	-90.8490517
114011027	290718001001	1	8310	38.5287266	-90.8484094
114011028	290718001001	1	67780	38.5768937	-90.7489120
114011029	290718001001	1	71000	38.5771330	-90.7486495
114011030	290718001001	1	55000	38.5775458	-90.7492892
114011031	290718001001	1	26500	38.5286442	-90.8482224
114011032	290718001001	1	7600	38.5288751	-90.8489250
114011033	290718001001	1	38000	38.5288308	-90.8489828
114011034	290718001001	1	85000	38.5777063	-90.7491552
114011035	290718001001	1	111900	38.5288819	-90.8486623
114011036	290718001001	1	53100	38.5299355	-90.8491586
114011037	290718001001	1	107000	38.5281541	-90.8510094
114011038	290718001001	1	65000	38.5303348	-90.8898948
114011039	290718001001	1	169600	38.5283734	-90.8512022
114011040	290718001001	1	100000	38.5282342	-90.8508921
114011041	290718001001	1	117250	38.5311204	-90.7564681
114011042	290718001001	1	66200	38.5305699	-90.8898618
114011043	290718001001	1	40300	38.5314770	-90.7567070
114011044	290718001001	1	51500	38.5304888	-90.8897614
114011045	290718001001	1	60710	38.5309016	-90.7571689
114011046	290718001001	1	26900	38.5283745	-90.8494087
114011047	290718001001	1	29900	38.5289304	-90.8497984
114011048	290718001001	1	96000	38.5308527	-90.7573997
114011049	290718001001	1	78000	38.5307928	-90.7565392
114011050	290718001001	1	121000	38.5292547	-90.8501523
114011051	290718001001	1	100030	38.5287983	-90.8496672
114011052	290718001001	1	4800	38.5283669	-90.8497441
114011053	290718001001	1	100600	38.5298244	-90.8485366
114011054	290718001001	1	30000	38.5323864	-90.7551188
114011055	290718001001	1	125000	38.5247961	-90.8603691
114011056	290718001001	1	26000	38.5311276	-90.8497245
114011057	290718001001	1	27000	38.5311089	-90.8500710
114011058	290718001001	1	100000	38.5284057	-90.8900536
114011059	290718001001	1	40300	38.5314643	-90.8492835
114011060	290718001001	1	43200	38.5251838	-90.8608603
114011061	290718001001	1	60630	38.5796362	-90.7550970
114011062	290718001001	1	237900	38.5311703	-90.8501681
114011063	290718001001	1	70000	38.5792480	-90.7541597
114011064	290718001001	1	138800	38.5250690	-90.8609480
114011065	290718001001	1	29670	38.5793976	-90.7543418
114011066	290718001001	1	30100	38.5795969	-90.7545283
114011067	290718001001	1	60000	38.5323401	-90.7561127
114011068	290718001001	1	84004	38.5468397	-90.7346268
114011069	290718001001	1	84600	38.5246646	-90.8596672
114011070	290718001001	1	169600	38.5243531	-90.8593679
114011071	290718001001	1	79900	38.5246083	-90.8589755
114011072	290718001001	1	36000	38.5470050	-90.7341223
114011073	290718001001	1	114740	38.5241194	-90.8604442
114011074	290718001001	1	41000	38.5464843	-90.7340526
114011075	290718001001	1	22800	38.5483380	-90.7339221
114011076	290718001001	1	86200	38.5481875	-90.7348187
114011077	290718001001	1	118000	38.5475912	-90.7343148
114011078	290718001001	1	38000	38.5473420	-90.7353959
114011079	290718001001	1	84800	38.5479234	-90.7340484
114011080	290718001001	1	25100	38.5479698	-90.7345789
114011081	290718001001	1	48100	38.5476180	-90.7342819
114011082	290718001001	1	60100	38.5232085	-90.8623116
114011083	290718001001	1	375000	38.5215243	-90.8642798
114011084	290718001001	1	105000	38.5791664	-90.7534556
114011085	290718001001	1	118100	38.5317512	-90.7556219
114011086	290718001001	1	25000	38.5772440	-90.7476232
114011087	290718001001	1	22900	38.5774351	-90.7475292
114011088	290718001001	1	65100	38.5770764	-90.7477353
114011089	290718001001	1	58000	38.5456881	-90.7342101
114011090	290718001001	1	97900	38.5553970	-90.7938863
114011091	290718001001	1	40000	38.5792284	-90.7532840
114011092	290718001001	1	67000	38.5794445	-90.7535825
114011093	290718001001	1	296000	38.5245228	-90.8583500
114011094	290718001001	1	26500	38.5553581	-90.7936554
114011095	290718001001	1	28300	38.5243127	-90.8588273
114011096	290718001001	1	25700	38.5234632	-90.8622541
114011097	290718001001	1	39000	38.5237614	-90.8633167
114011098	290718001001	1	30200	38.5781106	-90.7499622
114011099	290718001001	1	26660	38.5783422	-90.7500413
114011100	290718001001	1	18000	38.5241220	-90.8635098
114011101	290718001001	1	34600	38.5282705	-90.8525574
114011102	290718001001	1	60000	38.5282470	-90.8525123
114011103	290718001001	1	14900	38.5299731	-90.8495152
114011104	290718001001	1	38700	38.5230315	-90.8646688
114011105	290718001001	1	25400	38.5233930	-90.8638875
114011106	290718001001	1	124200	38.5298554	-90.8497076
114011107	290718001001	1	88000	38.5232349	-90.8627260
114011108	290718001001	1	33100	38.5232133	-90.8634987
114011109	290718001001	1	40800	38.5533739	-90.7541485
114011110	290718001001	1	55300	38.5202439	-90.8672620
114011111	290718001001	1	39500	38.5224196	-90.8647790
114011112	290718001001	1	49900	38.5223444	-90.8652376
114011113	290718001001	1	39000	38.5227947	-90.8664798
114011114	290718001001	1	145000	38.5212074	-90.8683780
114011115	290718001001	1	127560	38.5221829	-90.8681203
114011116	290718001001	1	83400	38.5228534	-90.8659524
114011117	290718001001	1	30780	38.5287344	-90.8520625
114011118	290718001001	1	38190	38.5216603	-90.8657529
114011119	290718001001	1	27300	38.5218484	-90.8673193
114011120	290718001001	1	38000	38.5218942	-90.8671534
114011121	290718001001	1	87700	38.5229230	-90.8655245
114011122	290718001001	1	124700	38.5589312	-90.7642083
114011123	290718001001	1	31000	38.5536356	-90.7555994
114011124	290718001001	1	62400	38.5546540	-90.7545387
114011125	290718001001	1	32000	38.5307145	-90.8505731
114011126	290718001001	1	47000	38.5540971	-90.7554036
114011127	290718001001	1	25040	38.5244043	-90.8660667
114011128	290718001001	1	92400	38.5437149	-90.7767747
114011129	290718001001	1	42040	38.5769386	-90.7626593
114011130	290718001001	1	102000	38.5304492	-90.8524072
114011131	290718001001	1	112001	38.5544098	-90.7533183
114011132	290718001001	1	72000	38.5521043	-90.7354707
114011133	290718001001	1	160500	38.5301125	-90.8480496
114011134	290718001001	1	51400	38.5569488	-90.7617972
114011135	290718001001	1	72000	38.5790281	-90.7719222
114011136	290718001001	1	55000	38.5554261	-90.7532894
114011137	290718001001	1	36000	38.5574177	-90.7575833
114011138	290718001001	1	29400	38.5576360	-90.7613114
114011139	290718001001	1	43900	38.5553557	-90.7548956
114011140	290718001001	1	34600	38.5275755	-90.8532600
114011141	290718001001	1	36000	38.5547691	-90.7539750
114011142	290718001001	1	30000	38.5560639	-90.7571052
114011143	290718001001	1	55250	38.5341585	-90.8485564
114011144	290718001001	1	170200	38.5503545	-90.8145787
114011145	290718001001	1	31300	38.5779827	-90.7720965
114011146	290718001001	1	30100	38.5337364	-90.8498501
114011147	290718001001	1	85000	38.5240020	-90.8650991
114011148	290718001001	1	105000	38.5504543	-90.8157162
114011149	290718001001	1	133500	38.5514250	-90.8131806
114011150	290718001001	1	222000	38.5556249	-90.7567639
114011151	290718001001	1	38600	38.5515086	-90.7374150
114011152	290718001001	1	143700	38.5569518	-90.7601086
114011153	290718001001	1	92200	38.5782637	-90.7565267
114011154	290718001001	1	99000	38.5506117	-90.7373394
114011155	290718001001	1	34200	38.5583376	-90.7637859
114011156	290718001001	1	62500	38.5525584	-90.8096330
114011157	290718001001	1	44000	38.5522468	-90.8143844
114011158	290718001001	1	30700	38.5523284	-90.7369890
114011159	290718001001	1	60000	38.5826076	-90.7643983
114011160	290718001001	1	92900	38.5255982	-90.8618483
114011161	290718001001	1	186100	38.5493358	-90.8159110
114011162	290718001001	1	161500	38.5503586	-90.8137962
114011163	290718001001	1	33600	38.5514527	-90.8147291
114011164	290718001001	1	205000	38.5499104	-90.7358606
114011165	290718001001	1	65100	38.5487973	-90.8155177
114011166	290718001001	1	52270	38.5475691	-90.8155074
114011167	290718001001	1	159160	38.5296777	-90.8697919
114011168	290718001001	1	45100	38.5250760	-90.8905906
114011169	290718001001	1	95000	38.5257641	-90.8803089
114011170	290718001001	1	84800	38.5169522	-90.8865407
114011171	290718001001	1	32400	38.5202314	-90.8736083
114011172	290718001001	1	116300	38.5396682	-90.7814327
114011173	290718001001	1	30000	38.5360310	-90.8298927
114011174	290718001001	1	79000	38.5506148	-90.7352884
114011175	290718001001	1	30600	38.5176490	-90.7669004
114011176	290718001001	1	29500	38.5820132	-90.7659544
114011177	290718001001	1	40300	38.5260966	-90.8548353
114011178	290718001001	1	64000	38.5199054	-90.7607863
114011179	290718001001	1	112000	38.5326748	-90.8538110
114011180	290718001001	1	99000	38.5303386	-90.8552621
114011181	290718001001	1	56000	38.5897195	-90.7554501
114011182	290718001001	1	25700	38.5967983	-90.7524958
114011183	290718001001	1	352000	38.5980251	-90.7520906
114011184	290718001001	1	89530	38.5269966	-90.8541748
114011185	290718001001	1	64400	38.5912152	-90.7540131
114011186	290718001001	1	30600	38.5962789	-90.7505252
114011187	290718001001	1	29000	38.5965623	-90.7505168
114011188	290718001001	1	48400	38.5964135	-90.7534711
114011189	290718001001	1	82000	38.5918026	-90.7540066
114011190	290718001001	1	138000	38.5965283	-90.7525210
114011191	290718001001	1	39500	38.5949393	-90.7537317
114011192	290718001001	1	143700	38.5294434	-90.8533705
114011193	290718001001	1	32400	38.5864169	-90.7551559
114011194	290718001001	1	105000	38.5882760	-90.7556477
114011195	290718001001	1	57300	38.5898971	-90.7532764
114011196	290718001001	1	67400	38.5894679	-90.7548953
114011197	290718001001	1	73900	38.5540478	-90.7395313
114011198	290718001001	1	37400	38.5195921	-90.8708126
