sp_id	sp_gq_id	age	sex
937646875	450002367	23	M
937646876	450002367	18	M
937646877	450002367	19	M
937646878	450002367	23	M
937646879	450002367	24	M
937646880	450002367	18	M
937646881	450002367	19	M
937646882	450002367	19	M
937646883	450002367	20	M
937646884	450002367	20	M
937646885	450002367	23	M
937646886	450002367	21	M
937646887	450002367	23	M
937646888	450002367	24	M
937646889	450002367	20	M
937646890	450002367	19	M
937646891	450002367	18	M
937646892	450002367	18	M
937646893	450002367	20	M
937646894	450002367	18	M
937646895	450002367	21	M
937646896	450002367	23	M
937646897	450002367	21	M
937646898	450002367	19	M
937646899	450002367	23	M
937646900	450002367	23	M
937646901	450002367	19	M
937646902	450002367	19	M
937646903	450002367	23	M
937646904	450002367	19	M
937646905	450002367	22	M
937646906	450002367	21	M
937646907	450002367	21	M
937646908	450002367	21	M
937646909	450002367	18	M
937646910	450002367	24	M
937646911	450002367	22	M
937646912	450002367	24	M
937646913	450002367	18	M
937646914	450002367	20	M
937646915	450002367	20	M
937646916	450002367	19	M
937646917	450002367	23	M
937646918	450002367	20	M
937646919	450002367	20	M
937646920	450002367	22	M
937646921	450002367	20	M
937646922	450002367	23	M
937646923	450002367	22	M
937646924	450002367	22	M
937646925	450002367	19	M
937646926	450002367	18	M
937646927	450002367	22	M
937646928	450002367	18	M
937646929	450002367	21	M
937646930	450002367	19	M
937646931	450002367	19	M
937646932	450002367	18	M
937646933	450002367	18	M
937646934	450002367	24	M
937646935	450002367	19	M
937646936	450002367	22	M
937646937	450002367	18	M
937646938	450002367	18	M
937646939	450002367	24	M
937646940	450002367	18	M
937646941	450002367	22	M
937646942	450002367	19	M
937646943	450002367	20	M
937646944	450002367	19	M
937646945	450002367	24	M
937646946	450002367	23	M
937646947	450002367	19	M
937646948	450002367	24	M
937646949	450002367	21	M
937646950	450002367	21	M
937646951	450002367	19	M
937646952	450002367	20	M
937646953	450002367	19	M
937646954	450002367	20	M
937646955	450002367	19	M
937646956	450002367	19	M
937646957	450002367	18	M
937646958	450002367	19	M
937646959	450002367	19	M
937646960	450002367	22	M
937646961	450002367	19	M
937646962	450002367	19	M
937646963	450002367	23	M
937646964	450002367	20	M
937646965	450002367	19	M
937646966	450002367	20	M
937646967	450002367	27	M
937646968	450002367	20	M
937646969	450002367	22	M
937646970	450002367	20	M
937646971	450002367	22	M
937646972	450002367	18	M
937646973	450002367	20	M
937646974	450002367	23	M
937646975	450002367	19	M
937646976	450002367	18	M
937646977	450002367	19	M
937646978	450002367	21	M
937646979	450002367	21	M
937646980	450002367	18	M
937646981	450002367	19	M
937646982	450002367	20	M
937646983	450002367	20	M
937646984	450002367	19	M
937646985	450002367	21	M
937646986	450002367	19	M
937646987	450002367	23	M
937646988	450002367	21	M
937646989	450002367	19	M
937646990	450002367	18	M
937646991	450002367	18	M
937646992	450002367	22	M
937646993	450002367	18	M
937646994	450002367	18	M
937646995	450002367	20	M
937646996	450002367	21	M
937646997	450002367	19	M
937646998	450002367	32	M
937646999	450002367	22	M
937647000	450002367	22	M
937647001	450002367	28	M
937647002	450002367	19	M
937647003	450002367	23	M
937647004	450002367	22	M
937647005	450002367	22	M
937647006	450002367	21	M
937647007	450002367	18	M
937647008	450002367	19	M
937647009	450002367	21	M
937647010	450002367	18	M
937647011	450002367	22	M
937647012	450002367	19	M
937647013	450002367	19	M
937647014	450002367	22	M
937647015	450002367	23	M
937647016	450002367	20	M
937647017	450002367	19	M
937647018	450002367	22	M
937647019	450002367	18	M
937647020	450002367	22	M
937647021	450002367	19	M
937647022	450002367	19	M
937647023	450002367	19	M
937647024	450002367	19	M
937647025	450002367	19	M
937647026	450002367	19	M
937647027	450002367	21	M
937647028	450002367	19	M
937647029	450002367	23	M
937647030	450002367	19	M
937647031	450002367	18	M
937647032	450002367	19	M
937647033	450002367	21	M
937647034	450002367	22	M
937647035	450002367	21	M
937647036	450002367	20	M
937647037	450002367	23	M
937647038	450002367	21	M
937647039	450002367	20	M
937647040	450002367	18	M
937647041	450002367	22	M
937647042	450002367	20	M
937647043	450002367	21	M
937647044	450002367	21	M
937647045	450002367	19	M
937647046	450002367	23	M
937647047	450002367	23	M
937647048	450002367	23	M
937647049	450002367	19	M
937647050	450002367	19	M
937647051	450002367	28	M
937647052	450002367	19	M
937647053	450002367	19	M
937647054	450002367	19	M
937647055	450002367	18	M
937647056	450002367	18	M
937647057	450002367	20	M
937647058	450002367	20	M
937647059	450002367	22	M
937647060	450002367	18	M
937647061	450002367	19	M
937647062	450002367	18	M
937647063	450002367	18	M
937647064	450002367	19	M
937647065	450002367	19	M
937647066	450002367	19	M
937647067	450002367	19	M
937647068	450002367	19	M
937647069	450002367	24	M
937647070	450002367	21	M
937647071	450002367	19	M
937647072	450002367	21	M
937647073	450002367	21	M
937647074	450002367	18	M
937647075	450002367	19	M
937647076	450002367	18	M
937647077	450002367	19	M
937647078	450002367	19	M
937647079	450002367	19	M
937647080	450002367	18	M
937647081	450002367	19	M
937647082	450002367	18	M
937647083	450002367	19	M
937647084	450002367	18	M
937647085	450002367	22	M
937647086	450002367	22	M
937647087	450002367	20	M
937647088	450002367	23	M
937647089	450002367	19	M
937647090	450002367	22	M
937647091	450002367	18	M
937647092	450002367	18	M
937647093	450002367	19	M
937647094	450002367	22	M
937647095	450002367	21	M
937647096	450002367	19	M
937647097	450002367	21	M
937647098	450002367	24	M
937647099	450002367	20	M
937647100	450002367	23	M
937647101	450002367	19	M
937647102	450002367	19	M
937647103	450002367	29	M
937647104	450002367	17	F
937647105	450002367	17	F
937647106	450002367	17	F
937647107	450002367	17	F
937647108	450002367	17	F
937647109	450002367	17	F
937647110	450002367	15	F
937647111	450002367	20	F
937647112	450002367	22	F
937647113	450002367	24	F
937647114	450002367	21	F
937647115	450002367	19	F
937647116	450002367	20	F
937647117	450002367	19	F
937647118	450002367	19	F
937647119	450002367	19	F
937647120	450002367	23	F
937647121	450002367	18	F
937647122	450002367	19	F
937647123	450002367	21	F
937647124	450002367	19	F
937647125	450002367	19	F
937647126	450002367	20	F
937647127	450002367	18	F
937647128	450002367	18	F
937647129	450002367	24	F
937647130	450002367	19	F
937647131	450002367	19	F
937647132	450002367	19	F
937647133	450002367	18	F
937647134	450002367	18	F
937647135	450002367	18	F
937647136	450002367	23	F
937647137	450002367	18	F
937647138	450002367	24	F
937647139	450002367	21	F
937647140	450002367	18	F
937647141	450002367	21	F
937647142	450002367	19	F
937647143	450002367	21	F
937647144	450002367	19	F
937647145	450002367	19	F
937647146	450002367	19	F
937647147	450002367	18	F
937647148	450002367	20	F
937647149	450002367	19	F
937647150	450002367	19	F
937647151	450002367	18	F
937647152	450002367	19	F
937647153	450002367	19	F
937647154	450002367	19	F
937647155	450002367	22	F
937647156	450002367	19	F
937647157	450002367	21	F
937647158	450002367	19	F
937647159	450002367	21	F
937647160	450002367	23	F
937647161	450002367	19	F
937647162	450002367	19	F
937647163	450002367	21	F
937647164	450002367	19	F
937647165	450002367	21	F
937647166	450002367	19	F
937647167	450002367	19	F
937647168	450002367	18	F
937647169	450002367	19	F
937647170	450002367	22	F
937647171	450002367	19	F
937647172	450002367	18	F
937647173	450002367	23	F
937647174	450002367	20	F
937647175	450002367	18	F
937647176	450002367	19	F
937647177	450002367	19	F
937647178	450002367	19	F
937647179	450002367	22	F
937647180	450002367	18	F
937647181	450002367	19	F
937647182	450002367	19	F
937647183	450002367	27	F
937647184	450002367	27	F
937647185	450002367	19	F
937647186	450002367	19	F
937647187	450002367	18	F
937647188	450002367	18	F
937647189	450002367	19	F
937647190	450002367	19	F
937647191	450002367	29	F
937647192	450002367	20	F
937647193	450002367	19	F
937647194	450002367	19	F
937647195	450002367	18	F
937647196	450002367	19	F
937647197	450002367	18	F
937647198	450002367	20	F
937647199	450002367	19	F
937647200	450002367	24	F
937647201	450002367	23	F
937647202	450002367	21	F
937647203	450002367	19	F
937647204	450002367	23	F
937647205	450002367	21	F
937647206	450002367	19	F
937647207	450002367	22	F
937647208	450002367	22	F
937647209	450002367	18	F
937647210	450002367	19	F
937647211	450002367	19	F
937647212	450002367	19	F
937647213	450002367	19	F
937647214	450002367	23	F
937647215	450002367	20	F
937647216	450002367	18	F
937647217	450002367	22	F
937647218	450002367	18	F
937647219	450002367	21	F
937647220	450002367	18	F
937647222	450002367	21	F
937647223	450002367	18	F
937647224	450002367	23	F
937647225	450002367	22	F
937647226	450002367	19	F
937647227	450002367	18	F
937647228	450002367	20	F
937647229	450002367	21	F
937647230	450002367	19	F
937647231	450002367	20	F
937647232	450002367	23	F
937647233	450002367	19	F
937647234	450002367	19	F
937647235	450002367	18	F
937647236	450002367	21	F
937647237	450002367	21	F
937647238	450002367	20	F
937647239	450002367	19	F
937647240	450002367	24	F
937647241	450002367	19	F
937647242	450002367	18	F
937647243	450002367	22	F
937647244	450002367	21	F
937647245	450002367	18	F
937647246	450002367	19	F
937647247	450002367	22	F
937647248	450002367	22	F
937647249	450002367	18	F
937647250	450002367	23	F
937647251	450002367	20	F
937647252	450002367	20	F
937647253	450002367	19	F
937647254	450002367	19	F
937647255	450002367	19	F
937647256	450002367	24	F
937647257	450002367	22	F
937647258	450002367	23	F
937647259	450002367	19	F
937647260	450002367	19	F
937647261	450002367	19	F
937647262	450002367	20	F
937647263	450002367	18	F
937647264	450002367	20	F
937647265	450002367	19	F
937647266	450002367	18	F
937647267	450002367	22	F
937647268	450002367	19	F
937647269	450002367	19	F
937647270	450002367	18	F
937647271	450002367	19	F
937647272	450002367	24	F
937647273	450002367	21	F
937647274	450002367	22	F
937647275	450002367	21	F
937647276	450002367	20	F
937647277	450002367	19	F
937647278	450002367	24	F
937647279	450002367	20	F
937647280	450002367	21	F
937647281	450002367	19	F
937647282	450002367	18	F
937647283	450002367	19	F
937647284	450002367	19	F
937647285	450002367	19	F
937647286	450002367	20	F
937647287	450002367	18	F
937647288	450002367	18	F
937647289	450002367	22	F
937647290	450002367	19	F
937647291	450002367	19	F
937647292	450002367	19	F
937647293	450002367	21	F
937647294	450002367	19	F
937647295	450002367	24	F
937647296	450002367	18	F
937647297	450002367	23	F
937647298	450002367	20	F
937647299	450002367	21	F
937647300	450002367	18	F
937647301	450002367	19	F
937647302	450002367	18	F
937647303	450002367	20	F
937647304	450002367	21	F
937647305	450002367	19	F
937647306	450002367	19	F
937647307	450002367	19	F
937647308	450002367	19	F
937647309	450002367	23	F
937647310	450002367	21	F
937647311	450002367	19	F
937647312	450002367	23	F
937647313	450002367	20	F
937647314	450002367	19	F
937647315	450002367	20	F
937647316	450002367	19	F
937647317	450002367	18	F
937647318	450002367	20	F
937647319	450002367	19	F
937647320	450002367	22	F
937647321	450002367	19	F
937647322	450002367	19	F
937647323	450002367	19	F
937647324	450002367	18	F
937647325	450002367	19	F
937647326	450002367	19	F
937647327	450002367	24	F
937647328	450002367	20	F
937647329	450002367	24	F
937647330	450002367	19	F
937647331	450002367	24	F
937647332	450002367	18	F
937647333	450002367	22	F
937647334	450002367	24	F
937647335	450002367	18	F
937647336	450002367	22	F
937647337	450002367	18	F
937647338	450002367	23	F
937647339	450002367	22	F
937647340	450002367	18	F
937647341	450002367	21	F
937647342	450002367	20	F
937647343	450002367	19	F
937647344	450002367	19	F
937647345	450002367	19	F
937647346	450002367	19	F
937647347	450002367	21	F
937647348	450002367	19	F
937647349	450002367	19	F
937647350	450002367	19	F
937647351	450002367	22	F
937647352	450002367	24	F
937647353	450002367	20	F
937647354	450002367	22	F
937647355	450002367	23	F
937647356	450002367	19	F
937647357	450002367	23	F
937647358	450002367	19	F
937647359	450002367	19	F
937647360	450002367	18	F
937647361	450002367	21	F
937647362	450002367	23	F
937647363	450002367	24	F
937647364	450002367	19	F
937647365	450002367	19	F
937647366	450002367	21	F
937647367	450002367	19	F
937647368	450002367	19	F
937647369	450002367	18	F
937647370	450002367	19	F
937647371	450002367	18	F
937647372	450002367	19	F
937647373	450002367	21	F
937647374	450002367	19	F
937647375	450002367	21	F
937647376	450002367	19	F
937647377	450002367	18	F
937647378	450002367	18	F
937647379	450002367	19	F
937647380	450002367	21	F
937647381	450002367	18	F
937647382	450002367	18	F
937647383	450002367	21	F
937647384	450002367	19	F
937647385	450002367	24	F
937647386	450002367	18	F
937647387	450002367	21	F
937647388	450002367	20	F
937647389	450002367	19	F
937647390	450002367	22	F
937647391	450002367	18	F
937647392	450002367	18	F
937647393	450002367	21	F
937647394	450002367	18	F
937647395	450002367	21	F
937647396	450002367	22	F
937647397	450002367	29	F
937647398	450002367	22	F
937647399	450002367	19	F
937647400	450002367	18	F
937647401	450002367	22	F
937647402	450002367	24	F
937647403	450002367	19	F
937647404	450002367	18	F
937647405	450002367	19	F
937647406	450002367	18	F
937647407	450002367	18	F
937647408	450002367	18	F
937647409	450002367	19	F
937647410	450002367	18	F
937647411	450002367	24	F
937647412	450002367	19	F
937647413	450002367	21	F
937647414	450002367	21	F
937647415	450002367	18	F
937647416	450002367	18	F
937647417	450002367	20	F
937647418	450002367	18	F
937647419	450002367	30	F
937647420	450002367	24	F
937647421	450002367	19	F
937647422	450002367	24	F
937647423	450002367	22	F
937647424	450002367	21	F
937647425	450002367	19	F
937647426	450002367	23	F
937647427	450002367	19	F
937647428	450002367	19	F
937647429	450002367	18	F
937647430	450002367	19	F
937647431	450002367	19	F
937647432	450002367	21	F
937647433	450002367	19	F
937647434	450002367	19	F
937647435	450002367	19	F
937647436	450002367	18	F
937647437	450002367	20	F
937647438	450002367	19	F
937647439	450002367	19	F
937647440	450002367	19	F
937647441	450002367	18	F
937647442	450002367	21	F
937647443	450002367	19	F
937647444	450002367	18	F
937647445	450002367	19	F
937647446	450002367	21	F
937647447	450002367	19	F
937647448	450002367	18	F
937647449	450002367	19	F
937647450	450002367	18	F
937647451	450002367	18	F
937647452	450002367	20	F
937647453	450002367	24	F
937647454	450002367	18	F
937647455	450002367	18	F
937647456	450002367	20	F
937647457	450002367	18	F
937647458	450002367	19	F
937647459	450002367	23	F
937647460	450002367	18	F
937647461	450002367	20	F
937647462	450002367	21	F
937647463	450002367	22	F
937647464	450002367	19	F
937647465	450002367	20	F
937647466	450002367	18	F
937647467	450002367	20	F
937647468	450002367	19	F
937647469	450002367	19	F
937647470	450002367	23	F
937647471	450002367	21	F
937647472	450002367	19	F
937647473	450002367	19	F
937647474	450002367	20	F
937647475	450002367	21	F
937647476	450002367	23	F
937647477	450002367	19	F
937647478	450002367	18	F
937647479	450002367	22	F
937647480	450002367	21	F
937647481	450002367	19	F
937647482	450002367	20	F
937647483	450002367	24	F
937647484	450002367	24	F
937647485	450002367	22	F
937647486	450002367	19	F
937647487	450002367	21	F
937647488	450002367	23	F
937647489	450002367	22	F
937647490	450002367	23	F
937647491	450002367	21	F
937647492	450002367	21	F
937647493	450002367	18	F
937647494	450002367	20	F
937647495	450002367	21	F
937647496	450002367	24	F
937647497	450002367	21	F
937647498	450002367	19	F
937647499	450002367	19	F
937647500	450002367	21	F
937647501	450002367	19	F
937647502	450002367	21	F
937647503	450002367	22	F
937647504	450002367	24	F
937647505	450002367	22	F
937647506	450002367	19	F
937647507	450002367	18	F
937647508	450002367	19	F
937647509	450002367	18	F
937647510	450002367	21	F
937647511	450002367	19	F
937647512	450002367	19	F
937647513	450002367	18	F
937647514	450002367	19	F
937647515	450002367	18	F
937647516	450002367	19	F
937647517	450002367	19	F
937647518	450002367	19	F
937647519	450002367	19	F
937647520	450002367	24	F
937647521	450002367	20	F
937647522	450002367	22	F
937647523	450002367	21	F
937647524	450002367	18	F
937647525	450002367	18	F
937647526	450002367	19	F
937647527	450002367	21	F
937647528	450002367	20	F
937647529	450002367	19	F
937647530	450002367	19	F
937647531	450002367	18	F
937647532	450002367	23	F
937647533	450002367	22	F
937647534	450002367	18	F
937647535	450002367	21	F
937647536	450002367	20	F
937647537	450002367	19	F
937647538	450002367	18	F
937647539	450002367	22	F
937647540	450002367	22	F
937647541	450002367	20	F
937647542	450002367	18	F
937647543	450002367	22	F
937647544	450002367	18	F
937647545	450002367	19	F
937647546	450002367	18	F
937647547	450002367	19	F
937647548	450002367	19	F
937647549	450002367	21	F
937647550	450002367	20	F
937647551	450002367	21	F
937647552	450002367	19	F
937647553	450002367	18	F
937647554	450002367	19	F
937647555	450002367	18	F
937647556	450002367	19	F
937647557	450002367	19	F
937647558	450002367	19	F
937647559	450002367	21	F
937647560	450002367	22	F
937647561	450002367	22	F
937647562	450002367	18	F
937647563	450002367	20	F
937647564	450002367	19	F
937647565	450002367	19	F
937647566	450002367	19	F
937647567	450002367	58	F
937647568	450002367	19	F
937647569	450002367	20	F
937647570	450002367	19	F
937647571	450002367	19	F
937647572	450002367	20	F
937647573	450002367	21	F
937647574	450002367	21	F
937647575	450002367	19	F
937647576	450002367	21	F
937647577	450002367	20	F
937647578	450002367	21	F
937647579	450002367	18	F
937647580	450002367	21	F
937647581	450002367	22	F
937647582	450002367	19	F
937647583	450002367	19	F
937647584	450002367	22	F
937647585	450002367	22	F
937647586	450002367	22	F
937647587	450002367	18	F
937647588	450002367	19	F
937647589	450002367	21	F
937647590	450002367	19	F
937647591	450002367	19	F
937647592	450002367	20	F
937647593	450002367	20	F
937647594	450002367	19	F
937647595	450002367	22	F
937647596	450002367	23	F
937647597	450002367	19	F
937647598	450002367	20	F
937647599	450002367	19	F
937647600	450002367	19	F
937647601	450002367	18	F
937647602	450002367	19	F
937647603	450002367	22	F
937647604	450002367	23	F
937647605	450002367	22	F
937647606	450002367	18	F
937647607	450002367	19	F
937647608	450002367	18	F
937647609	450002367	24	F
937647610	450002367	22	F
937647611	450002367	20	F
937647612	450002367	24	F
937647613	450002367	19	F
937647614	450002367	21	F
937647615	450002367	20	F
937647616	450002367	23	F
937647617	450002367	19	F
937647618	450002367	18	F
937647619	450002367	19	F
937647620	450002367	19	F
937647621	450002367	19	F
937647622	450002367	19	F
937647623	450002367	19	F
937647624	450002367	19	F
937647625	450002367	20	F
937647626	450002367	18	F
937647627	450002367	20	F
937647628	450002367	19	F
937647629	450002367	18	F
937647630	450002367	21	F
937647631	450002367	19	F
937647632	450002367	18	F
937647633	450002367	18	F
937647634	450002367	19	F
937647635	450002367	19	F
937647636	450002367	19	F
937647637	450002367	20	F
937647638	450002367	21	F
937647639	450002367	21	F
937647640	450002367	18	F
937647641	450002367	19	F
937647642	450002367	22	F
937647643	450002367	22	F
937647644	450002367	22	F
937647645	450002367	19	F
937647646	450002367	18	F
937647647	450002367	22	F
937647648	450002367	27	F
937647649	450002367	18	F
937647650	450002367	21	F
937647651	450002367	18	F
937647652	450002367	21	F
937647653	450002367	18	F
937647654	450002367	22	F
937647655	450002367	20	F
937647656	450002367	21	F
937647657	450002367	19	F
937647658	450002367	19	F
937647659	450002367	22	F
937647660	450002367	21	F
937647661	450002367	19	F
937647662	450002367	19	F
937647663	450002367	20	F
937647664	450002367	19	F
937647665	450002367	20	F
937647666	450002367	18	F
937647667	450002367	19	F
937647668	450002367	20	F
937647669	450002367	21	F
937647670	450002367	22	F
937647671	450002367	23	F
937647672	450002367	22	F
937647673	450002367	19	F
937647674	450002367	19	F
937647675	450002367	19	F
937647676	450002367	18	F
937647677	450002367	24	F
937647678	450002367	21	F
937647679	450002367	20	F
937647680	450002367	18	F
937647681	450002367	18	F
937647682	450002367	19	F
937647683	450002367	19	F
937647684	450002367	22	F
937647685	450002367	21	F
937647686	450002367	25	F
937647687	450002367	19	F
937647688	450002367	19	F
937647689	450002367	18	F
937647690	450002367	19	F
937647691	450002367	23	F
937647692	450002367	20	F
937647693	450002367	27	F
937647694	450002367	18	F
937647695	450002367	18	F
937647696	450002367	18	F
937647697	450002367	21	F
937647698	450002367	22	F
937647699	450002367	19	F
937647700	450002367	27	F
937647701	450002367	22	F
937647702	450002367	18	F
937647703	450002367	18	F
937647704	450002367	18	F
937647705	450002367	19	F
937647706	450002367	24	F
937647707	450002367	18	F
937647708	450002367	19	F
937647709	450002367	19	F
937647710	450002367	22	F
937647711	450002367	19	F
937647712	450002367	19	F
937647713	450002367	19	F
937647714	450002367	23	F
937647715	450002367	18	F
937647716	450002367	24	F
937647717	450002367	23	F
937647718	450002367	20	F
937647719	450002367	21	F
937647720	450002367	19	F
937647721	450002367	19	F
937647722	450002367	19	F
937647723	450002367	19	F
937647724	450002367	18	F
937647725	450002367	21	F
937647726	450002367	19	F
937647727	450002367	18	F
937647728	450002367	19	F
937647729	450002367	21	F
937647730	450002367	18	F
937647731	450002367	19	F
937647732	450002367	22	F
937647733	450002367	19	F
937647734	450002367	22	F
937647735	450002367	18	F
937647736	450002367	19	F
937647737	450002367	22	F
937647738	450002367	20	F
937647739	450002367	21	F
937647740	450002367	20	F
937647741	450002367	20	F
937647742	450002367	18	F
937647743	450002367	19	F
937647744	450002367	21	F
937647745	450002367	23	F
937647746	450002367	23	F
937647747	450002367	21	F
937647748	450002367	19	F
937647749	450002367	21	F
937647750	450002367	19	F
937647751	450002367	18	F
937647752	450002367	19	F
937647753	450002367	21	F
937647754	450002367	18	F
937647755	450002367	20	F
937647756	450002367	19	F
937647757	450002367	18	F
937647758	450002367	23	F
937647759	450002367	19	F
937647760	450002367	22	F
937647761	450002367	18	F
937647762	450002367	19	F
937647763	450002367	19	F
937647764	450002367	21	F
937647765	450002367	22	F
937647766	450002367	19	F
937647767	450002367	22	F
937647768	450002367	24	F
937647769	450002367	28	F
937647770	450002367	18	F
937647771	450002367	23	F
937647772	450002367	35	F
937647773	450002367	20	F
937647774	450002367	22	F
937647775	450002367	21	F
937647776	450002367	22	F
937647777	450002367	22	F
937647778	450002367	19	F
937647779	450002367	19	F
937647780	450002367	18	F
937647781	450002367	20	F
937647782	450002367	21	F
937647783	450002367	18	F
937647784	450002367	19	F
937647785	450002367	29	F
937647786	450002367	21	F
937647787	450002367	19	F
937647788	450002367	19	F
937647789	450002367	19	F
937647790	450002367	19	F
937647791	450002367	22	F
937647792	450002367	22	F
937647793	450002367	18	F
937647794	450002367	18	F
937647795	450002367	22	F
937647796	450002367	23	F
937647797	450002367	19	F
937647798	450002367	19	F
937647799	450002367	19	F
937647800	450002367	21	F
937647801	450002367	20	F
937647802	450002367	18	F
937647803	450002367	20	F
937647804	450002367	23	F
937647805	450002367	20	F
937647806	450002367	19	F
937647807	450002367	22	F
937647808	450002367	23	F
937647809	450002367	23	F
937647810	450002367	18	F
937647811	450002367	20	F
937647812	450002367	21	F
937647813	450002367	18	F
937647814	450002367	18	F
937647815	450002367	21	F
937647816	450002367	18	F
937647817	450002367	20	F
937647818	450002367	19	F
937647819	450002367	20	F
937647820	450002367	19	F
937647821	450002367	18	F
937647822	450002367	18	F
937647823	450002367	19	F
937647824	450002367	19	F
937647825	450002367	20	F
937647826	450002367	19	F
937647827	450002367	18	F
937647828	450002367	21	F
937647829	450002367	23	F
937647830	450002367	20	F
937647831	450002367	19	F
937647832	450002367	20	F
937647833	450002367	19	F
937647834	450002367	18	F
937647835	450002367	19	F
937647836	450002367	18	F
937647837	450002367	21	F
937647838	450002367	18	F
937647839	450002367	20	F
937647840	450002367	20	F
937647841	450002367	19	F
937647842	450002367	19	F
937647843	450002367	19	F
937647844	450002367	19	F
937647845	450002367	38	F
937647846	450002367	21	F
937647847	450002367	19	F
937647848	450002367	20	F
937647849	450002367	18	F
937647850	450002367	23	F
937647851	450002367	19	F
937647852	450002367	19	F
937647853	450002367	19	F
937647854	450002367	19	F
937647855	450002367	19	F
937647856	450002367	18	F
937647857	450002367	19	F
937647858	450002367	18	F
937647859	450002367	22	F
937647860	450002367	22	F
937647861	450002367	19	F
937647862	450002367	18	F
937647863	450002367	21	F
937647864	450002367	19	F
937647865	450002367	20	F
937647866	450002367	23	F
937647867	450002367	22	F
937647868	450002367	20	F
937647869	450002367	24	F
937647870	450002367	21	F
937647871	450002367	20	F
937647872	450002367	21	F
937647873	450002367	20	F
937647874	450002367	19	F
937647875	450002367	19	F
937647876	450002367	22	F
937647877	450002367	20	F
937647878	450002367	18	F
937647879	450002367	18	F
937647880	450002367	21	F
937647881	450002367	22	F
937647882	450002367	18	F
937647883	450002367	21	F
937647884	450002367	19	F
937647885	450002367	22	F
937647886	450002367	18	F
937647887	450002367	18	F
937647888	450002367	19	F
937647889	450002367	19	F
937647890	450002367	19	F
937647891	450002367	19	F
937647892	450002367	18	F
937647893	450002367	20	F
937647894	450002367	21	F
937647895	450002367	19	F
937647896	450002367	18	F
937647897	450002367	19	F
937647898	450002367	21	F
937647899	450002367	19	F
937647900	450002367	18	F
937647901	450002367	22	F
937647902	450002367	24	F
937647903	450002367	19	F
937647904	450002367	24	F
937647905	450002367	19	F
937647906	450002367	19	F
937647907	450002367	21	F
937647908	450002367	24	F
937647909	450002367	18	F
937647910	450002367	51	F
937647911	450002367	19	F
937647912	450002367	18	F
937647913	450002367	18	F
937647914	450002367	22	F
937647915	450002367	22	F
937647916	450002367	18	F
937647917	450002367	19	F
937647918	450002367	19	F
937647919	450002367	22	F
937647920	450002367	20	F
937647921	450002367	18	F
937647922	450002367	22	F
937647923	450002367	19	F
937647924	450002367	24	F
937647925	450002367	18	F
937647926	450002367	18	F
937647927	450002367	18	F
937647928	450002367	22	F
937647929	450002367	18	F
937647930	450002367	19	F
937647931	450002367	20	F
937647932	450002367	23	F
937647933	450002367	19	F
937647934	450002367	20	F
937647935	450002367	19	F
937647936	450002367	18	F
937647937	450002367	18	F
937647938	450002367	19	F
937647939	450002367	19	F
