sp_id	sp_gq_id	age	sex
942052404	450018731	33	M
942052403	450018731	38	M
942052402	450018731	33	M
942052401	450018731	56	M
942052400	450018731	36	M
942052399	450018731	49	M
942052398	450018731	32	M
942052397	450018731	58	M
942052396	450018731	25	M
942052395	450018731	24	M
942052394	450018731	55	M
942052393	450018731	31	M
942052392	450018731	42	M
942052391	450018731	30	M
942052390	450018731	53	M
942052389	450018731	20	M
942052388	450018731	59	M
942052387	450018731	27	M
942052386	450018731	30	M
942052385	450018731	46	M
942052384	450018731	49	M
942052383	450018731	32	M
942052382	450018731	22	M
942052381	450018731	34	M
942052380	450018731	46	M
942052379	450018731	47	M
942052378	450018731	33	M
942052377	450018731	39	M
942052376	450018731	31	M
942052375	450018731	42	M
942052374	450018731	36	M
942052373	450018731	32	M
942052372	450018731	34	M
942052371	450018731	24	M
942052370	450018731	28	M
942052369	450018731	40	M
942052368	450018731	49	M
942052367	450018731	44	M
942052366	450018731	25	M
942052365	450018731	37	M
942052364	450018731	29	M
942052363	450018731	19	M
942052362	450018731	30	M
942052361	450018731	60	M
942052360	450018731	45	M
942052359	450018731	41	M
942052358	450018731	31	M
942052357	450018731	21	M
942052507	450018731	28	M
942052543	450018731	21	M
942052542	450018731	46	M
942052541	450018731	34	M
942052540	450018731	34	M
942052539	450018731	27	M
942052538	450018731	25	M
942052537	450018731	43	M
942052536	450018731	30	M
942052535	450018731	23	M
942052534	450018731	32	M
942052533	450018731	42	M
942052532	450018731	21	M
942052531	450018731	36	M
942052530	450018731	59	M
942052529	450018731	20	M
942052528	450018731	24	M
942052527	450018731	44	M
942052526	450018731	25	M
942052525	450018731	36	M
942052524	450018731	29	M
942052523	450018731	46	M
942052522	450018731	30	M
942052521	450018731	21	M
942052520	450018731	29	M
942052519	450018731	32	M
942052518	450018731	24	M
942052517	450018731	32	M
942052516	450018731	42	M
942052515	450018731	44	M
942052514	450018731	22	M
942052513	450018731	40	M
942052512	450018731	22	M
942052511	450018731	55	M
942052510	450018731	39	M
942052509	450018731	44	M
942052508	450018731	38	M
942052506	450018731	32	M
942052505	450018731	41	M
942052504	450018731	51	M
942052503	450018731	42	M
942052502	450018731	31	M
942052501	450018731	39	M
942052500	450018731	43	M
942052499	450018731	43	M
942052498	450018731	53	M
942052497	450018731	34	M
942052496	450018731	31	M
942052495	450018731	24	M
942052494	450018731	42	M
942052493	450018731	32	M
942052492	450018731	46	M
942052491	450018731	40	M
942052490	450018731	44	M
942052489	450018731	54	M
942052488	450018731	45	M
942052487	450018731	43	M
942052486	450018731	46	M
942052485	450018731	45	M
942052484	450018731	36	M
942052483	450018731	26	M
942052482	450018731	50	M
942052481	450018731	39	M
942052480	450018731	27	M
942052479	450018731	28	M
942052478	450018731	49	M
942052477	450018731	22	M
942052476	450018731	27	M
942052475	450018731	41	M
942052474	450018731	33	M
942052473	450018731	45	M
942052472	450018731	48	M
942052471	450018731	37	M
942052470	450018731	62	M
942052469	450018731	40	M
942052468	450018731	27	M
942052467	450018731	21	M
942052466	450018731	27	M
942052465	450018731	48	M
942052464	450018731	43	M
942052463	450018731	31	M
942052462	450018731	31	M
942052461	450018731	53	M
942052460	450018731	22	M
942052459	450018731	32	M
942052458	450018731	51	M
942052544	450018731	28	M
942051799	450018732	13	M
942051801	450018732	17	M
942051802	450018732	17	M
942051803	450018732	17	M
942051804	450018732	17	M
942051805	450018732	13	M
942051806	450018732	15	M
942051807	450018732	21	M
942051800	450018732	13	M
942051812	450018733	20	F
942051809	450018733	15	F
942051810	450018733	37	F
942051811	450018733	26	F
942051813	450018733	45	F
942051808	450018733	16	F
940481326	450028307	84	M
940481328	450028307	83	M
940481329	450028307	86	M
940481330	450028307	88	M
940306584	450028307	45	M
940306583	450028307	48	M
940306582	450028307	63	M
940306581	450028307	61	M
940306580	450028307	57	M
940306579	450028307	64	M
940306578	450028307	55	M
940306577	450028307	46	M
940306576	450028307	63	M
940481327	450028307	91	M
939792210	450035196	87	F
939361034	450035196	45	F
939361033	450035196	43	F
939361032	450035196	29	F
939361031	450035196	47	F
939361030	450035196	60	F
939361029	450035196	54	F
939361028	450035196	47	F
939361027	450035196	44	F
939361026	450035196	24	F
939361025	450035196	56	F
939361024	450035196	29	F
939361023	450035196	63	F
939361022	450035196	60	F
939361021	450035196	21	F
939361019	450035196	40	F
939361018	450035196	48	F
940344331	450035196	62	M
940344330	450035196	55	M
940344329	450035196	49	M
940344328	450035196	60	M
940344327	450035196	32	M
940344326	450035196	55	M
940344325	450035196	60	M
940344324	450035196	53	M
940344323	450035196	59	M
940344322	450035196	45	M
940344321	450035196	59	M
940344320	450035196	64	M
940344319	450035196	51	M
940344318	450035196	36	M
940344317	450035196	40	M
940344316	450035196	50	M
940344315	450035196	52	M
940344314	450035196	63	M
940344313	450035196	31	M
940344312	450035196	53	M
940344311	450035196	55	M
940344310	450035196	49	M
940344309	450035196	50	M
940344308	450035196	52	M
940344307	450035196	58	M
940344306	450035196	52	M
940344305	450035196	45	M
940344304	450035196	52	M
940344303	450035196	32	M
940344302	450035196	46	M
940344301	450035196	58	M
940344300	450035196	55	M
940344299	450035196	37	M
940344298	450035196	60	M
940344297	450035196	58	M
939792223	450035196	90	F
939792222	450035196	76	F
939792221	450035196	88	F
939792220	450035196	68	F
939792219	450035196	97	F
939792218	450035196	90	F
939792217	450035196	81	F
939792216	450035196	85	F
939792215	450035196	95	F
939792214	450035196	86	F
939792213	450035196	91	F
939792212	450035196	78	F
939792211	450035196	84	F
939792209	450035196	85	F
939792208	450035196	77	F
939792207	450035196	85	F
940584629	450035196	89	M
940584630	450035196	83	M
940584631	450035196	67	M
940584632	450035196	100	M
940584633	450035196	80	M
940584634	450035196	79	M
940584635	450035196	96	M
940584636	450035196	80	M
940584637	450035196	79	M
940584638	450035196	90	M
940584639	450035196	84	M
940584640	450035196	89	M
940584641	450035196	82	M
940584642	450035196	78	M
940584643	450035196	69	M
940584644	450035196	80	M
940584645	450035196	73	M
940584646	450035196	77	M
940584647	450035196	87	M
940584648	450035196	75	M
940584649	450035196	85	M
939792206	450035196	86	F
939792205	450035196	100	F
939792204	450035196	81	F
939361020	450035196	50	F
940661752	450039932	75	M
940661753	450039932	74	M
940661754	450039932	78	M
940661755	450039932	65	M
939988692	450039932	90	F
939988691	450039932	70	F
939988690	450039932	84	F
939988689	450039932	89	F
939988688	450039932	91	F
939331568	450039932	61	F
939331569	450039932	51	F
939331570	450039932	36	F
939331571	450039932	55	F
939331575	450039932	56	F
939331574	450039932	64	F
939331573	450039932	51	F
939331572	450039932	57	F
940372049	450039932	64	M
940372050	450039932	62	M
940372046	450039932	43	M
940372045	450039932	64	M
940372044	450039932	56	M
940372043	450039932	63	M
940372042	450039932	41	M
940372041	450039932	54	M
940372040	450039932	64	M
939332997	450039932	25	F
940372057	450039932	60	M
940372056	450039932	60	M
940372055	450039932	52	M
940372054	450039932	55	M
940372053	450039932	58	M
940372052	450039932	44	M
940372051	450039932	60	M
939331579	450039932	21	F
940372047	450039932	52	M
939331580	450039932	54	F
939331581	450039932	46	F
939988706	450039932	86	F
939988705	450039932	87	F
939988704	450039932	84	F
939988703	450039932	80	F
939988702	450039932	89	F
939988701	450039932	87	F
939988700	450039932	90	F
939988699	450039932	77	F
939988698	450039932	86	F
939988697	450039932	68	F
939988696	450039932	78	F
939988695	450039932	80	F
939988694	450039932	89	F
939988693	450039932	86	F
940372061	450039932	59	M
940372028	450039932	62	M
940372060	450039932	48	M
940372027	450039932	40	M
940372059	450039932	63	M
940372058	450039932	62	M
940372029	450039932	62	M
940372030	450039932	49	M
940372031	450039932	48	M
940372032	450039932	38	M
940372033	450039932	55	M
940372048	450039932	55	M
940372034	450039932	58	M
940372035	450039932	52	M
940372036	450039932	49	M
940372037	450039932	25	M
940372038	450039932	60	M
940372039	450039932	42	M
940661741	450039932	100	M
940661740	450039932	80	M
940661739	450039932	92	M
940661738	450039932	66	M
940661737	450039932	90	M
940661736	450039932	70	M
940661735	450039932	69	M
939332254	450039932	57	F
939331576	450039932	57	F
939331577	450039932	47	F
940661742	450039932	87	M
940661743	450039932	85	M
940661744	450039932	73	M
940661745	450039932	94	M
940661746	450039932	67	M
939331578	450039932	58	F
940661747	450039932	90	M
940661748	450039932	101	M
940661749	450039932	75	M
940661750	450039932	79	M
940661751	450039932	89	M
937630091	450002382	21	M
937630089	450002382	19	M
937630090	450002382	19	M
937630092	450002382	20	M
937630093	450002382	18	M
937630094	450002382	24	M
937630095	450002382	21	M
937630096	450002382	24	M
937630097	450002382	19	M
937630098	450002382	20	M
937630099	450002382	21	M
937630100	450002382	20	M
937630101	450002382	19	M
937630102	450002382	24	M
937630103	450002382	17	F
937630104	450002382	22	F
937630105	450002382	21	F
937630106	450002382	19	F
937630107	450002382	19	F
937630108	450002382	31	F
937630109	450002382	18	F
937630110	450002382	21	F
937630111	450002382	19	F
937630112	450002382	19	F
937630113	450002382	19	F
937630114	450002382	21	F
937630115	450002382	18	F
937630116	450002382	18	F
937630117	450002382	20	F
937630118	450002382	19	F
937630119	450002382	24	F
937630120	450002382	20	F
937630121	450002382	24	F
937630122	450002382	19	F
940481262	450028308	82	M
940481261	450028308	82	M
940306569	450028308	47	M
940306568	450028308	25	M
940306567	450028308	64	M
940481260	450028308	85	M
940481259	450028308	73	M
940481258	450028308	87	M
940481257	450028308	66	M
939530815	450028308	97	F
939530816	450028308	85	F
940481256	450028308	77	M
940481255	450028308	70	M
940481254	450028308	67	M
940481253	450028308	82	M
940481246	450028308	85	M
940481252	450028308	81	M
940481251	450028308	85	M
940306541	450028308	50	M
939530797	450028308	89	F
939530796	450028308	79	F
940306540	450028308	38	M
940306539	450028308	60	M
940306538	450028308	36	M
940306537	450028308	27	M
940306536	450028308	63	M
940306535	450028308	47	M
940306534	450028308	50	M
940306533	450028308	55	M
940306532	450028308	46	M
940306531	450028308	34	M
939530798	450028308	83	F
939530799	450028308	78	F
939530800	450028308	79	F
939530801	450028308	87	F
940481247	450028308	84	M
940481248	450028308	70	M
940481249	450028308	82	M
940481250	450028308	68	M
939530802	450028308	76	F
939530803	450028308	79	F
940306542	450028308	62	M
940306543	450028308	46	M
940306544	450028308	62	M
940306545	450028308	35	M
940306546	450028308	31	M
940306547	450028308	63	M
940306548	450028308	57	M
940306549	450028308	56	M
940306552	450028308	47	M
940306553	450028308	60	M
940306554	450028308	39	M
940306555	450028308	37	M
939530809	450028308	66	F
940306556	450028308	46	M
939530795	450028308	87	F
939530794	450028308	90	F
939530793	450028308	71	F
939530792	450028308	102	F
939530791	450028308	81	F
939530790	450028308	88	F
940306557	450028308	53	M
940306558	450028308	38	M
939382486	450028308	52	F
939382485	450028308	38	F
939382484	450028308	64	F
939382483	450028308	49	F
939382482	450028308	58	F
940306566	450028308	34	M
940306565	450028308	60	M
940306564	450028308	59	M
940306563	450028308	55	M
940306562	450028308	60	M
940306561	450028308	60	M
940306560	450028308	48	M
940306559	450028308	62	M
939382481	450028308	47	F
939530808	450028308	79	F
939530807	450028308	87	F
939530806	450028308	99	F
939530805	450028308	100	F
939530804	450028308	87	F
939382480	450028308	30	F
939382479	450028308	53	F
939382478	450028308	25	F
939382477	450028308	62	F
939382476	450028308	62	F
939382475	450028308	53	F
939382474	450028308	50	F
939382473	450028308	47	F
940306551	450028308	55	M
940306550	450028308	62	M
939530812	450028308	66	F
939530813	450028308	88	F
939530814	450028308	77	F
939530811	450028308	74	F
939530810	450028308	89	F
937633107	450002383	38	M
937633073	450002383	17	M
937633074	450002383	20	M
937633075	450002383	19	M
937633076	450002383	19	M
937633077	450002383	23	M
937633078	450002383	24	M
937633079	450002383	19	M
937633080	450002383	19	M
937633081	450002383	21	M
937633082	450002383	23	M
937633083	450002383	19	M
937633084	450002383	23	M
937633085	450002383	19	M
937633086	450002383	20	M
937633087	450002383	19	M
937633088	450002383	18	M
937633089	450002383	24	M
937633090	450002383	20	M
937633091	450002383	24	M
937633092	450002383	20	M
937633093	450002383	20	M
937633094	450002383	22	M
937633095	450002383	19	M
937633096	450002383	18	M
937633097	450002383	19	M
937633098	450002383	20	M
937633099	450002383	19	M
937633100	450002383	20	M
937633101	450002383	19	M
937633102	450002383	19	M
937633103	450002383	18	M
937633104	450002383	23	M
937633105	450002383	22	M
937633106	450002383	19	M
937633108	450002383	21	M
937633109	450002383	24	M
937633110	450002383	19	M
937633111	450002383	18	M
937633112	450002383	19	M
937633113	450002383	21	M
937633114	450002383	18	M
937633115	450002383	23	M
937633116	450002383	20	M
937633117	450002383	19	M
937633118	450002383	19	M
937633119	450002383	24	M
937633120	450002383	18	M
937633121	450002383	21	M
937633122	450002383	19	M
937633123	450002383	19	M
937633124	450002383	18	M
937633125	450002383	19	M
937633126	450002383	26	M
937633127	450002383	24	M
937633128	450002383	18	M
937633129	450002383	21	M
937633130	450002383	24	M
937633131	450002383	20	M
937633132	450002383	19	M
937633133	450002383	18	M
937633134	450002383	19	M
937633135	450002383	20	M
937633136	450002383	22	M
937633137	450002383	20	M
937633138	450002383	18	M
937633139	450002383	18	M
937633140	450002383	24	M
937633141	450002383	20	M
937633142	450002383	20	M
937633143	450002383	18	M
937633144	450002383	19	M
937633145	450002383	20	M
937633146	450002383	19	M
937633147	450002383	19	M
937633148	450002383	19	F
937633149	450002383	19	F
940404175	450045789	46	M
940742030	450045789	70	M
940742029	450045789	86	M
942051814	450018735	17	M
942051815	450018735	33	M
942051816	450018735	43	M
940404111	450045790	62	M
940404112	450045790	64	M
940404113	450045790	35	M
940404114	450045790	59	M
940404115	450045790	59	M
940404116	450045790	57	M
940404117	450045790	46	M
940404118	450045790	37	M
940404119	450045790	63	M
940404120	450045790	35	M
940404121	450045790	44	M
940404122	450045790	35	M
940404123	450045790	48	M
940741994	450045790	81	M
940741995	450045790	80	M
940741996	450045790	85	M
939306278	450045790	62	F
940185277	450045790	82	F
940185276	450045790	86	F
940185275	450045790	76	F
940185274	450045790	99	F
940185273	450045790	89	F
940185272	450045790	75	F
940185271	450045790	72	F
940185270	450045790	105	F
940185269	450045790	95	F
940185268	450045790	65	F
940185267	450045790	67	F
940741993	450045790	70	M
940741992	450045790	76	M
940741991	450045790	87	M
940741990	450045790	88	M
940185266	450045790	95	F
940185265	450045790	93	F
940185264	450045790	78	F
940185263	450045790	89	F
940185262	450045790	83	F
940185261	450045790	90	F
940185260	450045790	90	F
940185259	450045790	84	F
940185258	450045790	78	F
940185257	450045790	85	F
940741997	450045790	90	M
940741998	450045790	85	M
940741999	450045790	82	M
940742000	450045790	69	M
939306277	450045790	53	F
939306276	450045790	60	F
939306114	450045790	45	F
940742001	450045790	83	M
940742002	450045790	66	M
939306109	450045790	49	F
939306108	450045790	62	F
939306107	450045790	57	F
939306106	450045790	47	F
939306105	450045790	43	F
939306104	450045790	54	F
939306103	450045790	45	F
939306102	450045790	56	F
939306101	450045790	55	F
940404100	450045790	58	M
940404101	450045790	50	M
940404102	450045790	36	M
940404103	450045790	61	M
940404104	450045790	63	M
940404105	450045790	63	M
940404106	450045790	57	M
940404107	450045790	58	M
940404108	450045790	63	M
940404099	450045790	43	M
939306100	450045790	49	F
939306099	450045790	31	F
939306098	450045790	60	F
940404109	450045790	44	M
940404110	450045790	57	M
937629803	450002384	18	F
937629802	450002384	24	F
937629801	450002384	24	F
937629800	450002384	18	F
937629799	450002384	18	F
937629798	450002384	24	F
937629797	450002384	20	F
937629796	450002384	18	F
937629795	450002384	19	F
937629794	450002384	18	F
937629793	450002384	23	F
937629792	450002384	18	F
937629791	450002384	21	F
937629790	450002384	18	F
937629789	450002384	19	F
937629788	450002384	24	F
937629787	450002384	24	F
937629786	450002384	19	F
937629785	450002384	21	F
937629784	450002384	22	F
937629783	450002384	19	F
937629782	450002384	19	F
937629781	450002384	19	F
937629780	450002384	19	F
937629779	450002384	25	F
937629778	450002384	25	F
937629777	450002384	19	F
937629776	450002384	18	F
937629775	450002384	20	F
937629774	450002384	19	F
937629773	450002384	21	F
937629772	450002384	19	F
937629771	450002384	22	F
937629770	450002384	18	F
937629769	450002384	20	F
937629768	450002384	19	F
937629767	450002384	20	F
937629766	450002384	21	F
937629765	450002384	24	F
937629764	450002384	18	F
937629763	450002384	19	F
937629762	450002384	19	F
937629761	450002384	23	F
937629760	450002384	20	F
937629759	450002384	24	F
937629758	450002384	20	F
937629757	450002384	18	F
937629756	450002384	22	F
937629755	450002384	21	F
937629754	450002384	22	F
937629753	450002384	22	F
937629752	450002384	26	F
937629751	450002384	22	F
937629750	450002384	18	F
937629749	450002384	21	F
937629748	450002384	20	F
937629747	450002384	20	F
937629746	450002384	28	F
937629745	450002384	27	F
937629744	450002384	19	F
937629743	450002384	23	F
937629742	450002384	21	F
937629741	450002384	20	F
937629740	450002384	19	F
937629706	450002384	18	F
937629705	450002384	18	F
937629818	450002384	19	F
937629819	450002384	18	F
937629820	450002384	21	F
937629821	450002384	19	F
937629822	450002384	18	F
937629823	450002384	24	F
937629824	450002384	24	F
937629825	450002384	24	F
937629826	450002384	19	F
937629827	450002384	19	F
937629828	450002384	24	F
937629829	450002384	20	F
937629830	450002384	19	F
937629831	450002384	20	F
937629832	450002384	19	F
937629833	450002384	20	F
937629834	450002384	23	F
937629835	450002384	21	F
937629836	450002384	18	F
937629837	450002384	20	F
937629838	450002384	23	F
937629839	450002384	24	F
937629840	450002384	21	F
937629841	450002384	19	F
937629842	450002384	18	F
937629843	450002384	18	F
937629844	450002384	22	F
937629845	450002384	20	F
937629846	450002384	21	F
937629847	450002384	19	F
937629848	450002384	19	F
937629849	450002384	23	F
937629850	450002384	19	F
937629851	450002384	19	F
937629852	450002384	24	F
937629853	450002384	21	F
937629854	450002384	19	F
937629855	450002384	19	F
937629856	450002384	19	F
937629857	450002384	20	F
937629858	450002384	22	F
937629859	450002384	18	F
937629860	450002384	19	F
937629861	450002384	18	F
937629862	450002384	21	F
937629863	450002384	19	F
937629864	450002384	21	F
937629865	450002384	19	F
937629866	450002384	21	F
937629867	450002384	21	F
937629868	450002384	18	F
937629869	450002384	23	F
937629870	450002384	18	F
937629871	450002384	20	F
937629872	450002384	18	F
937629873	450002384	19	F
937629874	450002384	21	F
937629875	450002384	24	F
937629876	450002384	19	F
937629877	450002384	19	F
937629878	450002384	20	F
937629879	450002384	19	F
937629880	450002384	19	F
937629881	450002384	19	F
937629882	450002384	23	F
937629883	450002384	20	F
937629884	450002384	18	F
937629815	450002384	19	F
937629814	450002384	22	F
937629813	450002384	20	F
937629812	450002384	19	F
937629811	450002384	18	F
937629810	450002384	29	F
937629809	450002384	19	F
937629808	450002384	24	F
937629807	450002384	19	F
