sp_id	latitude	longitude
508183579	38.7858298	-90.5196087
507913662	38.5859329	-90.2601548
507914238	38.5486029	-90.2662048
507959936	38.6459939	-90.5129307
507933291	38.6422229	-90.3513448
507914535	38.5760329	-90.2688748
507920887	38.5982329	-90.3093248
505807621	38.7732518	-89.9860669
507923598	38.6148129	-90.3166648
507920483	38.6591029	-90.3033548
507913571	38.5819129	-90.2594748
507972896	38.4595129	-90.7577257
507942454	38.5090529	-90.3945648
508196418	38.7645528	-90.3264448
508199793	38.7838828	-90.2776648
507916357	38.5743229	-90.2791448
507915380	38.5660529	-90.2726548
507905480	38.6426029	-90.1974048
507918561	38.5975429	-90.2898848
507953720	38.4966419	-90.4671817
514339950	41.8104114	-71.3594003
508196993	38.7908728	-90.3095648
507904564	38.6248129	-90.1895948
507945785	38.6330709	-90.4099138
507907649	38.6705529	-90.2154748
507947801	38.6013499	-90.4329907
508197314	38.7449928	-90.3143548
507908297	38.6130629	-90.2243948
507928491	38.4260629	-90.3363048
507920946	38.5925929	-90.3068148
507945527	38.6459529	-90.4058448
508192920	38.7029629	-90.3623248
507909989	38.6417129	-90.2421948
507944149	38.5863229	-90.4045648
507945182	38.5754829	-90.4082148
507927334	38.6483429	-90.3357948
507928136	38.6506829	-90.3372248
507959167	38.5707329	-90.5057247
505812843	38.7183598	-89.7684749
507913306	38.6308429	-90.2609148
507910069	38.6311029	-90.2447948
508193080	38.7225329	-90.3677248
507911151	38.6153429	-90.2489148
508193515	38.7915928	-90.3465948
507937538	38.6688829	-90.3713648
507922517	38.6723829	-90.3097448
508196495	38.7631028	-90.3219848
507926950	38.5592699	-90.3347368
505786143	38.5974109	-89.9620819
507904138	38.6281029	-90.1922148
507939936	38.6736439	-90.3872318
507909734	38.5966529	-90.2337948
507930084	38.6474229	-90.3404648
507931556	38.6584729	-90.3437848
507922990	38.5854329	-90.3145648
507920442	38.6573429	-90.3011148
507920569	38.6296229	-90.3027648
507934583	38.6162629	-90.3582248
505797853	38.4435229	-90.2011448
507943523	38.5039829	-90.4010048
505795300	38.6130229	-90.1470648
507931999	38.5878948	-90.3492312
501990412	36.3573475	-94.1723009
507922790	38.6133389	-90.3173348
508188720	38.6991139	-90.4298387
508202491	38.8061228	-90.2476248
507953561	38.6834629	-90.4600447
505801674	38.7000688	-90.1522558
507947009	38.5578329	-90.4193848
507908055	38.5908599	-90.2260278
508181025	38.7919028	-90.5639247
505807542	38.7819288	-89.9790559
507953210	38.3733829	-90.4628148
507914714	38.6078629	-90.2691148
507908094	38.6372629	-90.2275648
507915987	38.6281029	-90.2818948
508177508	38.7698829	-90.6503747
507906734	38.6093729	-90.2144048
507911856	38.6452829	-90.2526548
508199679	38.7620348	-90.2796348
508176144	38.7639929	-90.6575147
513271903	39.6320124	-84.1803565
508199557	38.7494588	-90.2802678
507916994	38.6689729	-90.2875448
508189763	38.7502028	-90.4269847
507919336	38.4902029	-90.3003348
507951828	38.5812369	-90.4494997
507914088	38.6364729	-90.2655048
507932975	38.5770929	-90.3549348
507956679	38.5951259	-90.4925237
507903370	38.6331669	-90.1870938
507908318	38.6185229	-90.2308748
507904668	38.6603029	-90.1893148
507908479	38.6801329	-90.2256248
508182537	38.8172198	-90.5258307
508194115	38.7299428	-90.3580748
507912719	38.5997729	-90.2540148
508191308	38.7727708	-90.3746997
508198575	38.7004499	-90.2910088
507956406	38.6818529	-90.4798547
508192928	38.7076229	-90.3691648
507921492	38.6794029	-90.3050848
507934840	38.6134132	-90.3614240
507914185	38.5388029	-90.2683648
505553930	33.8968435	-84.4884368
507930696	38.6361059	-90.3473098
508179189	38.7927529	-90.6003047
507914513	38.5850529	-90.2628148
507935836	38.6759439	-90.3671268
507911891	38.6413929	-90.2549448
507909872	38.6024759	-90.2423618
507910872	38.6398729	-90.2476448
508192164	38.7138929	-90.3720148
505957083	39.8426731	-88.9515346
507957780	38.4821309	-90.5025447
507927453	38.5623529	-90.3331248
507905364	38.6132329	-90.1967348
507905582	38.6327879	-90.2018608
507909714	38.5904629	-90.2310548
508195858	38.7398531	-90.3227539
507929488	38.6595529	-90.3369648
507915186	38.6472629	-90.2752348
507911892	38.6411829	-90.2539148
507914199	38.5475229	-90.2683748
507941355	38.6378229	-90.3902848
507953909	38.5879729	-90.4705847
507909553	38.6630829	-90.2387248
507906483	38.6202229	-90.2104848
507949751	38.5122049	-90.4437738
507931785	38.5249929	-90.3519808
507912788	38.6357869	-90.2630408
507921453	38.6583329	-90.3072548
507921987	38.5773429	-90.3130448
507907006	38.6754329	-90.2126248
507905829	38.6307729	-90.1994148
508175715	38.8214888	-90.6768507
506782144	41.9687262	-87.9889531
507917369	38.5059029	-90.2851848
507909999	38.6361829	-90.2439748
507954034	38.5235129	-90.4694647
507951682	38.5378229	-90.4550347
507906166	38.6592429	-90.2042848
507919550	38.6018229	-90.2969848
507906614	38.6296829	-90.2095848
507941977	38.4189929	-90.3963048
507919245	38.4628429	-90.3001648
507940298	38.6035529	-90.3857548
507922141	38.5245829	-90.3099348
505803378	38.7156828	-90.1256648
507935465	38.4792929	-90.3648948
507911981	38.6412229	-90.2541648
507905472	38.6438729	-90.1987048
508172821	38.8138264	-90.7177701
507922585	38.6138829	-90.3141248
508176799	38.7441749	-90.6345487
506671029	41.9631024	-91.7435941
505794427	38.6227429	-90.0923548
507952671	38.5381119	-90.4579877
507938145	38.5853229	-90.3791048
507949222	38.6003829	-90.4391247
507909664	38.5943129	-90.2316048
507929709	38.6491839	-90.3415268
507906591	38.6339129	-90.2086248
505794412	38.6371229	-90.0939748
507943291	38.5637329	-90.4006148
507931674	38.6038389	-90.3511988
507918990	38.6537829	-90.2948748
507969197	38.6622729	-90.6183447
507906978	38.6654329	-90.2083748
508202140	38.7069528	-90.2615048
505783426	38.6036028	-89.8040349
507952216	38.5696029	-90.4492347
507926788	38.6485829	-90.3343158
507908450	38.6445929	-90.2294948
505794932	38.6092669	-90.1390548
507923692	38.5090979	-90.3221418
508198451	38.7961088	-90.2901068
507964195	38.6503229	-90.5517247
508170622	38.8058929	-90.8006546
507944450	38.5536929	-90.4026448
507908584	38.5873629	-90.2286948
507911959	38.6393629	-90.2587248
507912209	38.6205829	-90.2561548
507958233	38.5155229	-90.4997247
507967807	38.5709539	-90.5970137
507956897	38.4804131	-90.4963046
507936821	38.5595299	-90.3752368
507926185	38.5875829	-90.3318448
507919399	38.6574929	-90.2998448
507930346	38.5672629	-90.3423748
507927415	38.5849429	-90.3339248
505797108	38.5593929	-90.1856848
507936751	38.6061139	-90.3757698
507914288	38.6578429	-90.2643348
508193939	38.7001629	-90.3514748
507937529	38.6734129	-90.3744448
513270873	39.6364424	-84.1734065
507914760	38.6132539	-90.2732618
507917708	38.6687159	-90.2899978
507910287	38.6630429	-90.2398348
508186677	38.7351659	-90.4660007
507938144	38.6020229	-90.3766548
507938251	38.5653529	-90.3779548
508193019	38.7142529	-90.3696148
507919934	38.6478309	-90.3012168
505796929	38.5553389	-90.1770418
505954419	39.8502046	-88.9591831
507920655	38.6372699	-90.3062108
507907122	38.6149339	-90.2218838
507908687	38.5956229	-90.2274548
507951353	38.6264129	-90.4476247
507915520	38.6880029	-90.2743648
508189365	38.7562198	-90.4238417
507905113	38.6298229	-90.1956948
507903705	38.6308029	-90.1828548
507935638	38.4495229	-90.3678408
506675887	42.0261654	-91.6533761
507941352	38.6395129	-90.3880748
507937240	38.5911229	-90.3755548
507928375	38.5156429	-90.3374348
507932988	38.5922329	-90.3543748
507909737	38.6064529	-90.2317548
505814256	38.7461028	-89.6721450
508199834	38.7844928	-90.2838648
507904530	38.6264329	-90.1889248
507938489	38.4979529	-90.3752448
507920665	38.6339589	-90.3097508
507941969	38.4507129	-90.3956048
508597923	40.3408228	-94.8734234
507931822	38.6532829	-90.3497638
507950129	38.5342929	-90.4431448
508203481	38.7454328	-90.2293548
507960784	38.4235279	-90.5268147
507943231	38.5899329	-90.4013648
507916648	38.6068429	-90.2785948
507949287	38.6358529	-90.4351647
507904428	38.6249829	-90.1935048
505796443	38.6065029	-90.1615948
507927929	38.6291619	-90.3375398
507930884	38.4854219	-90.3477848
507963038	38.5869729	-90.5458647
507924864	38.4715530	-90.3247210
507909851	38.6703669	-90.2464168
508203861	38.7117428	-90.2300948
507907653	38.6754429	-90.2154548
505808530	38.8216718	-89.9593029
507912923	38.5958879	-90.2591528
507926186	38.5976429	-90.3312148
507917843	38.5862129	-90.2923248
507910760	38.5931029	-90.2434348
507905933	38.6323029	-90.2034748
507907243	38.6343829	-90.2163748
507945134	38.5814929	-90.4067448
507916982	38.6604829	-90.2867248
507918864	38.5877829	-90.2992448
508203302	38.8518008	-90.2295248
505784867	38.4799929	-89.9384949
508202092	38.7170528	-90.2622848
505796436	38.6063329	-90.1549548
507953511	38.6726529	-90.4556347
508192128	38.7068929	-90.3783448
507908347	38.6216929	-90.2300448
508178031	38.7317229	-90.6185847
507907737	38.5885329	-90.2204948
507912556	38.6782629	-90.2552348
507931536	38.6603729	-90.3453848
507924622	38.6078429	-90.3225448
507911128	38.6398729	-90.2476448
507928557	38.6715629	-90.3358348
507970436	38.5038129	-90.6283347
507913718	38.6008629	-90.2600948
507934411	38.6604329	-90.3591048
508186913	38.7533928	-90.4493847
507947146	38.5982229	-90.4226748
505964188	40.0836235	-88.2515602
507906477	38.6203129	-90.2109148
507915093	38.6164129	-90.2709948
505945247	39.9633726	-89.7422368
507915204	38.6594229	-90.2702848
507912581	38.5941529	-90.2544148
507920446	38.6601329	-90.3032048
507913938	38.6504629	-90.2666048
507908221	38.6193729	-90.2306548
507932758	38.6607409	-90.3558318
507947075	38.5984829	-90.4154948
507921662	38.6343289	-90.3147768
507904032	38.6345429	-90.1933348
507934479	38.4946129	-90.3569448
505786768	38.5914429	-89.9407949
507944527	38.4995329	-90.4025848
507920794	38.6402629	-90.3087548
508201056	38.7117728	-90.2736548
505793333	38.5575929	-90.0444549
507917661	38.5916079	-90.2951468
507960903	38.5934329	-90.5249047
505805677	38.7081358	-90.0708648
508204248	38.7549228	-90.2107448
507950122	38.5362129	-90.4427548
507925389	38.6735929	-90.3246948
507953089	38.5399229	-90.4606347
505803314	38.7414428	-90.1333948
507972160	38.5048429	-90.6740047
507906551	38.6311229	-90.2136448
508194518	38.7961128	-90.3389048
508182564	38.8127468	-90.5353217
507939906	38.5301509	-90.3887318
507912917	38.6777069	-90.2593898
507914289	38.6592429	-90.2634048
508182493	38.8186168	-90.5238867
507911021	38.6382029	-90.2499148
507953794	38.5681239	-90.4702817
505789234	38.5668369	-89.9864019
505802388	38.7113328	-90.1556548
507953710	38.5232269	-90.4644147
507912075	38.6430429	-90.2583948
507969576	38.2640729	-90.6071247
507908363	38.6474329	-90.2270748
507939601	38.6640129	-90.3791148
508200682	38.7835328	-90.2714148
505789103	38.5716719	-89.9847519
507913530	38.6742829	-90.2612648
507932649	38.6802649	-90.3570818
507915497	38.6789229	-90.2697048
507920910	38.5821729	-90.3080148
507915740	38.6485439	-90.2833798
508203870	38.7005228	-90.2266148
507925893	38.5038949	-90.3320828
507924772	38.6832929	-90.3281418
508202025	38.7193628	-90.2577048
505801154	38.9254528	-90.1771548
507917518	38.6166929	-90.2862648
507940230	38.6087629	-90.3860148
507910046	38.6135929	-90.2443448
508203922	38.7131628	-90.2343448
507951494	38.6633229	-90.4444847
508202412	38.7933028	-90.2396448
507903592	38.6418129	-90.1816648
507939971	38.6885239	-90.3848248
507920565	38.6047529	-90.3035748
508202166	38.7015528	-90.2628548
507906089	38.6157429	-90.1992048
507909033	38.6197529	-90.2335348
507915791	38.5007419	-90.2786048
508195672	38.7489028	-90.3338448
508187895	38.7823928	-90.4464947
505795915	38.6180319	-90.1635188
507957628	38.5925549	-90.5026927
508202088	38.7532228	-90.2519848
508191398	38.7221069	-90.3715638
507948468	38.6731729	-90.4241047
507947697	38.4000469	-90.4308218
508200980	38.7099328	-90.2732148
507905524	38.6689029	-90.1970248
507905134	38.6306029	-90.1967048
507905047	38.6304829	-90.1960548
507954361	38.5995929	-90.4671347
507920067	38.5944329	-90.3017948
508187811	38.7719328	-90.4391047
508194795	38.6956629	-90.3410948
507930287	38.6013429	-90.3413448
507948614	38.6868029	-90.4275447
507934352	38.6604329	-90.3591048
507963674	38.6595229	-90.5515927
507904539	38.6274929	-90.1898048
507912428	38.6592029	-90.2568548
507904139	38.6285429	-90.1905848
507935158	38.5882329	-90.3656348
507940045	38.4495029	-90.3849948
507933499	38.6822029	-90.3515948
507970403	38.5009329	-90.6276147
505807778	38.7064628	-89.9853549
507919957	38.4714730	-90.3046941
507937320	38.5395729	-90.3739148
508198352	38.7558828	-90.2997348
507966418	38.6329929	-90.5655247
507944201	38.5649429	-90.4026948
507932041	38.6535029	-90.3478448
507916494	38.5282429	-90.2768648
507915605	38.6073129	-90.2752248
507919571	38.6288329	-90.2946848
507920815	38.6409829	-90.3109448
507913767	38.6371649	-90.2646608
507914962	38.5933429	-90.2749548
507927824	38.6376259	-90.3374488
507910815	38.6775309	-90.2512458
507941932	38.6881634	-90.3938042
507907050	38.6009429	-90.2105248
507906800	38.6036929	-90.2124848
508181746	38.7996828	-90.5437447
508191540	38.7531528	-90.3860247
507930249	38.5813329	-90.3400448
507905490	38.6598129	-90.1982148
505793153	38.5262929	-90.0428049
507960502	38.6480529	-90.5180747
507923642	38.6204049	-90.3215298
507936905	38.6884249	-90.3734168
508194067	38.6992329	-90.3477248
502417622	37.8560650	-122.2560978
508194661	38.8270328	-90.3417348
507943593	38.6825529	-90.3966448
507908893	38.6402049	-90.2356948
507904179	38.6301029	-90.1911248
507958408	38.4429329	-90.5023947
507951213	38.5399429	-90.4463247
507906957	38.6635729	-90.2080348
507909046	38.6095029	-90.2400648
507935189	38.5356929	-90.3616648
507930953	38.6285679	-90.3463808
507971369	38.4993829	-90.6321247
507908580	38.5942029	-90.2302648
507948523	38.6683529	-90.4271747
507914011	38.6170129	-90.2678048
507914682	38.6755429	-90.2650648
507917937	38.5866729	-90.2928548
507942739	38.2875559	-90.3997508
507915371	38.5903929	-90.2706548
507918170	38.5518729	-90.2927348
508198465	38.8116438	-90.2941878
508184650	38.7793798	-90.4877457
507919439	38.6666329	-90.2997148
507907544	38.6531729	-90.2231448
507910678	38.5820129	-90.2434248
507927388	38.6420229	-90.3338648
507912316	38.5581329	-90.2527448
507915156	38.6677629	-90.2700348
507961824	38.6473345	-90.5352234
505776651	38.3040029	-88.9437052
507918240	38.5226029	-90.2908248
507949566	38.6727429	-90.4370247
507916054	38.6136829	-90.2759048
507925504	38.6520629	-90.3243248
507911344	38.5564129	-90.2502148
507933182	38.5570829	-90.3530348
508193557	38.7966628	-90.3479048
507911636	38.5997429	-90.2463948
507971198	38.6670829	-90.6360547
507936056	38.6056429	-90.3720748
507913174	38.6511829	-90.2622148
507906417	38.6655859	-90.2097258
505804405	38.8616328	-90.1059248
508199124	38.7053828	-90.2880748
507924777	38.6020449	-90.3255328
505945184	39.9609746	-89.7060238
507940541	38.6590129	-90.3848648
507913618	38.5643529	-90.2623248
507955947	38.5816429	-90.4831847
507924757	38.6492759	-90.3261308
507950643	38.5362099	-90.4489487
507922882	38.5956129	-90.3152748
507940749	38.6372389	-90.3924378
507920120	38.5944329	-90.3017948
507963963	38.5633329	-90.5513247
507911486	38.6593729	-90.2508848
507903540	38.6281529	-90.1897048
507928214	38.6315629	-90.3359048
507918772	38.5958329	-90.3001248
508194100	38.7314728	-90.3581848
507915137	38.6735429	-90.2719548
507939905	38.5334989	-90.3851288
507941273	38.5778529	-90.3903148
505802188	38.8886228	-90.1567648
508189149	38.7136629	-90.4315347
507905914	38.6320029	-90.1994448
507915117	38.6248129	-90.2735948
505793520	38.5591129	-90.0637349
507927731	38.6472129	-90.3371788
507913624	38.5669629	-90.2613648
507910116	38.6179429	-90.2452148
507924498	38.6743629	-90.3210548
508203423	38.7278828	-90.2239848
507916890	38.5752829	-90.2885448
505791235	38.5612829	-90.0096249
507953323	38.5841729	-90.4622447
507927763	38.6466949	-90.3372618
508175860	38.7240332	-90.6689941
507915085	38.6169829	-90.2728548
507951063	38.6894158	-90.4450820
508171707	38.7828439	-90.7346226
507942361	38.5627729	-90.3922448
508203606	38.7278728	-90.2264048
507955631	38.5962809	-90.4826387
507933685	38.5928029	-90.3578978
507930589	38.6215329	-90.3397348
508202625	38.6970328	-90.2505848
507923962	38.6205729	-90.3217648
507969690	38.5096709	-90.6250547
507904151	38.6301029	-90.1911248
507913986	38.6459029	-90.2649748
505787294	38.5129529	-89.9739649
507921846	38.6272258	-90.3114905
507915723	38.6204719	-90.2763198
508200164	38.7012029	-90.2807648
507970874	38.6699533	-90.6418644
507912976	38.6902631	-90.2637519
507920016	38.6459529	-90.3056548
507919229	38.5254829	-90.2970648
507918414	38.6060129	-90.2905948
508199200	38.7063228	-90.2959048
507917155	38.5620129	-90.2877748
508203337	38.8142528	-90.2354548
508174819	38.7059549	-90.6811997
507909452	38.6782029	-90.2346548
507907596	38.6668429	-90.2160248
507934535	38.4640729	-90.3592048
507938206	38.6413929	-90.3770648
507928970	38.5896729	-90.3389698
508201137	38.7141728	-90.2702648
507929779	38.4921889	-90.3423808
507954181	38.5178529	-90.4679247
507946677	38.5742409	-90.4185568
508185804	38.7719328	-90.4860347
507937412	38.5096129	-90.3728748
507909904	38.6572671	-90.2466413
507904926	38.6313629	-90.1963948
508183929	38.7884728	-90.5169747
507906592	38.6328329	-90.2138048
507921746	38.6275979	-90.3152098
507960001	38.5949529	-90.5162547
508199181	38.7041128	-90.2955848
507946102	38.5731329	-90.4138648
507962872	38.5914229	-90.5464447
507954684	38.5273759	-90.4736917
507904107	38.6330329	-90.1926048
505787014	38.5853909	-89.9758759
507937477	38.5113429	-90.3745948
508185105	38.7827028	-90.4885147
507939202	38.5875629	-90.3833248
507933585	38.6222929	-90.3553648
505808340	38.7170728	-89.9852249
507951637	38.5082829	-90.4522928
507945887	38.5143641	-90.4128348
507949915	38.6029519	-90.4405997
507921691	38.6343289	-90.3147768
507916946	38.6229929	-90.2875648
507975264	38.3776169	-90.9397496
505806656	38.7737158	-90.0055909
507910539	38.5989029	-90.2431348
505792109	38.6854788	-90.0259479
505807320	38.7156028	-90.0341248
505790631	38.5932829	-90.0010849
508179520	38.7814329	-90.6037847
507976995	38.5128379	-91.0469706
507909361	38.6542829	-90.2327548
507945184	38.5992829	-90.4093248
507971709	38.6626619	-90.6515907
507952935	38.5608736	-90.4565744
507911431	38.6570729	-90.2490148
507909723	38.5978129	-90.2342848
507906998	38.6650529	-90.2095648
508203946	38.6954828	-90.2242348
507908949	38.6684319	-90.2335428
505803276	38.6998428	-90.1441148
508195453	38.8373028	-90.3332148
505789441	38.5085429	-89.9872049
507938775	38.5338229	-90.3834008
507926561	38.6533129	-90.3308448
508194935	38.7288128	-90.3429148
507912553	38.6696229	-90.2529348
505802339	38.6979428	-90.1562748
508174163	38.7809729	-90.7037547
507962077	38.5736529	-90.5293847
508203995	38.7241028	-90.2287048
508189890	38.7560828	-90.4261647
507905346	38.6331629	-90.1973148
507932224	38.6527829	-90.3497548
507918401	38.6046529	-90.2896648
507939303	38.5542729	-90.3812648
507907460	38.6152429	-90.2228948
508192907	38.6926429	-90.3632648
505792793	38.6206129	-90.0337749
507915443	38.5981429	-90.2692348
507959239	38.6257529	-90.5102947
508194974	38.7272028	-90.3447948
507935351	38.5177829	-90.3644848
507914868	38.6479229	-90.2745648
507948902	38.5107629	-90.4344348
507921950	38.6329229	-90.3132148
507915948	38.5889929	-90.2809048
507923153	38.5545729	-90.3180248
507939515	38.5083429	-90.3780448
507963545	38.4603829	-90.5408947
507942107	38.3756929	-90.3939048
507936471	38.5061329	-90.3652348
507957714	38.6800539	-90.4986717
507909406	38.6818029	-90.2366848
508194764	38.7751028	-90.3442548
507915860	38.5916129	-90.2798648
508188106	38.7071829	-90.4386747
505807792	38.6919628	-89.9680749
507944490	38.5540629	-90.4029548
507932601	38.6228929	-90.3481748
507925824	38.5198839	-90.3320378
508199667	38.7362838	-90.2782228
507909767	38.5799229	-90.2308748
507962982	38.5995329	-90.5371247
507912952	38.6348135	-90.2631942
507916543	38.5288929	-90.2801348
507915309	38.5841629	-90.2693048
508204562	38.7839028	-90.2189248
505786540	38.5464129	-89.9468549
507928207	38.6312429	-90.3376048
507905258	38.6243729	-90.1968748
507950763	38.5636109	-90.4471887
507920110	38.5928729	-90.3015748
507906851	38.6038229	-90.2153048
507935253	38.6450129	-90.3660748
507942201	38.5813629	-90.3961648
507960197	38.5732629	-90.5180347
508187217	38.7084029	-90.4675247
507906835	38.6072529	-90.2102748
507910120	38.6230229	-90.2393248
507977566	38.5757109	-91.0409656
507910913	38.6399429	-90.2479548
507921529	38.6712929	-90.3092548
507911792	38.5910239	-90.2570828
508186507	38.7684198	-90.4540867
507953040	38.5233929	-90.4601447
507923087	38.5655929	-90.3182448
507905705	38.6199329	-90.2035248
507957777	38.4897939	-90.4980857
507942615	38.6843429	-90.3926948
507936195	38.6011629	-90.3707248
507916090	38.6211729	-90.2809248
507911373	38.5555429	-90.2499048
507912187	38.6110829	-90.2540348
507918867	38.5884029	-90.2943248
507921346	38.4572929	-90.3053348
507932766	38.6607409	-90.3558318
507909676	38.6049929	-90.2365748
507964241	38.6547429	-90.5552547
507936604	38.6660429	-90.3674348
507918894	38.5763229	-90.2999248
507946211	38.5990729	-90.4114548
508193466	38.7506737	-90.3485739
508185893	38.7871828	-90.4858847
508201264	38.7215428	-90.2674948
507948761	38.6024539	-90.4378757
507948117	38.5792429	-90.4267148
507963044	38.5691229	-90.5415347
508192425	38.7033659	-90.3618068
508201773	38.7025828	-90.2609948
507908271	38.6131129	-90.2247448
507912710	38.5699629	-90.2564948
507909922	38.6388329	-90.2426048
507963477	38.6640329	-90.5456447
508185596	38.7784848	-90.4826917
508193906	38.7116129	-90.3478748
507924577	38.6060629	-90.3213148
508188293	38.7009929	-90.4465147
507928679	38.6476239	-90.3386848
507917933	38.5810329	-90.2938248
507937308	38.5507329	-90.3739748
507959193	38.5555329	-90.5095347
508199374	38.7732428	-90.2799168
507965064	38.6477541	-90.5645049
507953692	38.5434769	-90.4651317
508190195	38.7109829	-90.4208447
507921927	38.6320029	-90.3131848
507906678	38.6160929	-90.2116948
507936919	38.6452445	-90.3731417
507904204	38.6289929	-90.1917448
507912269	38.6106329	-90.2547048
505804204	38.7356828	-90.1146048
507912438	38.6698329	-90.2574748
507907025	38.6668729	-90.2066748
507938812	38.4863979	-90.3833948
507915241	38.5581029	-90.2691848
507917138	38.6675429	-90.2855048
507913826	38.6017429	-90.2697218
507918893	38.5885629	-90.2944348
507942309	38.6531529	-90.3958748
508191858	38.7763828	-90.3719348
507926983	38.5076379	-90.3339158
505792146	38.6759638	-90.0205639
507908171	38.6382229	-90.2254748
507906990	38.6600329	-90.2095248
507921012	38.6309929	-90.3079448
507907200	38.6362229	-90.2178148
507952408	38.6084029	-90.4543847
507909467	38.6691929	-90.2361248
507963822	38.4042379	-90.5545007
507917577	38.6007929	-90.2833848
507909894	38.6261040	-90.2460340
507910952	38.6403029	-90.2496948
507909038	38.6092129	-90.2405748
507914017	38.6170129	-90.2678048
507921579	38.5990229	-90.3079948
507976718	38.4550989	-91.0254296
507912431	38.6631529	-90.2581848
507947421	38.6249929	-90.4218047
507964371	38.6568829	-90.5533447
507910796	38.6173249	-90.2522428
507945480	38.6428429	-90.4059048
505554975	33.8970635	-84.4897168
507921658	38.6343289	-90.3147768
505808610	38.7785488	-89.9538059
507919118	38.5440129	-90.2996748
508143563	38.7535430	-93.7439438
507925838	38.5205009	-90.3309498
513363601	39.9858213	-83.1509078
507906339	38.6323269	-90.2096518
508171375	38.7815629	-90.7856646
508195641	38.7527128	-90.3339948
505807990	38.7771028	-89.9886949
507911855	38.6479629	-90.2591048
507906847	38.6174729	-90.2124648
507925376	38.6627829	-90.3245848
507911351	38.5751929	-90.2490548
508189079	38.7252229	-90.4291447
507948172	38.5702829	-90.4325848
507930764	38.6352609	-90.3449818
507915463	38.6863529	-90.2735748
507950925	38.6392939	-90.4438707
507908287	38.6106629	-90.2308848
505802923	38.9059628	-90.1315448
507924436	38.6624829	-90.3215148
507908459	38.6516429	-90.2253448
507910984	38.6415929	-90.2516048
508202650	38.7014728	-90.2467148
507953873	38.6797069	-90.4689937
507952102	38.5361729	-90.4530847
507934379	38.6585229	-90.3576948
508197405	38.7539128	-90.3108848
