sp_id	sp_gq_id	age	sex
939529107	450028677	76	F
939529106	450028677	90	F
939529105	450028677	82	F
939529104	450028677	97	F
939529103	450028677	87	F
939529102	450028677	89	F
939529101	450028677	89	F
939529100	450028677	84	F
939529099	450028677	73	F
939529098	450028677	84	F
939529097	450028677	94	F
939529096	450028677	97	F
939529095	450028677	69	F
939529094	450028677	94	F
939529093	450028677	75	F
939529092	450028677	66	F
939529091	450028677	86	F
939529090	450028677	84	F
939529089	450028677	90	F
939529088	450028677	88	F
939529087	450028677	81	F
939529086	450028677	78	F
939529085	450028677	94	F
939529084	450028677	77	F
939529083	450028677	89	F
939529082	450028677	85	F
939529081	450028677	85	F
939529080	450028677	80	F
939529079	450028677	86	F
939529078	450028677	74	F
939529077	450028677	76	F
939529076	450028677	85	F
939529075	450028677	86	F
939529074	450028677	73	F
939529073	450028677	89	F
939529072	450028677	83	F
939529071	450028677	91	F
939529070	450028677	91	F
939529069	450028677	88	F
939529068	450028677	89	F
939529067	450028677	79	F
939529066	450028677	79	F
939529065	450028677	81	F
939529064	450028677	84	F
939529063	450028677	95	F
939529062	450028677	75	F
939529061	450028677	67	F
939529060	450028677	78	F
939529059	450028677	96	F
939529058	450028677	79	F
939529057	450028677	79	F
939529056	450028677	75	F
939529055	450028677	83	F
939529054	450028677	90	F
939529053	450028677	87	F
939529052	450028677	76	F
940404144	450045738	52	M
940742012	450045738	78	M
940742011	450045738	71	M
940742010	450045738	73	M
940742009	450045738	76	M
940742008	450045738	74	M
940742007	450045738	86	M
940742006	450045738	89	M
940742005	450045738	82	M
940742004	450045738	89	M
940742003	450045738	69	M
939306279	450045738	48	F
939306280	450045738	57	F
939306281	450045738	32	F
939306282	450045738	38	F
939306283	450045738	58	F
939306284	450045738	64	F
939306285	450045738	50	F
939306286	450045738	62	F
939306287	450045738	54	F
939306288	450045738	63	F
939306289	450045738	50	F
939306290	450045738	29	F
939306291	450045738	46	F
939306292	450045738	27	F
939306293	450045738	47	F
939306294	450045738	44	F
939306295	450045738	35	F
939306296	450045738	29	F
939306297	450045738	60	F
939306298	450045738	62	F
939306299	450045738	47	F
939306300	450045738	46	F
939306301	450045738	25	F
939306302	450045738	42	F
939306303	450045738	41	F
939306304	450045738	57	F
939306305	450045738	45	F
939306306	450045738	59	F
939306307	450045738	59	F
939306308	450045738	53	F
939306309	450045738	55	F
939306310	450045738	57	F
939306311	450045738	56	F
939306312	450045738	18	F
939306313	450045738	61	F
939306314	450045738	62	F
940404169	450045738	52	M
940404168	450045738	57	M
940404167	450045738	59	M
940404166	450045738	60	M
940404165	450045738	45	M
940404164	450045738	19	M
940404163	450045738	36	M
940404162	450045738	55	M
940404161	450045738	55	M
940404160	450045738	41	M
940404159	450045738	51	M
940404158	450045738	42	M
940404157	450045738	60	M
940404156	450045738	63	M
940404155	450045738	52	M
940404154	450045738	63	M
940404153	450045738	64	M
940404152	450045738	43	M
940404151	450045738	39	M
940404150	450045738	18	M
940404149	450045738	48	M
940404148	450045738	22	M
940404147	450045738	28	M
940404146	450045738	46	M
940404145	450045738	64	M
940404143	450045738	55	M
940404142	450045738	61	M
940404141	450045738	52	M
940404140	450045738	49	M
940404139	450045738	49	M
940404138	450045738	34	M
940404137	450045738	40	M
940404136	450045738	43	M
940404135	450045738	55	M
940404134	450045738	45	M
940404133	450045738	61	M
940404132	450045738	31	M
940404131	450045738	50	M
940404130	450045738	25	M
940404129	450045738	48	M
940404128	450045738	60	M
940404127	450045738	61	M
940404126	450045738	26	M
940404125	450045738	63	M
940404124	450045738	54	M
940185303	450045738	87	F
940185302	450045738	86	F
940185301	450045738	91	F
940185300	450045738	96	F
940185299	450045738	80	F
940185298	450045738	98	F
940185297	450045738	89	F
940185296	450045738	85	F
940185295	450045738	86	F
940185294	450045738	73	F
940185293	450045738	86	F
940185292	450045738	92	F
940185291	450045738	84	F
940185290	450045738	83	F
940185289	450045738	89	F
940185288	450045738	69	F
940185287	450045738	88	F
940185286	450045738	90	F
940185285	450045738	80	F
940185284	450045738	80	F
940185283	450045738	93	F
940185282	450045738	87	F
940185281	450045738	85	F
940185280	450045738	69	F
940185279	450045738	93	F
940185278	450045738	72	F
940584046	450035121	86	M
939336265	450035121	62	F
939336264	450035121	47	F
939336263	450035121	62	F
939336262	450035121	46	F
939336261	450035121	60	F
939336260	450035121	55	F
939336259	450035121	49	F
939336258	450035121	57	F
939336257	450035121	61	F
939336256	450035121	58	F
939336255	450035121	61	F
939336254	450035121	61	F
940584051	450035121	66	M
940584052	450035121	82	M
940584053	450035121	92	M
940584054	450035121	94	M
940584055	450035121	80	M
940584056	450035121	70	M
940584057	450035121	79	M
940584058	450035121	88	M
940584059	450035121	87	M
940584060	450035121	66	M
940584061	450035121	92	M
939790563	450035121	88	F
939790562	450035121	77	F
939790561	450035121	103	F
940584050	450035121	80	M
940584049	450035121	72	M
940584048	450035121	72	M
940584047	450035121	71	M
939336266	450035121	63	F
940584045	450035121	86	M
940584044	450035121	94	M
940584043	450035121	96	M
940584042	450035121	97	M
940584041	450035121	92	M
940343893	450035121	43	M
940343894	450035121	59	M
940343895	450035121	18	M
940343896	450035121	61	M
940343897	450035121	57	M
940343898	450035121	55	M
940343899	450035121	39	M
940343900	450035121	61	M
940343901	450035121	52	M
940343902	450035121	38	M
940343903	450035121	63	M
940343904	450035121	39	M
940343905	450035121	57	M
940343906	450035121	30	M
940343907	450035121	47	M
940343908	450035121	56	M
939790564	450035121	80	F
939790565	450035121	93	F
939790566	450035121	90	F
939790567	450035121	94	F
939790568	450035121	78	F
939790569	450035121	71	F
939790570	450035121	70	F
939790571	450035121	82	F
939790572	450035121	105	F
939790573	450035121	79	F
939790574	450035121	90	F
939790575	450035121	90	F
939790576	450035121	77	F
939790577	450035121	95	F
939790578	450035121	89	F
939790579	450035121	84	F
939790580	450035121	76	F
939790581	450035121	83	F
939790582	450035121	80	F
939790583	450035121	84	F
939790584	450035121	81	F
939790585	450035121	88	F
939790586	450035121	77	F
939790587	450035121	82	F
939790588	450035121	94	F
939790589	450035121	91	F
939790590	450035121	86	F
939790591	450035121	90	F
939790592	450035121	85	F
939790593	450035121	81	F
939790594	450035121	81	F
939790595	450035121	88	F
939790596	450035121	87	F
939790597	450035121	98	F
939790598	450035121	71	F
939790599	450035121	75	F
939790600	450035121	84	F
939790601	450035121	69	F
939790602	450035121	83	F
940343909	450035121	60	M
939336270	450035121	38	F
939336269	450035121	43	F
939336268	450035121	60	F
939336267	450035121	43	F
942051069	450018533	13	F
942051070	450018533	37	F
940362084	450038348	33	M
940362083	450038348	51	M
940362082	450038348	58	M
940362081	450038348	58	M
940362080	450038348	60	M
940362079	450038348	41	M
940362078	450038348	33	M
940362077	450038348	52	M
940362076	450038348	55	M
939348954	450038348	62	F
939348953	450038348	50	F
939348952	450038348	57	F
939348951	450038348	52	F
939348950	450038348	59	F
939348949	450038348	63	F
939348948	450038348	44	F
939348947	450038348	64	F
939348946	450038348	45	F
939348945	450038348	57	F
939348944	450038348	64	F
939918646	450038348	87	F
939918645	450038348	76	F
939918644	450038348	84	F
939918643	450038348	65	F
939918642	450038348	85	F
939918641	450038348	75	F
939918640	450038348	81	F
939918663	450038348	87	F
939918662	450038348	88	F
939918661	450038348	65	F
939918660	450038348	86	F
939918659	450038348	90	F
939918658	450038348	89	F
939918657	450038348	87	F
939918656	450038348	70	F
939918655	450038348	82	F
939918654	450038348	76	F
939918653	450038348	89	F
939918652	450038348	76	F
939918651	450038348	90	F
939918650	450038348	83	F
939918649	450038348	85	F
939918648	450038348	85	F
939918647	450038348	85	F
939918639	450038348	84	F
939918638	450038348	100	F
939918637	450038348	86	F
939918636	450038348	78	F
939918635	450038348	77	F
939918634	450038348	81	F
939918633	450038348	89	F
939918632	450038348	99	F
939918631	450038348	82	F
939918630	450038348	75	F
939918629	450038348	89	F
939918628	450038348	71	F
939918627	450038348	80	F
939918626	450038348	89	F
939918625	450038348	90	F
939918624	450038348	86	F
939918623	450038348	98	F
939918622	450038348	89	F
939918621	450038348	65	F
939918620	450038348	99	F
939918619	450038348	90	F
939918618	450038348	83	F
939918617	450038348	87	F
939918616	450038348	101	F
939918615	450038348	76	F
939918614	450038348	78	F
939918613	450038348	88	F
939918612	450038348	70	F
939918611	450038348	78	F
940633986	450038348	77	M
940633985	450038348	82	M
940633984	450038348	76	M
940633983	450038348	68	M
940633982	450038348	75	M
940633981	450038348	73	M
940633980	450038348	95	M
940633979	450038348	69	M
940633978	450038348	80	M
940633977	450038348	86	M
940633976	450038348	77	M
940633975	450038348	75	M
940633974	450038348	69	M
940633962	450038348	86	M
940633963	450038348	74	M
940633964	450038348	84	M
940633965	450038348	81	M
940633966	450038348	67	M
940633967	450038348	67	M
940633968	450038348	79	M
940633969	450038348	87	M
940633970	450038348	86	M
940633971	450038348	90	M
940633973	450038348	90	M
940633972	450038348	76	M
940362085	450038348	36	M
937630037	450000345	22	F
937630038	450000345	19	F
937630039	450000345	21	F
937630040	450000345	21	F
937630041	450000345	22	F
937630042	450000345	21	F
937630043	450000345	19	F
937630044	450000345	18	F
937630045	450000345	22	F
937630046	450000345	19	F
937630047	450000345	18	F
937630048	450000345	21	F
937630049	450000345	19	F
937630050	450000345	19	F
937630063	450000345	21	F
937630062	450000345	22	F
937630061	450000345	21	F
937630060	450000345	20	F
937630059	450000345	19	F
937630058	450000345	20	F
937630057	450000345	18	F
937630056	450000345	18	F
937630055	450000345	21	F
937630054	450000345	21	F
937630053	450000345	21	F
937630052	450000345	22	F
937630051	450000345	20	F
937629885	450000345	22	M
937629886	450000345	18	M
937629887	450000345	23	M
937629888	450000345	22	M
937629889	450000345	19	M
937629890	450000345	22	M
937629891	450000345	19	M
937629892	450000345	21	M
937629893	450000345	23	M
937629894	450000345	19	M
937629895	450000345	18	M
937629896	450000345	20	M
937629897	450000345	21	M
937629898	450000345	18	M
937629899	450000345	20	M
937629900	450000345	24	M
937629901	450000345	19	M
937629902	450000345	19	M
937629903	450000345	23	M
937629904	450000345	21	M
937629905	450000345	19	M
937629906	450000345	21	M
937629907	450000345	22	M
937629908	450000345	22	M
937629909	450000345	19	M
937629910	450000345	20	M
937629911	450000345	19	M
937629912	450000345	21	M
937629913	450000345	19	M
937629914	450000345	20	M
937629915	450000345	18	M
937629916	450000345	18	M
937629917	450000345	23	M
937629918	450000345	27	M
937629919	450000345	22	M
937629920	450000345	22	M
937629921	450000345	21	M
937629922	450000345	23	M
937629923	450000345	22	M
937629924	450000345	21	M
937629925	450000345	19	M
937629926	450000345	19	M
937629927	450000345	19	M
937629928	450000345	22	M
937629929	450000345	19	M
937629930	450000345	21	M
937629931	450000345	22	M
937629932	450000345	23	M
937629933	450000345	21	M
937629934	450000345	21	M
937629935	450000345	24	M
937629936	450000345	19	M
937629937	450000345	19	M
937629938	450000345	19	M
937629939	450000345	18	M
937629940	450000345	21	M
937629941	450000345	19	M
937629942	450000345	20	M
937629943	450000345	18	M
937629944	450000345	18	M
937629945	450000345	20	M
937629946	450000345	19	M
937629947	450000345	30	M
937629948	450000345	20	M
937629949	450000345	22	M
937629950	450000345	22	M
937629951	450000345	20	M
937629952	450000345	19	M
937629953	450000345	42	M
937629954	450000345	21	M
937629955	450000345	23	M
937629956	450000345	21	M
937629957	450000345	22	M
937629958	450000345	20	M
937629959	450000345	19	M
937629960	450000345	25	M
937629961	450000345	19	M
937629962	450000345	22	M
937630073	450000345	21	F
937630072	450000345	19	F
937630071	450000345	18	F
937630070	450000345	22	F
937630069	450000345	20	F
937630068	450000345	18	F
937630067	450000345	19	F
937630066	450000345	23	F
937630065	450000345	25	F
937630064	450000345	22	F
937629963	450000345	21	M
937629964	450000345	23	M
937629965	450000345	19	M
937629966	450000345	23	M
937629967	450000345	22	M
937629968	450000345	18	M
937629969	450000345	20	M
937629970	450000345	18	M
937629971	450000345	20	M
937629972	450000345	20	M
937629973	450000345	20	M
937629974	450000345	19	M
937629975	450000345	19	M
937629976	450000345	20	M
937629977	450000345	20	M
937629978	450000345	15	F
937629979	450000345	20	F
937629980	450000345	19	F
937629981	450000345	26	F
937629982	450000345	20	F
937629983	450000345	20	F
937629984	450000345	24	F
937629985	450000345	19	F
937629986	450000345	22	F
937629987	450000345	41	F
937629988	450000345	18	F
937629989	450000345	18	F
937629990	450000345	21	F
937629991	450000345	26	F
937629992	450000345	19	F
937629993	450000345	18	F
937629994	450000345	18	F
937629995	450000345	19	F
937629996	450000345	21	F
937629997	450000345	20	F
937629998	450000345	24	F
937629999	450000345	18	F
937630000	450000345	18	F
937630001	450000345	20	F
937630002	450000345	18	F
937630003	450000345	18	F
937630004	450000345	22	F
937630005	450000345	18	F
937630006	450000345	22	F
937630007	450000345	20	F
937630008	450000345	19	F
937630009	450000345	19	F
937630010	450000345	25	F
937630011	450000345	19	F
937630012	450000345	18	F
937630013	450000345	18	F
937630014	450000345	18	F
937630015	450000345	21	F
937630016	450000345	21	F
937630017	450000345	18	F
937630018	450000345	18	F
937630019	450000345	20	F
937630020	450000345	23	F
937630021	450000345	19	F
937630022	450000345	18	F
937630023	450000345	19	F
937630024	450000345	19	F
937630025	450000345	19	F
937630026	450000345	22	F
937630027	450000345	19	F
937630028	450000345	18	F
937630029	450000345	18	F
937630030	450000345	21	F
937630031	450000345	18	F
937630032	450000345	19	F
937630033	450000345	24	F
937630034	450000345	18	F
937630035	450000345	18	F
937630036	450000345	20	F
942051028	450018534	17	M
942051029	450018534	17	M
942051027	450018534	17	M
942051034	450018534	17	M
942051033	450018534	17	M
942051032	450018534	14	M
942051031	450018534	17	M
942051030	450018534	16	M
942053547	450009072	34	M
942053546	450009072	40	M
942053545	450009072	35	M
942053544	450009072	41	M
942053543	450009072	39	M
942053542	450009072	24	M
942053541	450009072	60	M
942053540	450009072	61	M
942053539	450009072	42	M
942053560	450009072	41	M
942053559	450009072	27	M
942053558	450009072	48	M
942053557	450009072	42	M
942053556	450009072	26	M
942053555	450009072	31	M
942053554	450009072	54	M
942053553	450009072	37	M
942053552	450009072	56	M
942053562	450009072	48	M
942053563	450009072	32	M
942053564	450009072	51	M
942053565	450009072	41	M
942053566	450009072	33	M
942053567	450009072	40	M
942053568	450009072	23	M
942053569	450009072	39	M
942053538	450009072	37	M
942053537	450009072	49	M
942053536	450009072	23	M
942053535	450009072	27	M
942053534	450009072	60	M
942053533	450009072	49	M
942053532	450009072	27	M
942053531	450009072	31	M
942053530	450009072	31	M
942053529	450009072	36	M
942053618	450009072	33	M
942053619	450009072	25	M
942053620	450009072	45	M
942053561	450009072	21	M
942053528	450009072	37	M
942053527	450009072	44	M
942053526	450009072	29	M
942053525	450009072	47	M
942053524	450009072	39	M
942053523	450009072	37	M
942053522	450009072	54	M
942053521	450009072	31	M
942053520	450009072	27	M
942053519	450009072	54	M
942053518	450009072	36	M
942053517	450009072	35	M
942053516	450009072	27	M
942053515	450009072	29	M
942053514	450009072	47	M
942053513	450009072	50	M
942053512	450009072	22	M
942053511	450009072	31	M
942053510	450009072	27	M
942053509	450009072	41	M
942053508	450009072	38	M
942053507	450009072	50	M
942053506	450009072	35	M
942053505	450009072	39	M
942053504	450009072	54	M
942053551	450009072	43	M
942053502	450009072	16	M
942053570	450009072	49	M
942053571	450009072	24	M
942053572	450009072	24	M
942053573	450009072	35	M
942053574	450009072	50	M
942053575	450009072	42	M
942053576	450009072	36	M
942053577	450009072	34	M
942053578	450009072	30	M
942053579	450009072	34	M
942053580	450009072	35	M
942053581	450009072	55	M
942053582	450009072	39	M
942053583	450009072	62	M
942053584	450009072	27	M
942053585	450009072	37	M
942053586	450009072	42	M
942053587	450009072	43	M
942053588	450009072	27	M
942053589	450009072	35	M
942053590	450009072	54	M
942053591	450009072	28	M
942053592	450009072	28	M
942053593	450009072	41	M
942053594	450009072	27	M
942053595	450009072	54	M
942053596	450009072	20	M
942053597	450009072	52	M
942053598	450009072	36	M
942053599	450009072	39	M
942053600	450009072	31	M
942053601	450009072	25	M
942053602	450009072	46	M
942053604	450009072	44	M
942053605	450009072	34	M
942053606	450009072	47	M
942053607	450009072	27	M
942053608	450009072	23	M
942053609	450009072	33	M
942053610	450009072	54	M
942053611	450009072	39	M
942053612	450009072	24	M
942053613	450009072	28	M
942053603	450009072	26	M
942053614	450009072	18	M
942053615	450009072	54	M
942053616	450009072	58	M
942053617	450009072	29	M
942053550	450009072	33	M
942053549	450009072	41	M
942053548	450009072	48	M
942053632	450009073	46	M
942053690	450009073	39	M
942053691	450009073	47	M
942053692	450009073	18	M
942053693	450009073	27	M
942053694	450009073	36	M
942053695	450009073	40	M
942053696	450009073	21	M
942053697	450009073	20	M
942053698	450009073	25	M
942053503	450009073	16	M
942053699	450009073	30	M
942053700	450009073	60	M
942053701	450009073	43	M
942053702	450009073	50	M
942053703	450009073	26	M
942053704	450009073	40	M
942053705	450009073	40	M
942053706	450009073	25	M
942053707	450009073	34	M
942053708	450009073	40	M
942053709	450009073	57	M
942053710	450009073	32	M
942053711	450009073	38	M
942053712	450009073	32	M
942053713	450009073	52	M
942053714	450009073	38	M
942053715	450009073	24	M
942053716	450009073	29	M
942053717	450009073	58	M
942053718	450009073	35	M
942053719	450009073	39	M
942053720	450009073	44	M
942053721	450009073	46	M
942053722	450009073	54	M
942053723	450009073	34	M
942053724	450009073	54	M
942053725	450009073	25	M
942053726	450009073	29	M
942053727	450009073	40	M
942053728	450009073	45	M
942053729	450009073	46	M
942053730	450009073	38	M
942053731	450009073	26	M
942053732	450009073	25	M
942053733	450009073	38	M
942053734	450009073	22	M
942053735	450009073	29	M
942053736	450009073	32	M
942053737	450009073	34	M
942053675	450009073	22	M
942053674	450009073	47	M
942053673	450009073	20	M
942053672	450009073	23	M
942053671	450009073	52	M
942053670	450009073	29	M
942053669	450009073	33	M
942053668	450009073	47	M
942053667	450009073	23	M
942053666	450009073	28	M
942053665	450009073	63	M
942053664	450009073	31	M
942053663	450009073	58	M
942053662	450009073	41	M
942053661	450009073	31	M
942053660	450009073	42	M
942053659	450009073	28	M
942053658	450009073	38	M
942053657	450009073	22	M
942053656	450009073	35	M
942053655	450009073	33	M
942053654	450009073	43	M
942053653	450009073	45	M
942053652	450009073	26	M
942053651	450009073	21	M
942053650	450009073	38	M
942053649	450009073	18	M
942053648	450009073	37	M
942053647	450009073	24	M
942053646	450009073	42	M
942053645	450009073	38	M
942053644	450009073	29	M
942053643	450009073	59	M
942053642	450009073	35	M
942053641	450009073	45	M
942053676	450009073	38	M
942053677	450009073	52	M
942053678	450009073	36	M
942053679	450009073	27	M
942053680	450009073	44	M
942053681	450009073	44	M
942053682	450009073	63	M
942053683	450009073	24	M
942053684	450009073	33	M
942053685	450009073	56	M
942053686	450009073	49	M
942053687	450009073	33	M
942053688	450009073	19	M
942053689	450009073	32	M
942053640	450009073	33	M
942053639	450009073	49	M
942053638	450009073	34	M
942053637	450009073	30	M
942053636	450009073	49	M
942053635	450009073	47	M
942053634	450009073	42	M
942053633	450009073	46	M
942053631	450009073	53	M
942053630	450009073	51	M
942053629	450009073	51	M
942053628	450009073	36	M
942053627	450009073	36	M
942053626	450009073	25	M
942053625	450009073	32	M
942053624	450009073	25	M
942053623	450009073	33	M
942053622	450009073	44	M
942053621	450009073	34	M
942053498	450018535	15	M
942053500	450018535	17	M
942053501	450018535	14	M
942053481	450018535	16	M
942053482	450018535	17	M
942053483	450018535	17	M
942053484	450018535	17	M
942053485	450018535	14	M
942053486	450018535	17	M
942053487	450018535	17	M
942053488	450018535	17	M
942053489	450018535	15	M
942053490	450018535	17	M
942053491	450018535	16	M
942053492	450018535	14	M
942053493	450018535	17	M
942053494	450018535	17	M
942053499	450018535	15	M
942053495	450018535	16	M
942053496	450018535	16	M
942053497	450018535	17	M
942053473	450018535	17	M
942053474	450018535	17	M
942053475	450018535	13	M
942053476	450018535	17	M
942053477	450018535	16	M
942053478	450018535	16	M
942053479	450018535	15	M
942053480	450018535	14	M
942053740	450018536	47	F
942053749	450018536	25	F
942053742	450018536	44	F
942053743	450018536	29	F
942053744	450018536	45	F
942053745	450018536	39	F
942053746	450018536	20	F
942053750	450018536	22	F
942053751	450018536	26	F
942053752	450018536	31	F
942053753	450018536	58	F
942053754	450018536	25	F
942053755	450018536	32	F
942053739	450018536	48	F
942053738	450018536	23	F
942053741	450018536	30	F
942053747	450018536	33	F
942053748	450018536	52	F
939529570	450028678	79	F
939529569	450028678	68	F
939529568	450028678	100	F
939529567	450028678	78	F
939529566	450028678	86	F
939529565	450028678	90	F
939529564	450028678	90	F
939529563	450028678	76	F
939529562	450028678	85	F
939529561	450028678	86	F
939529560	450028678	75	F
939529559	450028678	86	F
939529558	450028678	98	F
939529557	450028678	95	F
939529556	450028678	89	F
939529526	450028678	94	F
939529525	450028678	87	F
939529524	450028678	83	F
939529523	450028678	77	F
939529522	450028678	83	F
939529521	450028678	86	F
939529520	450028678	80	F
939529519	450028678	91	F
939529518	450028678	80	F
939529517	450028678	80	F
939529516	450028678	102	F
939529515	450028678	84	F
939529514	450028678	104	F
939529513	450028678	94	F
939529512	450028678	70	F
939529510	450028678	86	F
939529511	450028678	85	F
939529544	450028678	89	F
939529545	450028678	78	F
939529546	450028678	90	F
939529547	450028678	75	F
939529548	450028678	89	F
939529549	450028678	85	F
939529550	450028678	83	F
939529551	450028678	75	F
939529509	450028678	87	F
939529508	450028678	92	F
939529507	450028678	98	F
939529506	450028678	89	F
939529505	450028678	65	F
939529537	450028678	86	F
939529552	450028678	80	F
939529553	450028678	81	F
939529554	450028678	79	F
939529555	450028678	88	F
939529536	450028678	86	F
939529535	450028678	75	F
939529534	450028678	93	F
939529533	450028678	90	F
939529532	450028678	95	F
939529531	450028678	81	F
939529530	450028678	79	F
939529529	450028678	89	F
939529528	450028678	97	F
939529527	450028678	98	F
940480795	450028678	68	M
940480796	450028678	89	M
940480797	450028678	65	M
940480798	450028678	99	M
940480799	450028678	85	M
940480800	450028678	74	M
940480801	450028678	70	M
939529543	450028678	78	F
939529542	450028678	89	F
939529541	450028678	88	F
939529540	450028678	89	F
939529539	450028678	90	F
939529538	450028678	81	F
939341743	450028678	64	F
939341744	450028678	63	F
939341745	450028678	49	F
939529572	450028678	93	F
939529571	450028678	86	F
939360811	450035122	61	F
939791303	450035122	87	F
939791304	450035122	86	F
939791305	450035122	89	F
939791306	450035122	89	F
939791307	450035122	84	F
939791308	450035122	77	F
939791309	450035122	94	F
939791310	450035122	93	F
939791311	450035122	98	F
939791312	450035122	89	F
939791313	450035122	96	F
939791314	450035122	81	F
939791315	450035122	75	F
939791316	450035122	79	F
939791317	450035122	90	F
939791318	450035122	76	F
939791319	450035122	94	F
939791320	450035122	83	F
939791321	450035122	87	F
939791322	450035122	77	F
939791323	450035122	70	F
939791324	450035122	85	F
939791325	450035122	87	F
939791326	450035122	86	F
939791327	450035122	90	F
939791328	450035122	80	F
940344108	450035122	59	M
940344107	450035122	52	M
940344106	450035122	23	M
940344105	450035122	56	M
940344104	450035122	58	M
940344103	450035122	34	M
940344102	450035122	35	M
940344101	450035122	63	M
940344100	450035122	60	M
940344099	450035122	60	M
940344098	450035122	60	M
940344097	450035122	40	M
940344096	450035122	57	M
940344095	450035122	59	M
940344094	450035122	42	M
940344093	450035122	49	M
940344092	450035122	28	M
940344091	450035122	19	M
940344090	450035122	56	M
939360812	450035122	45	F
939360810	450035122	49	F
939360809	450035122	26	F
939360808	450035122	64	F
939360807	450035122	58	F
939360806	450035122	45	F
939360805	450035122	52	F
939360804	450035122	55	F
939360803	450035122	60	F
939360802	450035122	51	F
939360801	450035122	49	F
939360800	450035122	29	F
939360799	450035122	53	F
939360798	450035122	56	F
939360797	450035122	49	F
939360796	450035122	24	F
939360795	450035122	49	F
940584295	450035122	86	M
940584296	450035122	104	M
940584297	450035122	76	M
940584298	450035122	80	M
940584299	450035122	69	M
940584300	450035122	94	M
940584301	450035122	87	M
940584302	450035122	82	M
940584303	450035122	83	M
940584304	450035122	76	M
940584305	450035122	85	M
940584306	450035122	85	M
940584307	450035122	66	M
940584308	450035122	88	M
939360821	450035123	47	F
939360820	450035123	51	F
939360819	450035123	35	F
939360818	450035123	21	F
939360817	450035123	57	F
939360816	450035123	48	F
939791332	450035123	103	F
939791333	450035123	85	F
940344115	450035123	31	M
940344116	450035123	43	M
940344117	450035123	46	M
940344118	450035123	46	M
940344119	450035123	56	M
940344120	450035123	57	M
939791348	450035123	87	F
939791349	450035123	80	F
939791350	450035123	85	F
939791351	450035123	97	F
939791352	450035123	90	F
940584310	450035123	68	M
940584311	450035123	83	M
940584312	450035123	75	M
939791336	450035123	82	F
939791335	450035123	73	F
939360815	450035123	23	F
939791334	450035123	88	F
939791337	450035123	85	F
939791338	450035123	87	F
939791339	450035123	90	F
939791340	450035123	76	F
939791341	450035123	84	F
939791342	450035123	88	F
939791343	450035123	90	F
939791344	450035123	82	F
939791345	450035123	78	F
939791346	450035123	79	F
939791347	450035123	89	F
939360814	450035123	58	F
939360813	450035123	48	F
940584313	450035123	74	M
940584314	450035123	88	M
940584315	450035123	70	M
940584316	450035123	75	M
940584317	450035123	74	M
940584318	450035123	87	M
939791353	450035123	84	F
940344111	450035123	51	M
940344112	450035123	60	M
940344113	450035123	54	M
940344114	450035123	49	M
940584322	450035123	69	M
940584321	450035123	86	M
940584320	450035123	75	M
940584319	450035123	95	M
940584309	450035123	83	M
940344109	450035123	59	M
940344110	450035123	57	M
939791329	450035123	85	F
939791330	450035123	84	F
939791331	450035123	84	F
940344121	450035123	27	M
940344122	450035123	47	M
940344123	450035123	63	M
940344124	450035123	46	M
940344125	450035123	29	M
940344126	450035123	46	M
940344127	450035123	55	M
