sp_id	sp_gq_id	age	sex
940185497	450045762	78	F
940185496	450045762	99	F
940185495	450045762	105	F
940185494	450045762	81	F
940185493	450045762	85	F
940185492	450045762	78	F
940185491	450045762	102	F
940185490	450045762	72	F
939306355	450045762	47	F
939306356	450045762	21	F
939306357	450045762	37	F
939306358	450045762	46	F
939306445	450045762	55	F
939306525	450045762	62	F
939306526	450045762	62	F
939306527	450045762	54	F
939306528	450045762	61	F
939306529	450045762	59	F
939306530	450045762	28	F
939306531	450045762	61	F
939306532	450045762	60	F
939306533	450045762	64	F
939306534	450045762	62	F
939306535	450045762	64	F
939306536	450045762	38	F
940404206	450045762	52	M
940404207	450045762	50	M
940404208	450045762	45	M
940404209	450045762	50	M
940404210	450045762	62	M
940404211	450045762	62	M
940404212	450045762	61	M
940404213	450045762	63	M
940404214	450045762	42	M
940404215	450045762	52	M
940404216	450045762	57	M
940404217	450045762	53	M
940404218	450045762	48	M
940404219	450045762	43	M
940404220	450045762	47	M
940404221	450045762	59	M
940404222	450045762	31	M
940404223	450045762	58	M
940404224	450045762	64	M
940404225	450045762	47	M
940742114	450045762	97	M
940742115	450045762	85	M
940742116	450045762	75	M
940742117	450045762	75	M
940742118	450045762	80	M
940742119	450045762	86	M
940742120	450045762	70	M
940742121	450045762	89	M
940742122	450045762	68	M
940404191	450045763	64	M
940185378	450045763	86	F
940185379	450045763	89	F
940185380	450045763	71	F
940185381	450045763	75	F
940185382	450045763	75	F
940742031	450045763	91	M
940742032	450045763	84	M
940742033	450045763	78	M
940742034	450045763	80	M
940742035	450045763	68	M
940742036	450045763	87	M
940742037	450045763	68	M
940742038	450045763	81	M
940742039	450045763	72	M
940742040	450045763	89	M
940742041	450045763	65	M
940742042	450045763	78	M
940742043	450045763	87	M
940742044	450045763	85	M
940742045	450045763	76	M
940742046	450045763	93	M
940742047	450045763	90	M
940742048	450045763	82	M
940742049	450045763	83	M
940742050	450045763	82	M
940742051	450045763	80	M
940742052	450045763	77	M
940742053	450045763	90	M
940742054	450045763	65	M
940742055	450045763	75	M
940742056	450045763	76	M
939306329	450045763	28	F
939306328	450045763	42	F
939306327	450045763	46	F
939306326	450045763	58	F
939306325	450045763	57	F
939306324	450045763	51	F
939306323	450045763	54	F
939306322	450045763	39	F
939306321	450045763	61	F
940742057	450045763	88	M
940742058	450045763	98	M
940742059	450045763	88	M
940742060	450045763	84	M
940742061	450045763	86	M
940742062	450045763	69	M
940742063	450045763	80	M
940742064	450045763	75	M
940742065	450045763	82	M
940742066	450045763	65	M
940742067	450045763	75	M
940742068	450045763	82	M
940742069	450045763	89	M
940404185	450045763	63	M
940404186	450045763	50	M
940404187	450045763	25	M
940404188	450045763	32	M
940404189	450045763	46	M
940404190	450045763	42	M
940404184	450045763	62	M
940404183	450045763	63	M
940404182	450045763	46	M
940404181	450045763	63	M
940404180	450045763	50	M
940404179	450045763	61	M
940404178	450045763	59	M
940404177	450045763	46	M
940404176	450045763	29	M
940779572	450047804	68	M
940779593	450047804	89	M
940779594	450047804	72	M
940779595	450047804	79	M
940779596	450047804	80	M
940779597	450047804	78	M
940779598	450047804	72	M
940779599	450047804	88	M
940779600	450047804	79	M
940779601	450047804	80	M
940779602	450047804	89	M
940779603	450047804	78	M
940779604	450047804	79	M
940779605	450047804	75	M
940779573	450047804	89	M
940779574	450047804	75	M
940779575	450047804	76	M
940779576	450047804	70	M
940779577	450047804	102	M
940274703	450047804	77	F
940274704	450047804	100	F
940779578	450047804	91	M
940779579	450047804	65	M
940779580	450047804	86	M
940779581	450047804	70	M
940779582	450047804	82	M
940779583	450047804	65	M
940779584	450047804	79	M
940779585	450047804	67	M
940779586	450047804	80	M
940779587	450047804	70	M
940779588	450047804	99	M
940779589	450047804	70	M
940421527	450047804	57	M
940421528	450047804	62	M
940421529	450047804	50	M
940421530	450047804	61	M
940421531	450047804	62	M
940421532	450047804	28	M
940421533	450047804	57	M
940421534	450047804	46	M
940421535	450047804	57	M
940421536	450047804	63	M
940421537	450047804	25	M
940274705	450047804	80	F
940274706	450047804	90	F
940274707	450047804	80	F
940421539	450047804	54	M
940421540	450047804	61	M
939293144	450047804	58	F
939293143	450047804	63	F
939293142	450047804	47	F
939293141	450047804	62	F
939293140	450047804	53	F
939293139	450047804	34	F
940779590	450047804	84	M
940779591	450047804	91	M
940779592	450047804	80	M
940421525	450047804	49	M
940421526	450047804	28	M
940421538	450047804	61	M
939293147	450047804	61	F
939293146	450047804	60	F
939293145	450047804	38	F
940779567	450047804	75	M
940779568	450047804	105	M
940779569	450047804	76	M
940779570	450047804	84	M
940779571	450047804	83	M
940781486	450047805	77	M
940781484	450047805	87	M
940781483	450047805	90	M
940781482	450047805	75	M
940781481	450047805	86	M
940781480	450047805	65	M
940781479	450047805	84	M
940781478	450047805	83	M
940781477	450047805	83	M
940781476	450047805	68	M
940781475	450047805	66	M
940277676	450047805	98	F
940277677	450047805	85	F
940277678	450047805	65	F
940277679	450047805	80	F
940277680	450047805	77	F
940781474	450047805	87	M
940781473	450047805	78	M
940781472	450047805	75	M
940781471	450047805	72	M
940781470	450047805	83	M
940781469	450047805	69	M
940781468	450047805	84	M
940781467	450047805	94	M
940781466	450047805	99	M
940781465	450047805	81	M
940781464	450047805	98	M
940781463	450047805	65	M
940781462	450047805	80	M
940781461	450047805	65	M
940781460	450047805	77	M
940781459	450047805	88	M
940781458	450047805	79	M
940781457	450047805	94	M
940781456	450047805	84	M
940781455	450047805	78	M
940781454	450047805	76	M
940781453	450047805	74	M
940781452	450047805	76	M
940781451	450047805	77	M
939291320	450047805	64	F
939291319	450047805	22	F
939291318	450047805	42	F
939291317	450047805	54	F
939291316	450047805	29	F
939291315	450047805	57	F
939291314	450047805	44	F
939291313	450047805	35	F
939291312	450047805	63	F
940422967	450047805	47	M
940422968	450047805	63	M
940422969	450047805	60	M
940422970	450047805	37	M
940422971	450047805	48	M
940422972	450047805	62	M
940422973	450047805	59	M
940422974	450047805	50	M
940422975	450047805	60	M
940422976	450047805	45	M
940422977	450047805	60	M
940422978	450047805	62	M
940422979	450047805	57	M
940422980	450047805	34	M
940422981	450047805	34	M
940422982	450047805	36	M
940781489	450047805	77	M
940781488	450047805	76	M
940781487	450047805	71	M
940781485	450047805	86	M
939292172	450047806	62	F
940782704	450047806	91	M
940782703	450047806	87	M
939292167	450047806	63	F
939292168	450047806	63	F
939292169	450047806	61	F
939292170	450047806	58	F
939292171	450047806	62	F
939292173	450047806	58	F
939292174	450047806	39	F
939292175	450047806	57	F
940782705	450047806	88	M
940782706	450047806	75	M
940782707	450047806	67	M
940782708	450047806	88	M
940782709	450047806	71	M
940782710	450047806	86	M
940782711	450047806	69	M
940423963	450047806	58	M
940423964	450047806	57	M
940423965	450047806	57	M
940423966	450047806	40	M
940423967	450047806	46	M
940423968	450047806	50	M
940423969	450047806	28	M
940423970	450047806	53	M
940423971	450047806	63	M
940423972	450047806	56	M
940423973	450047806	30	M
940423974	450047806	58	M
940423975	450047806	57	M
940423976	450047806	39	M
940423977	450047806	56	M
940423978	450047806	55	M
940782740	450047806	90	M
940782739	450047806	75	M
940782738	450047806	73	M
940782737	450047806	79	M
940782736	450047806	75	M
940782735	450047806	71	M
940782734	450047806	78	M
940782733	450047806	72	M
940782732	450047806	69	M
940782731	450047806	74	M
940782730	450047806	86	M
940782729	450047806	83	M
940782728	450047806	69	M
940782727	450047806	65	M
940782726	450047806	82	M
940782725	450047806	78	M
940782724	450047806	82	M
940782723	450047806	73	M
940782722	450047806	85	M
940782721	450047806	77	M
940782720	450047806	78	M
940782719	450047806	84	M
940782718	450047806	80	M
940782717	450047806	78	M
940782716	450047806	70	M
940782715	450047806	76	M
940782714	450047806	71	M
940782713	450047806	80	M
940782712	450047806	67	M
940782702	450047806	83	M
940279337	450047806	81	F
940279336	450047806	80	F
940279335	450047806	90	F
940279334	450047806	74	F
940279333	450047806	87	F
940424609	450047807	57	M
940424608	450047807	53	M
940424607	450047807	64	M
940424606	450047807	55	M
940424605	450047807	59	M
940424604	450047807	60	M
940424603	450047807	51	M
940424602	450047807	62	M
940783405	450047807	85	M
940783404	450047807	80	M
940783403	450047807	83	M
940424601	450047807	47	M
940783412	450047807	70	M
940783411	450047807	75	M
940783406	450047807	78	M
940783407	450047807	70	M
940424613	450047807	30	M
940424612	450047807	27	M
940424611	450047807	61	M
940280104	450047807	94	F
940280103	450047807	77	F
940783408	450047807	65	M
940783409	450047807	89	M
940783410	450047807	79	M
940783400	450047807	92	M
940783399	450047807	89	M
940783427	450047807	76	M
940783426	450047807	73	M
940783425	450047807	75	M
940783424	450047807	80	M
940783423	450047807	88	M
940783422	450047807	88	M
940783421	450047807	85	M
940783420	450047807	75	M
940783419	450047807	72	M
940783418	450047807	78	M
940783417	450047807	97	M
940783413	450047807	86	M
940783414	450047807	78	M
940783415	450047807	69	M
940783398	450047807	87	M
940783397	450047807	78	M
940783396	450047807	80	M
940783395	450047807	72	M
940783394	450047807	82	M
940783393	450047807	87	M
940783392	450047807	71	M
940783391	450047807	79	M
940783390	450047807	88	M
940783389	450047807	67	M
940783416	450047807	79	M
940424615	450047807	38	M
940424614	450047807	58	M
939292245	450047807	60	F
939292246	450047807	64	F
939292247	450047807	54	F
939292248	450047807	56	F
939292249	450047807	56	F
939292250	450047807	63	F
939292251	450047807	53	F
939292252	450047807	57	F
939292253	450047807	63	F
940424616	450047807	59	M
940783402	450047807	89	M
940783401	450047807	66	M
940280107	450047807	75	F
940280106	450047807	68	F
940280105	450047807	99	F
940424610	450047807	46	M
940425012	450047808	52	M
940425011	450047808	60	M
940425010	450047808	31	M
940425009	450047808	41	M
940425008	450047808	56	M
940425007	450047808	37	M
940425006	450047808	62	M
940425005	450047808	54	M
940425004	450047808	49	M
940425003	450047808	48	M
940280469	450047808	82	F
940783799	450047808	71	M
940783800	450047808	73	M
939294347	450047808	38	F
939294348	450047808	55	F
939294349	450047808	36	F
939294350	450047808	35	F
939294351	450047808	50	F
939294352	450047808	19	F
940783801	450047808	88	M
940783802	450047808	88	M
940783803	450047808	79	M
940783804	450047808	89	M
940783805	450047808	86	M
940783806	450047808	68	M
940783807	450047808	89	M
940783808	450047808	90	M
940783809	450047808	80	M
940783810	450047808	92	M
940783811	450047808	77	M
940783812	450047808	76	M
940783813	450047808	87	M
940783814	450047808	77	M
940783815	450047808	84	M
940783816	450047808	74	M
940783817	450047808	87	M
940783818	450047808	65	M
940783819	450047808	79	M
940783820	450047808	100	M
940783821	450047808	72	M
940783822	450047808	68	M
940783823	450047808	94	M
940783824	450047808	95	M
940783825	450047808	80	M
940783826	450047808	85	M
940783827	450047808	85	M
940783828	450047808	67	M
940783793	450047808	73	M
940783794	450047808	71	M
940783795	450047808	65	M
940783796	450047808	74	M
940783797	450047808	83	M
940783798	450047808	84	M
940425017	450047808	33	M
940425016	450047808	43	M
940425015	450047808	51	M
940425014	450047808	63	M
940425013	450047808	34	M
940404254	450045764	62	M
940404253	450045764	56	M
940404252	450045764	29	M
940404251	450045764	46	M
940404250	450045764	59	M
940404249	450045764	46	M
940404248	450045764	58	M
940186119	450045764	88	F
940186120	450045764	87	F
940186121	450045764	86	F
940186122	450045764	65	F
940186123	450045764	83	F
940186124	450045764	80	F
940186125	450045764	87	F
940186126	450045764	73	F
940186127	450045764	67	F
939306586	450045764	57	F
939306587	450045764	43	F
939306588	450045764	55	F
940186128	450045764	89	F
939306585	450045764	64	F
940742322	450045764	92	M
940186129	450045764	85	F
940742323	450045764	86	M
940742324	450045764	75	M
940186108	450045764	77	F
940186109	450045764	99	F
940186110	450045764	72	F
940186111	450045764	97	F
940742325	450045764	81	M
940742326	450045764	90	M
940742327	450045764	92	M
940742328	450045764	90	M
940186112	450045764	79	F
940186113	450045764	82	F
940186114	450045764	96	F
940404261	450045764	33	M
940404260	450045764	57	M
940404259	450045764	55	M
940404258	450045764	59	M
940404257	450045764	45	M
940404256	450045764	49	M
940404255	450045764	56	M
939306579	450045764	32	F
939306580	450045764	27	F
939306581	450045764	24	F
939306582	450045764	32	F
939306578	450045764	61	F
939306577	450045764	62	F
939306576	450045764	63	F
939306583	450045764	50	F
940742329	450045764	79	M
940742330	450045764	84	M
940742331	450045764	89	M
939306584	450045764	24	F
940186105	450045764	83	F
940186106	450045764	76	F
940186107	450045764	90	F
940186115	450045764	90	F
940186116	450045764	102	F
940186117	450045764	89	F
940186118	450045764	94	F
940306635	450028777	38	M
939531431	450028777	87	F
939531432	450028777	79	F
939531433	450028777	89	F
939531434	450028777	78	F
939531423	450028777	83	F
939531424	450028777	92	F
940481476	450028777	69	M
940481480	450028777	68	M
940481478	450028777	84	M
939531425	450028777	85	F
939382510	450028777	58	F
940481479	450028777	71	M
939531426	450028777	86	F
939531427	450028777	85	F
939531428	450028777	88	F
939531429	450028777	86	F
939531430	450028777	91	F
940481477	450028777	76	M
939531444	450028778	78	F
939531435	450028778	69	F
939531436	450028778	72	F
939531437	450028778	86	F
939382511	450028778	46	F
939531446	450028778	86	F
939531438	450028778	80	F
939531439	450028778	88	F
939531440	450028778	87	F
939531441	450028778	93	F
939531442	450028778	86	F
939531443	450028778	81	F
940481485	450028778	75	M
940481484	450028778	77	M
940481483	450028778	65	M
940481482	450028778	77	M
940481481	450028778	86	M
939531445	450028778	85	F
940031638	450041050	85	F
940031637	450041050	96	F
940031632	450041050	82	F
940031633	450041050	102	F
940031643	450041050	68	F
940031634	450041050	87	F
940678226	450041050	66	M
940031636	450041050	86	F
940031635	450041050	89	F
940678225	450041050	85	M
940678224	450041050	74	M
940031642	450041050	77	F
940031641	450041050	80	F
940031640	450041050	72	F
940031639	450041050	85	F
939530039	450028780	90	F
939530037	450028780	96	F
939530036	450028780	99	F
939530035	450028780	89	F
939530034	450028780	70	F
939530033	450028780	81	F
939530032	450028780	81	F
939530031	450028780	86	F
939530030	450028780	89	F
939530029	450028780	74	F
939529982	450028780	91	F
939529981	450028780	88	F
939529980	450028780	79	F
939529979	450028780	65	F
939529978	450028780	94	F
939529977	450028780	96	F
939529976	450028780	85	F
939529975	450028780	87	F
940480928	450028780	81	M
940480929	450028780	83	M
940480930	450028780	67	M
939529974	450028780	72	F
939529973	450028780	76	F
939529972	450028780	90	F
940480938	450028780	78	M
940480931	450028780	74	M
940480932	450028780	93	M
940480933	450028780	73	M
940480934	450028780	86	M
940480935	450028780	80	M
940480936	450028780	85	M
940480937	450028780	75	M
939530093	450028780	86	F
939530092	450028780	82	F
939530091	450028780	81	F
939530090	450028780	90	F
939530089	450028780	80	F
939530088	450028780	82	F
939530087	450028780	90	F
939530086	450028780	91	F
939530085	450028780	97	F
939530084	450028780	82	F
939341786	450028780	28	F
939341787	450028780	62	F
939530083	450028780	82	F
939530082	450028780	89	F
939530081	450028780	78	F
939530080	450028780	96	F
939530079	450028780	77	F
939530078	450028780	88	F
939530077	450028780	81	F
939530076	450028780	90	F
939530075	450028780	87	F
939530074	450028780	87	F
939530073	450028780	92	F
939530072	450028780	79	F
939530071	450028780	77	F
939530070	450028780	75	F
939530014	450028780	88	F
939530013	450028780	102	F
939530012	450028780	85	F
939530011	450028780	89	F
939530010	450028780	88	F
939530009	450028780	79	F
939530008	450028780	75	F
939530023	450028780	85	F
939530024	450028780	82	F
939530025	450028780	80	F
939530026	450028780	66	F
939530027	450028780	97	F
939530028	450028780	86	F
939530021	450028780	82	F
939530069	450028780	79	F
939530068	450028780	87	F
939530067	450028780	88	F
939530007	450028780	82	F
939530006	450028780	89	F
939530005	450028780	94	F
939530004	450028780	80	F
939530003	450028780	95	F
939530002	450028780	89	F
939530022	450028780	93	F
939530001	450028780	82	F
939530000	450028780	92	F
939529999	450028780	93	F
939529998	450028780	70	F
939529997	450028780	86	F
939529996	450028780	81	F
939341788	450028780	64	F
939341789	450028780	48	F
939344392	450028780	50	F
939529995	450028780	76	F
939529994	450028780	65	F
939530066	450028780	81	F
939530065	450028780	80	F
939530064	450028780	79	F
939530063	450028780	90	F
939530062	450028780	69	F
939530061	450028780	84	F
939530060	450028780	85	F
939530059	450028780	74	F
939530058	450028780	87	F
939530057	450028780	90	F
939530056	450028780	86	F
939530055	450028780	86	F
939530020	450028780	88	F
939530019	450028780	85	F
939530018	450028780	93	F
939530017	450028780	91	F
939530016	450028780	89	F
939530015	450028780	86	F
940306400	450028780	62	M
940306401	450028780	53	M
940306402	450028780	58	M
939529993	450028780	77	F
939529992	450028780	90	F
939529991	450028780	81	F
939529990	450028780	75	F
939529989	450028780	95	F
939529988	450028780	86	F
939529987	450028780	91	F
939529986	450028780	72	F
939529971	450028780	80	F
939530054	450028780	89	F
940480911	450028780	81	M
940480912	450028780	81	M
940480913	450028780	87	M
940480914	450028780	85	M
940480915	450028780	88	M
940480916	450028780	71	M
940480917	450028780	88	M
940480918	450028780	81	M
940480919	450028780	71	M
940480920	450028780	87	M
940480921	450028780	89	M
940480922	450028780	88	M
940480923	450028780	87	M
940480924	450028780	79	M
940480925	450028780	74	M
940480926	450028780	83	M
940480927	450028780	78	M
939529985	450028780	90	F
939529984	450028780	82	F
939529983	450028780	81	F
939530053	450028780	70	F
939530052	450028780	89	F
939530051	450028780	67	F
939530050	450028780	81	F
939530049	450028780	87	F
939530048	450028780	82	F
939530047	450028780	65	F
939530046	450028780	75	F
939530045	450028780	98	F
939530044	450028780	86	F
939530043	450028780	75	F
939530042	450028780	88	F
939530041	450028780	90	F
939530040	450028780	72	F
939530038	450028780	82	F
940742355	450045765	92	M
940742354	450045765	87	M
940186234	450045765	86	F
940186233	450045765	95	F
940186232	450045765	83	F
940186231	450045765	66	F
940186230	450045765	77	F
940186229	450045765	89	F
940186226	450045765	88	F
940186225	450045765	86	F
940186228	450045765	86	F
940186227	450045765	91	F
940186235	450045765	76	F
940404266	450045765	36	M
940404263	450045765	61	M
940186224	450045765	91	F
940186247	450045765	90	F
940742353	450045765	71	M
940742352	450045765	79	M
940742351	450045765	81	M
940186246	450045765	93	F
940404264	450045765	60	M
940186245	450045765	98	F
940404265	450045765	62	M
940404267	450045765	53	M
940186244	450045765	92	F
940404268	450045765	50	M
940404269	450045765	54	M
940404270	450045765	50	M
940404271	450045765	50	M
940404272	450045765	58	M
940186243	450045765	76	F
940186242	450045765	77	F
940186241	450045765	87	F
940186240	450045765	89	F
940186239	450045765	84	F
940186238	450045765	88	F
940186237	450045765	91	F
940186236	450045765	86	F
940742358	450045765	81	M
939306593	450045765	59	F
939306594	450045765	64	F
939306595	450045765	60	F
939306596	450045765	31	F
940742359	450045765	75	M
940742360	450045765	87	M
940742361	450045765	90	M
940742362	450045765	86	M
940742363	450045765	78	M
940742364	450045765	86	M
940742365	450045765	78	M
940742366	450045765	77	M
940742367	450045765	65	M
940742368	450045765	89	M
940742369	450045765	84	M
940742370	450045765	78	M
940186198	450045765	76	F
940186199	450045765	105	F
940186200	450045765	83	F
940186201	450045765	87	F
940186202	450045765	81	F
940186203	450045765	95	F
940186204	450045765	89	F
940186205	450045765	90	F
940186206	450045765	81	F
940186207	450045765	78	F
940186208	450045765	82	F
940186209	450045765	94	F
940186210	450045765	87	F
940186211	450045765	88	F
940186212	450045765	91	F
940186213	450045765	86	F
940186214	450045765	88	F
940186215	450045765	86	F
940186216	450045765	100	F
940186217	450045765	86	F
940186218	450045765	90	F
939306592	450045765	62	F
940186219	450045765	85	F
940186220	450045765	75	F
940186221	450045765	91	F
940186222	450045765	68	F
940186223	450045765	90	F
940742371	450045765	85	M
940742372	450045765	76	M
940742357	450045765	84	M
940742356	450045765	89	M
939349504	450038776	39	F
940365965	450038776	28	M
940365964	450038776	58	M
940365963	450038776	40	M
940365962	450038776	56	M
940365961	450038776	55	M
940365960	450038776	55	M
940644608	450038776	74	M
940644607	450038776	86	M
940644606	450038776	86	M
940644605	450038776	79	M
940644604	450038776	81	M
940644603	450038776	83	M
940644602	450038776	68	M
940644601	450038776	81	M
940644600	450038776	82	M
940644599	450038776	71	M
939945568	450038776	93	F
939945567	450038776	85	F
939945566	450038776	86	F
939945565	450038776	85	F
939945564	450038776	80	F
939945563	450038776	70	F
939945562	450038776	82	F
940644598	450038776	83	M
940644597	450038776	66	M
940644596	450038776	97	M
940644595	450038776	89	M
940644594	450038776	69	M
940644593	450038776	82	M
940644592	450038776	69	M
940644591	450038776	88	M
940644590	450038776	84	M
940644589	450038776	76	M
940644588	450038776	83	M
940644587	450038776	88	M
940644586	450038776	80	M
939945561	450038776	86	F
939945560	450038776	90	F
939945559	450038776	69	F
939945558	450038776	93	F
939945557	450038776	85	F
939945556	450038776	85	F
939945555	450038776	85	F
939945554	450038776	71	F
939945553	450038776	96	F
939945552	450038776	88	F
939945551	450038776	81	F
939945550	450038776	82	F
939945549	450038776	70	F
939945548	450038776	84	F
939945547	450038776	89	F
939945546	450038776	86	F
939945545	450038776	82	F
939945544	450038776	80	F
939945543	450038776	86	F
939945599	450038776	90	F
939945598	450038776	88	F
939349495	450038776	62	F
939349496	450038776	57	F
939945573	450038776	88	F
939945574	450038776	92	F
939945575	450038776	83	F
939945576	450038776	75	F
939945577	450038776	103	F
939945578	450038776	83	F
939945579	450038776	76	F
939945580	450038776	87	F
939945581	450038776	68	F
939945582	450038776	84	F
939945583	450038776	104	F
939945584	450038776	90	F
939945585	450038776	82	F
939945586	450038776	83	F
939945587	450038776	80	F
939945588	450038776	88	F
939945597	450038776	67	F
939945589	450038776	88	F
939945590	450038776	79	F
939945591	450038776	84	F
939945592	450038776	70	F
939945593	450038776	84	F
939945594	450038776	86	F
939349503	450038776	64	F
939349502	450038776	23	F
939349501	450038776	32	F
939349500	450038776	54	F
939349499	450038776	49	F
939349498	450038776	57	F
939349497	450038776	54	F
940365966	450038776	59	M
939945595	450038776	87	F
939945596	450038776	94	F
939945572	450038776	82	F
939945571	450038776	79	F
939945570	450038776	75	F
939945569	450038776	89	F
939382508	450028779	55	F
939382509	450028779	30	F
940306634	450028779	49	M
939531422	450028779	81	F
939531421	450028779	85	F
939531420	450028779	85	F
939531419	450028779	85	F
939531418	450028779	80	F
939531417	450028779	75	F
939531416	450028779	95	F
939531415	450028779	90	F
939531414	450028779	83	F
939531413	450028779	89	F
939531412	450028779	88	F
939531411	450028779	84	F
939531410	450028779	87	F
939531409	450028779	89	F
939531408	450028779	78	F
939531407	450028779	76	F
939531406	450028779	78	F
939531405	450028779	84	F
940481475	450028779	89	M
940481474	450028779	73	M
940481473	450028779	90	M
940481472	450028779	94	M
940481471	450028779	67	M
940481470	450028779	86	M
940481469	450028779	72	M
940481468	450028779	81	M
940481467	450028779	65	M
939382507	450028779	49	F
940584586	450035158	75	M
939792159	450035158	82	F
939792160	450035158	80	F
939792161	450035158	77	F
939792162	450035158	71	F
939792163	450035158	75	F
939792164	450035158	89	F
939792165	450035158	90	F
939792166	450035158	66	F
939792167	450035158	87	F
939792168	450035158	77	F
940584587	450035158	83	M
939792169	450035158	92	F
940584588	450035158	90	M
940584589	450035158	79	M
940584590	450035158	68	M
940344258	450035158	50	M
940584591	450035158	84	M
940584592	450035158	83	M
940584593	450035158	77	M
939361010	450035158	36	F
939361009	450035158	32	F
