sp_id	stco	latitude	longitude
450143535	29189	38.675316	-90.331699
450129776	29189	38.718271	-90.388085
450143048	29189	38.622347	-90.315298
450138227	29189	38.815473	-90.349
450114453	29189	38.654128	-90.637521
450108882	29189	38.761526	-90.326111
450122679	29189	38.713	-90.2681
450120122	29189	38.795419	-90.301568
450122671	29189	38.712395	-90.268551
450107866	29189	38.576537	-90.471459
450134399	29189	38.5821	-90.3859
450145813	29189	38.567752	-90.539149
450108416	29189	38.708737	-90.319114
450055882	29189	38.6544821	-90.6434922
450082662	29510	38.585917	-90.220688
450145223	29189	38.656737	-90.449618
450109456	29189	38.480831	-90.333722
450119997	29189	38.7109	-90.32851
450145539	29189	38.818017	-90.343449
450120436	29189	38.771159	-90.235117
450144829	29189	38.690847	-90.470014
450110422	29189	38.620709	-90.353001
450127729	29189	38.537711	-90.272586
450123456	29189	38.653833	-90.322247
450107769	29189	38.668165	-90.347277
450152457	29189	38.757667	-90.213282
450147742	29189	38.795396	-90.304286
450063415	29189	38.6795525	-90.2849459
450148871	29189	38.603366	-90.500749
450124974	29189	38.697806	-90.278455
450127070	29189	38.750059	-90.289414
450073973	29189	38.7841194	-90.2235088
450148073	29189	38.717296	-90.42426
450139558	29189	38.624643	-90.580705
450115106	29189	38.610178	-90.549397
450126727	29189	38.590441	-90.625645
450151417	29189	38.653425	-90.363602
450064280	29099	38.4066579	-90.5887532
450154927	29510	38.635843	-90.212815
450153023	29189	38.573511	-90.319636
450134907	29189	38.639992	-90.387184
450082664	29510	38.626278	-90.240757
450071899	29189	38.7064809	-90.2958952
450140314	29189	38.77148	-90.31071
450053144	29189	38.5465095	-90.3436852
450122459	29189	38.596192	-90.402373
450108113	29189	38.552218	-90.29979
450140592	29189	38.790675	-90.359233
450148074	29189	38.736741	-90.397319
450130541	29189	38.608633	-90.373559
450071541	29189	38.7869253	-90.2918123
450073685	29189	38.5405290	-90.3951984
450051858	29189	38.6497157	-90.4091828
450127755	29189	38.579483	-90.510634
450139396	29189	38.70649	-90.376875
450066496	29189	38.5590820	-90.3043848
450132722	29189	38.4938	-90.2857
450126743	29189	38.66928	-90.528507
450109543	29189	38.510332	-90.627082
450113647	29189	38.806089	-90.255328
450133092	29189	38.753043	-90.313877
450134597	29189	38.731568	-90.365237
450110550	29189	38.737764	-90.419475
450054196	29183	38.7979150	-90.4999964
450064220	29189	38.6512660	-90.4055486
450145453	29189	38.780785	-90.297119
450148610	29189	38.665232	-90.309901
450125061	29189	38.735306	-90.251368
450066892	29189	38.5521264	-90.3341278
450084011	29510	38.608233	-90.200217
450109161	29189	38.531431	-90.311089
450152170	29189	38.682866	-90.504345
450133396	29189	38.659672	-90.308171
450051771	29510	38.6403178	-90.2122763
450139477	29189	38.6165	-90.3439
450075742	29510	38.5828871	-90.3053021
450115635	29189	38.825316	-90.325749
450139972	29189	38.665234	-90.470892
450068865	29189	38.5854548	-90.4407934
450070735	29189	38.5939497	-90.3284969
450058895	29189	38.6860933	-90.4177893
450105312	29189	38.75108	-90.327027
450143049	29189	38.612603	-90.324091
450144872	29189	38.599024	-90.419142
450071619	29510	38.5697030	-90.2628811
450105263	29189	38.559481	-90.32201
450063499	29189	38.5225246	-90.2719103
450117080	29189	38.56309	-90.383023
450059521	29189	38.7489019	-90.2554887
450146183	29189	38.47235	-90.319865
450118848	29189	38.822677	-90.217433
450153008	29189	38.419568	-90.338531
450086338	29510	38.653927	-90.196462
450116285	29189	38.640969	-90.392462
450107459	29189	38.626846	-90.686374
450053428	29189	38.6205936	-90.4438739
450108114	29189	38.55222	-90.299814
450073333	29189	38.6362888	-90.4522064
450145459	29189	38.7293	-90.2516
450054704	29189	38.5964938	-90.3549807
450144357	29189	38.572603	-90.406465
450106873	29189	38.811563	-90.226679
450134401	29189	38.589118	-90.421612
450117211	29189	38.809013	-90.303296
450153452	29189	38.680468	-90.459093
450053381	29189	38.6554174	-90.4553616
450119530	29189	38.786101	-90.324626
450152908	29189	38.607293	-90.594412
450108112	29189	38.552257	-90.299658
450125522	29189	38.74888	-90.233202
450110110	29189	38.512317	-90.474794
450121590	29189	38.595598	-90.591555
450058370	29189	38.6727767	-90.3914690
450073454	29189	38.6320800	-90.4741858
450139196	29189	38.612603	-90.324091
450058774	29189	38.6439806	-90.3669093
450133720	29189	38.777196	-90.264311
450140316	29189	38.731227	-90.303977
450069984	29189	38.7381011	-90.2634926
450050502	29189	38.7941289	-90.3709077
450133726	29189	38.618261	-90.576443
450149005	29189	38.687845	-90.278791
450057726	29189	38.5843942	-90.5575856
450108111	29189	38.552329	-90.299794
450060777	29189	38.5479125	-90.3355104
450058784	29189	38.6023920	-90.5092338
450148075	29189	38.740014	-90.4536
450071442	29510	38.5772663	-90.3030988
450075314	29189	38.6525306	-90.4198038
450135701	29189	38.788023	-90.197995
450119991	29189	38.734361	-90.233296
450140752	29189	38.746658	-90.250527
450116860	29189	38.683516	-90.442481
450136148	29189	38.756799	-90.300044
450129938	29189	38.736235	-90.39642
450108525	29189	38.670046	-90.477263
450056649	29189	38.5269133	-90.3145112
450107663	29189	38.590929	-90.54235
450060178	29189	38.5150379	-90.4183991
450129731	29189	38.579113	-90.359289
450135960	29189	38.806347	-90.35463
450074758	29189	38.5314908	-90.3479030
450137163	29189	38.5306	-90.3746
450125689	29189	38.758222	-90.205738
450125024	29189	38.776081	-90.396513
450113553	29189	38.666476	-90.503892
450082661	29510	38.676588	-90.209654
450152159	29189	38.713315	-90.355115
450111165	29189	38.712245	-90.385132
450050487	29189	38.6800052	-90.3945588
450108923	29189	38.496955	-90.324618
450128518	29189	38.784131	-90.378855
450105072	29189	38.780789	-90.296243
450060535	29189	38.5883190	-90.6708945
450152914	29189	38.609415	-90.66387
450074783	29189	38.6032747	-90.4133916
450134527	29189	38.741909	-90.264709
450115129	29189	38.649662	-90.344744
450108909	29189	38.726524	-90.293496
450150904	29189	38.638687	-90.306445
450066498	29189	38.7933195	-90.2597623
450137361	29189	38.625657	-90.404506
450113636	29189	38.66734	-90.501351
450136475	29189	38.757294	-90.24332
450116336	29189	38.727243	-90.30489
450147878	29189	38.737083	-90.434313
450061134	29189	38.6549475	-90.3955288
450153766	29189	38.796128	-90.369949
450152913	29189	38.515752	-90.49147
450128512	29189	38.831177	-90.3132
450117754	29189	38.734361	-90.233296
